,liver,brain,lung
1388260_a_at,3.082249597,2.886173345,2.856039784
1388261_at,3.799436074,3.343984029,3.592022074
1388262_at,2.912336718,2.643759694,2.6752508
1388263_at,4.400399277,4.466654909,4.051171407
1388264_at,6.028153747,5.421043733,5.530211814
1388265_x_at,2.886827528,2.907457035,3.492805354
1388266_at,3.56006662,2.895721008,2.91662146
1388267_a_at,5.875800969,3.936514362,4.219224691
1388268_at,3.962224471,3.573982811,4.132548822
1388269_at,3.63959443,2.990295657,3.327904973
1388270_at,3.807914938,2.885409597,3.201203874
1388271_at,9.506337983,8.672810689,6.844945794
1388272_at,4.476509544,3.076529824,9.097317612
1388273_at,4.127595083,3.880457409,5.891860082
1388274_at,6.393884858,8.240923942,6.549242355
1388275_at,5.240979541,3.719917323,8.038734746
1388276_at,4.747310256,3.282580081,4.303283507
1388277_at,4.244180915,3.531417197,6.596085957
1388278_at,3.033958317,2.727907404,3.275017075
1388279_at,3.897114065,3.346371133,4.245226548
1388280_a_at,6.110673945,6.700453096,5.984431977
1388281_at,3.602764789,3.234862789,3.420961828
1388282_s_at,3.410359682,3.062058579,3.81628319
1388283_at,5.158941641,4.212744124,4.431563745
1388284_at,4.85064551,4.11489423,4.048367609
1388285_at,3.031059503,3.354425075,2.750347456
1388286_a_at,8.786219473,8.066503058,7.643213684
1388287_at,4.15614991,3.850522781,4.245305355
1388288_at,5.050583711,4.695198296,4.824451681
1388289_s_at,3.425155013,3.308408359,3.100155065
1388290_at,6.876508576,6.730069642,5.983946298
1388291_at,3.430021613,2.937066377,2.823222211
1388292_at,5.02399778,4.433522667,4.491023917
1388293_at,3.874103951,3.265897661,3.226332581
1388294_at,10.9543559,10.2019498,9.924008329
1388295_s_at,4.252087501,5.839127086,4.328693066
1388296_at,11.7350286,10.94542,12.18455764
1388297_at,10.79727984,11.10012396,11.71774548
1388298_at,7.727651299,7.276787843,10.21774432
1388299_at,4.4058698,6.16868318,5.35557217
1388300_at,10.54499482,10.24761163,8.196530624
1388301_at,10.28005767,10.48272071,9.613749076
1388302_x_at,2.52420334,2.426616536,2.385122864
1388303_at,12.31555331,12.70812398,13.00713671
1388304_at,10.73389117,10.48826321,9.555524346
1388305_at,7.337537122,9.289054755,7.572283822
1388306_at,7.726651017,7.100757183,6.660230625
1388307_at,10.69547186,12.07598073,11.28548407
1388308_at,9.112852571,10.03283666,9.511894358
1388309_at,5.130850978,6.482732212,5.904646189
1388310_at,11.84254292,12.17309803,12.57791761
1388311_at,11.20665855,12.48461936,12.04483605
1388312_at,6.776321965,9.560903329,10.25472566
1388313_at,10.65403964,10.67345631,11.27533295
1388314_at,10.54559563,10.57045406,12.01100866
1388315_at,10.81351513,10.21395373,10.18517421
1388316_at,8.280807031,8.113367304,7.437073546
1388317_at,7.683462792,10.79670727,9.445561481
1388318_at,11.62567986,12.24433231,10.47573515
1388319_at,5.72604821,5.912936172,5.121582141
1388320_at,9.638417963,7.455858907,10.5029861
1388321_at,8.107068514,8.009729111,8.399772167
1388322_at,8.739328262,8.109231655,8.32235136
1388323_at,9.89591725,9.874089612,8.991261214
1388324_at,10.0882399,8.282168987,8.334786174
1388325_at,9.732512068,11.7828051,10.1103314
1388326_at,9.440156603,8.900689571,8.207758293
1388327_at,11.2304766,10.78685326,9.857433405
1388328_at,9.220740145,9.27910441,9.511036945
1388329_at,4.608353429,4.326083776,8.309889381
1388330_at,11.43781786,7.780852555,9.187332523
1388331_at,12.04724714,10.96701761,11.20373709
1388332_at,10.30975329,11.37345731,11.5712535
1388333_at,9.919019037,10.03353824,9.971970568
1388334_at,5.522451535,8.016905508,8.468544917
1388335_at,8.486668167,7.091378319,11.70416199
1388336_at,8.682116004,8.367343609,7.885392945
1388337_at,10.60181282,9.425506179,11.32786156
1388338_at,8.50411899,8.481144463,8.097075428
1388339_at,4.991252895,9.81525155,7.689263697
1388340_at,4.808649671,4.122320526,6.692137434
1388341_at,8.160245754,8.858903819,7.099981279
1388342_at,8.622729135,7.564766518,8.84176376
1388343_at,10.07538485,9.646514567,8.837555755
1388344_at,9.108016532,9.382383623,9.518797677
1388345_at,8.871563126,8.828565513,9.748727284
1388346_at,8.994611565,8.24838303,8.246931949
1388347_at,7.592754971,8.94798663,11.0121817
1388348_at,11.39803951,9.938320267,10.82203597
1388349_at,5.196764039,3.671804826,6.722614806
1388350_at,8.712009668,7.310781579,7.51425883
1388351_at,11.03780285,10.51903216,10.5256474
1388352_at,8.035236382,8.754183226,8.472431591
1388353_at,7.861448306,7.193846195,7.375570916
1388354_at,8.424536259,8.632522026,8.768955634
1388355_at,8.484417993,8.465897047,8.66337081
1388356_at,8.307426265,8.890659763,9.882112469
1388357_at,6.14988566,10.79408164,6.309906074
1388358_at,11.4109749,8.700379122,9.001149091
1388359_at,9.365782122,9.868909805,10.20339266
1388360_at,8.087884834,8.807803585,7.720408035
1388361_at,10.14938729,10.07184671,9.275689275
1388362_at,10.31992549,10.48627991,9.560142775
1388363_at,8.1699705,7.2597107,8.075824735
1388364_at,9.907827252,9.686945021,8.57861586
1388365_at,10.29530404,11.27263407,10.13437876
1388366_at,9.17818618,8.821399535,8.367367433
1388367_at,9.608981397,9.445265355,9.985549142
1388368_at,9.329181468,8.33544919,8.347366785
1388369_at,10.49033427,9.284638964,10.05544827
1388370_at,9.661389004,11.06221256,11.0990905
1388371_at,8.826574958,8.402652309,8.411482762
1388372_at,11.86732927,11.94446841,12.60141552
1388373_at,9.514495917,9.099622346,10.01575485
1388374_at,8.723287413,8.916128686,8.179296528
1388375_at,10.06368585,12.03605074,10.72334765
1388376_at,9.960803581,9.852684059,9.991966009
1388377_at,9.71890036,9.780690697,10.17314832
1388378_at,9.255768874,8.714258844,9.47203766
1388379_at,8.484805502,10.2814161,9.069321562
1388380_at,8.833335461,8.551888377,8.425481049
1388381_at,9.811899448,9.746920048,10.03125678
1388382_at,9.23263364,9.363856127,9.260185796
1388383_at,7.540989851,9.172328438,8.80200398
1388384_at,6.236824924,7.834540783,7.108976363
1388385_at,4.037263026,3.283860821,3.354900099
1388386_at,7.64424017,7.750840061,8.04072894
1388387_at,7.669731347,8.760339458,7.595820132
1388388_at,9.511369911,9.163277134,9.200412282
1388389_at,9.273543605,9.381756878,10.7074049
1388390_at,10.48146334,10.43613238,10.74276615
1388391_at,10.84408624,11.08563403,10.72394406
1388392_at,7.813456644,6.521694077,9.903203189
1388393_at,7.593535347,5.688472113,10.78513676
1388394_at,10.50656826,10.23959867,9.171074391
1388395_at,10.98490242,5.863220532,9.739762835
1388396_at,7.425028035,8.016986671,7.541022378
1388397_at,8.122407336,8.329104602,8.238582285
1388398_at,6.836271951,4.385935817,5.979351341
1388399_at,6.262163867,7.352973262,6.217671039
1388400_at,8.392156998,7.826150182,7.393025671
1388401_at,7.729828199,6.534612111,7.793470852
1388402_at,8.535453149,6.801836618,8.467004804
1388403_at,9.352721303,9.164284543,10.43612964
1388404_at,8.767887082,8.666709442,9.082038571
1388405_at,6.845417485,9.280819865,8.359831504
1388406_at,7.772854284,7.235769112,6.50109205
1388407_at,6.438129734,7.798191187,7.588102532
1388408_at,8.584142762,8.921554485,10.52712819
1388409_at,6.740290293,8.238713747,7.575573917
1388410_at,11.04477208,9.849657852,9.447130372
1388411_at,5.993894921,6.278521465,5.898178056
1388412_at,7.659361875,8.872221055,9.479155292
1388413_at,9.187280154,7.112901463,8.613142681
1388414_at,10.72226443,11.13411274,10.05032777
1388415_at,7.363630581,6.263108537,8.214247401
1388416_at,10.27983779,8.965602797,9.018843756
1388417_at,9.911550245,10.0683009,10.11792345
1388418_at,6.82525323,7.43136197,7.618425072
1388419_at,5.849976448,7.495601146,5.40945001
1388420_at,8.515052946,9.812037685,10.38508457
1388421_at,7.696022179,8.786202967,7.869160165
1388422_at,8.124571805,5.323049305,8.546192385
1388423_at,7.287292147,8.568056268,6.946937506
1388424_at,9.863787609,9.499797892,9.572345202
1388425_at,10.35942332,6.794181621,8.069568998
1388426_at,9.530805161,7.933593419,8.709432352
1388427_at,6.344391146,5.83599026,9.584669806
1388428_at,7.379328105,9.404218499,8.155845865
1388429_at,7.462138017,7.367329286,7.203650075
1388430_at,7.306838427,7.957312768,7.625571551
1388431_at,8.428845549,8.362867988,9.88654924
1388432_at,8.657839656,7.964213658,7.974117922
1388433_at,4.774565867,3.528930312,10.50763653
1388434_at,7.82301009,7.803965016,7.580871842
1388435_at,4.673844929,3.220611702,3.617864321
1388436_at,6.682338579,6.59531801,6.869122418
1388437_at,7.339881239,9.320465982,7.884330529
1388438_at,7.86580774,9.13472974,8.747843582
1388439_at,4.91954508,4.843110531,7.016254512
1388440_at,8.024821717,8.443921944,9.441273921
1388441_at,10.30926979,8.089799461,9.131096398
1388442_at,10.54850647,9.931783906,10.17871796
1388443_at,8.901250088,9.20306001,8.879304598
1388444_at,10.7274649,9.570683907,9.890239252
1388445_at,8.964032085,8.684689401,9.585462802
1388446_at,9.823137928,11.14495414,10.86864652
1388447_at,6.297180223,6.803257552,9.657686299
1388448_at,7.06453298,9.279942055,9.087274454
1388449_at,10.95626201,11.08467796,11.47811881
1388450_at,10.12169106,6.639222863,7.345844406
1388451_at,4.22715613,9.832757068,7.372562714
1388452_at,3.842690438,8.685952589,7.452328972
1388453_at,7.258277647,7.145352991,10.17416771
1388454_at,8.231668706,9.299627399,9.821841139
1388455_at,9.682080044,10.03279984,10.52359575
1388456_at,5.440784397,8.090104069,7.307395297
1388457_at,8.581624174,6.414769146,8.215086524
1388458_at,6.930371536,6.890871034,6.79137465
1388459_at,8.91903513,5.389400094,6.270939782
1388460_at,6.065019941,4.772990318,8.51893441
1388461_at,6.054887397,7.643444592,5.613562992
1388462_at,6.732682384,7.542429108,5.691971971
1388463_at,8.761518488,7.470375377,7.408397451
1388464_at,6.286205275,7.291163214,7.026668347
1388465_at,8.34638203,7.188641393,7.178575026
1388466_at,8.227056204,7.756606174,7.586471948
1388467_at,8.173995714,8.727061994,7.77298377
1388468_at,7.77409832,7.708165742,8.873910483
1388469_at,11.52292778,5.570537936,9.090927926
1388470_at,9.134431128,9.428613429,7.850603077
1388471_at,8.984726909,8.287363956,10.06245329
1388472_at,8.433151119,9.255719783,9.442133084
1388473_at,6.48278712,5.450797451,6.401000494
1388474_at,7.714908919,8.781600622,8.361731474
1388475_at,7.988942727,8.598550978,7.702433013
1388476_at,8.444391761,8.269983809,8.454463039
1388477_at,8.065831584,8.659419644,8.523326251
1388478_at,8.585348885,8.334649699,9.212170259
1388479_at,5.279656066,7.331750929,7.870485924
1388480_at,6.539612974,8.450132653,8.748122904
1388481_at,10.98883822,10.70890416,11.80331122
1388482_at,5.816339515,7.269053441,10.05592739
1388483_at,9.257401184,9.921961937,9.035343115
1388484_at,4.794511433,4.192534951,6.177814993
1388485_at,7.048148822,8.516748054,8.46797707
1388486_at,7.535382347,8.61124746,8.091845979
1388487_at,8.148542345,9.374495375,9.294241245
1388488_at,8.245207764,8.380226547,9.278188122
1388489_at,10.69382758,10.57304512,9.571029065
1388490_at,8.28397003,9.229405155,8.246657467
1388491_at,9.0059665,8.743783718,8.078639707
1388492_at,8.031809127,7.643109804,9.203833785
1388493_at,5.548943722,9.262378887,8.669851552
1388494_at,6.416672559,6.464628026,9.606805428
1388495_at,6.466503497,8.176307692,7.375758121
1388496_at,5.069394771,4.897218804,5.800369908
1388497_at,8.631355165,7.674549648,6.380741389
1388498_at,7.225803529,7.319972154,7.225020551
1388499_at,8.495834118,8.010666703,7.429781823
1388500_at,5.889681622,6.398516499,8.324777017
1388501_at,8.292069617,6.328286615,5.488257785
1388502_at,9.1369622,8.579088517,9.214160286
1388503_at,9.503783997,10.02994428,10.10817374
1388504_at,9.891301588,10.2186359,10.3730814
1388505_at,6.770883245,8.293339784,8.847410998
1388506_at,8.981905989,4.836628516,9.788965813
1388507_at,9.39444308,9.114353924,9.261616291
1388508_at,9.0507072,8.974223076,8.858240359
1388509_at,7.505712073,7.482015269,7.532159846
1388510_at,7.30675333,7.45800253,7.547315123
1388511_at,9.071230189,7.274631154,9.154709451
1388512_at,6.662619101,8.319689565,7.983088673
1388513_at,6.560893538,8.439603455,7.108147952
1388514_at,7.760235443,7.554501282,8.485278002
1388515_at,7.188795111,9.142366303,8.273596326
1388516_at,9.321048762,8.589659755,9.058220286
1388517_at,8.715011142,7.145558655,7.077383908
1388518_at,8.472331922,7.417935439,7.682678812
1388519_at,10.98458224,8.851806548,10.29720168
1388520_at,8.897025405,10.70931641,9.745217105
1388521_at,5.366588209,6.946318154,6.396873926
1388522_at,7.482847233,8.350962432,7.973352818
1388523_at,9.665552293,8.531594782,9.26137747
1388524_at,7.277109619,7.358605986,8.384225855
1388525_at,5.735353354,7.116618486,6.727560331
1388526_at,11.43455189,7.29519597,7.685313962
1388527_at,5.492575868,6.313701525,10.15710733
1388528_at,8.967264412,8.457501318,9.084025319
1388529_at,8.632353789,9.866772669,9.590630491
1388530_at,7.252669331,6.862887979,8.119425942
1388531_at,10.32100327,8.814305812,8.899947327
1388532_at,7.175977959,7.926389218,7.211026203
1388533_at,8.760261033,6.490470489,8.57637882
1388534_at,10.62238709,7.610620035,7.970255262
1388535_at,7.533000817,7.291374957,7.090825885
1388536_at,7.304754359,7.688347659,7.749967272
1388537_at,9.867353219,8.243901419,5.242591161
1388538_at,8.828865345,9.745299129,8.751177774
1388539_at,7.830053401,5.183839003,6.676377056
1388540_at,5.594818603,6.120757285,5.815919514
1388541_at,7.811309985,7.193011649,7.468830041
1388542_at,8.76568985,8.601559582,9.318743756
1388543_at,6.031955915,7.025709287,5.84469379
1388544_at,8.319466033,9.620424944,9.133050797
1388545_at,9.005470842,5.720671413,4.710170449
1388546_at,7.054259228,8.421976538,7.917359179
1388547_at,3.434556009,3.320237426,5.100675981
1388548_at,5.124239882,5.342442769,4.593619978
1388549_at,9.650411811,8.952511776,9.647531797
1388550_at,10.60045718,10.49787959,10.02100139
1388551_at,7.443293672,10.30156134,9.50449372
1388552_at,10.2994046,8.9720031,9.588629739
1388553_at,8.527926801,7.987842991,8.697326867
1388554_at,9.090096794,10.08508838,9.403949103
1388555_at,9.901299363,7.483162315,9.14475677
1388556_at,6.703874784,8.437591965,8.127086818
1388557_at,7.123773057,5.195702289,11.42587249
1388558_at,10.35003507,8.514054899,10.40661692
1388559_at,8.18867551,9.042608609,8.058932176
1388560_at,8.206901802,9.028462566,8.626843183
1388561_at,6.936442296,8.571621328,6.901925231
1388562_at,9.268103539,9.434776552,8.934150195
1388563_at,9.485978543,9.866905851,9.825107475
1388564_at,8.591786803,9.00561977,9.057179438
1388565_at,9.12104609,7.573616038,8.725937242
1388566_at,9.342865014,9.647212025,10.35208548
1388567_at,8.5154159,8.411920372,8.353752965
1388568_at,8.936209626,8.516116764,8.996446736
1388569_at,12.43264815,6.668355061,7.923245168
1388570_at,9.016627694,8.173439838,7.664249706
1388571_at,8.803081565,6.336211529,8.644346093
1388572_at,6.510715549,6.992011996,6.712229319
1388573_at,6.445550384,6.288613729,6.852114331
1388574_at,7.338907443,8.634043391,8.568174753
1388575_at,9.261792103,12.22310602,10.57945332
1388576_at,8.81814418,8.243374036,8.693017671
1388577_at,5.963846204,7.466155782,7.095165187
1388578_at,7.19245075,7.34363155,6.998901047
1388579_at,8.029809604,6.630246493,6.106366527
1388580_at,6.371676254,6.419620423,6.586833905
1388581_at,7.180323216,8.516725485,9.704480676
1388582_at,7.855351601,8.185650992,7.84178533
1388583_at,10.97663106,7.818382087,8.253154789
1388584_at,7.107537624,8.077337278,7.234714135
1388585_at,7.423544728,8.484389268,7.918861151
1388586_at,7.450914513,10.90521425,8.749389367
1388587_at,8.992703549,6.474636708,8.311050709
1388588_at,6.954523915,8.135103679,8.330984357
1388589_at,6.3047958,6.877523768,6.367274293
1388590_at,8.09128764,7.442359187,8.112795809
1388591_at,4.284709583,4.78778269,5.211619767
1388592_at,3.319875134,3.513541026,3.243449888
1388593_at,5.558608597,8.497041426,6.05329243
1388594_at,7.444977654,7.481287881,6.947454028
1388595_at,6.433339375,7.724308612,7.168318609
1388596_at,5.878298171,6.383985632,7.601846574
1388597_at,6.618936751,6.112791148,6.492613121
1388598_at,4.615986754,9.269892106,5.123719058
1388599_at,5.445122018,4.974862833,4.66342199
1388600_at,6.371398897,10.01937232,7.604927212
1388601_at,7.933430551,7.745716931,7.71986698
1388602_at,7.412954902,4.174656137,7.070952246
1388603_a_at,9.234675768,10.16719436,8.981065608
1388604_at,3.723997974,3.289083077,3.989631986
1388605_at,7.122462649,3.305947356,3.539193595
1388606_at,3.676763237,4.935874222,3.719306951
1388607_at,8.690185596,7.807537418,9.706639009
1388608_x_at,12.62500331,11.83132525,13.74651754
1388609_at,6.368794986,8.144116589,7.158632907
1388610_at,4.741690455,3.912156226,3.536977535
1388611_at,8.48325177,5.623964331,6.457390534
1388612_at,10.06994167,10.54143616,9.601467518
1388613_at,9.461102582,9.371873023,8.793467316
1388614_at,8.135074651,8.647460398,9.045351281
1388615_at,9.990977915,9.88036579,11.16419788
1388616_at,7.51404561,7.063158725,7.845392261
1388617_at,10.38106763,7.451963078,7.791007
1388618_at,6.150974467,5.431007529,6.859036947
1388619_at,10.09942988,8.134575597,10.18225055
1388620_at,6.78481405,7.078694032,7.279242914
1388621_at,7.076972177,6.146610752,7.070408836
1388622_at,8.619928424,9.470828373,8.668465076
1388623_at,7.377427563,6.719302192,8.130891848
1388624_at,8.1837901,8.360105889,6.526850446
1388625_at,7.600028125,8.18201847,7.885450735
1388626_at,9.629677477,8.536733365,8.588526041
1388627_at,2.765797978,2.577314279,2.60736006
1388628_at,8.106432373,7.141005922,8.494604164
1388629_at,9.193209719,8.267061612,9.531318891
1388630_at,4.458597469,5.607762741,6.071285477
1388631_at,7.39544371,7.181113917,7.783141536
1388632_at,4.304496195,11.24836535,7.627655572
1388633_at,6.654216141,6.302332541,7.073117917
1388634_at,9.80790578,8.332218388,6.827436372
1388635_at,7.873217868,8.22867529,8.10692156
1388636_at,8.467155063,8.163502048,8.596797365
1388637_at,6.383509747,7.347154515,6.994631205
1388638_at,6.383056277,6.542933151,6.407489864
1388639_at,6.944552016,7.441447423,8.142822583
1388640_at,9.95677624,9.559039444,9.699440394
1388641_at,6.348719121,6.502834907,6.932291612
1388642_at,10.48208155,8.881861153,8.891640076
1388643_at,7.489694324,8.851988534,8.468676811
1388644_at,8.173618687,7.939142033,7.684702703
1388645_at,9.405856924,10.74016177,9.265476528
1388646_at,6.816250666,7.227123079,6.57364545
