,reads.1.RPKM,reads.2.RPKM,reads.3.RPKM,reads.4.RPKM,reads.5.RPKM,reads.6.RPKM,reads.7.RPKM,reads.8.RPKM,reads.9.RPKM,reads.10.RPKM
NM_002086,5.5162,8.00275,7.69027,11.362,13.9998,9.84299,8.06976,9.81961,12.4665,11.4373
NM_203506,8.30457,11.6878,9.73063,16.2639,18.8465,12.4008,12.7033,9.96166,17.2485,15.7071
NM_014738,5.55776,5.54278,12.0883,8.15823,11.3128,7.75084,8.21223,10.3392,9.43546,12.3883
NM_001142643,0.73636,1.94001,1.5736,2.28875,1.58508,2.08723,1.80426,2.00361,1.94443,1.50913
NM_020753,5.34311,3.61898,6.83224,7.67778,7.00745,5.96092,6.05344,6.2806,7.9434,6.6993
NM_207346,1.74756,2.44534,2.19645,5.20721,2.05507,2.68241,3.15257,2.7593,4.35399,2.06276
NM_001015002,0.841131,1.7958,0.673141,3.85281,0.47549,1.53797,1.61056,0.640516,2.65591,0.899448
NM_001031803,0.683229,2.49497,1.06416,3.86228,0.585021,2.21728,1.89639,1.34701,3.01095,0.633701
NM_004524,0.569891,1.98929,1.04352,2.59619,0.452273,1.65103,1.51726,1.11319,1.85787,0.808709
NR_003587,0.977442,0.749198,0.937867,4.62318,0.693082,1.34743,2.05157,1.6248,3.91673,0.929298
NM_004259,0.870318,1.46441,1.39564,2.38591,1.7463,1.53495,1.57394,1.4816,2.22218,1.69394
NM_001162995,1.81057,0.407611,0.333745,0.0342281,0.852758,0.419044,0.659589,0.432734,0.412353,0.687651
NR_028439,0.33888,0.0349265,0.174127,0.401908,0.110298,0.155751,0.309805,0.196169,0.310384,0.226725
NM_001162997,0.118743,0.472773,0.118366,0.302148,0.646251,0.415252,0.476791,0.178028,0.420274,0.707639
NM_001003716,5.36E-08,0.0248017,0.0742872,0.187766,0.0247449,0.0476768,0.0698393,0.050013,0.0847113,0.0670103
NM_013260,7.43541,7.36214,9.62952,9.93165,11.6833,9.28161,8.79602,9.40192,10.0648,11.5138
NM_000213,0.499006,0.234769,0.417616,1.35326,0.763135,0.649217,0.737533,0.670323,1.28681,0.686403
NM_001005731,0.764755,0.255867,0.86009,2.25285,1.30413,0.830379,1.02487,0.686664,1.88268,1.14815
NM_001005619,0.718128,0.436499,0.950573,2.25923,1.09527,0.874204,1.34426,1.0664,2.17216,1.02604
NM_000154,6.68224,25.4547,6.80505,8.27188,5.07538,14.6525,8.99211,7.58157,5.80769,5.52488
NM_005324,29.3504,39.3627,41.0688,59.6173,61.5751,45.8499,43.4188,43.5047,61.2721,52.8885
NM_001080419,2.54965,2.29614,2.95304,5.15309,3.82048,3.29963,3.49786,3.0945,4.7883,3.473
NM_199242,1.89205,0.869209,1.79676,10.2783,1.18538,2.84128,3.95592,3.07728,7.87971,1.71245
NM_012478,55.2034,75.8144,126.769,70.9611,185.847,98.4137,85.6987,113.032,104.948,163.033
NM_033452,3.99707,3.89207,4.46077,5.9919,6.59922,4.68828,4.66656,4.7985,6.63417,5.91189
NM_173547,1.58626,1.20572,2.05559,2.90615,2.15471,1.77224,2.09898,2.20527,2.93112,2.14845
NM_032478,14.3577,20.0077,23.7706,13.4064,13.4353,18.9925,17.2012,20.559,13.9195,17.9188
NM_001080542,0.203665,0.240732,0.621744,1.07534,0.529024,0.572328,0.46,0.674313,1.02977,0.682719
NM_001185039,1.14862,2.41618,1.84228,1.36664,1.49184,1.99538,1.50673,1.78196,1.46615,1.64009
NM_004035,1.80808,3.80322,2.71944,2.15121,2.34813,2.96247,2.19806,2.44659,2.12303,2.5815
NM_007292,1.226,2.96067,1.76213,1.44088,1.61011,2.1666,1.97187,1.57805,1.20909,1.60246
NM_001113324,3.84074,5.19682,2.74877,6.82787,2.29848,4.19508,4.58091,2.98849,6.39429,2.43331
NM_001258,0.50099,0.654504,0.499399,1.62536,0.464762,0.719569,0.91152,0.907603,1.29822,0.497601
NM_001988,0.492566,0.200571,0.595155,4.29941,0.33971,1.01414,1.52831,1.05179,3.14712,0.504059
NM_014230,15.4027,18.6195,33.2601,14.8416,24.9898,21.2098,21.2107,27.3519,18.2048,26.7141
NM_180990,0.00102152,0.083697,0.225253,0.86024,0.228785,0.208666,0.411012,0.125182,0.446937,0.532267
NM_001013839,2.49081,1.79129,2.45659,2.70414,3.10633,2.41494,2.58093,2.73474,3.09086,3.00986
NM_001145297,1.42586,1.16389,1.75147,1.84633,1.75053,1.72583,1.65102,1.74359,1.88799,1.7003
NM_001145298,2.16124,2.33472,2.58725,3.18949,2.67214,2.56547,2.73789,2.63286,2.89569,2.51017
NM_001145299,2.00838,1.6395,2.22515,2.60087,2.46573,2.19052,2.32542,2.4559,2.65925,2.39508
NM_015219,2.69237,2.56426,2.86617,3.32744,3.38205,2.83818,3.04955,2.93958,3.37739,3.16927
NR_028133,0.804896,0.919623,0.759318,1.20205,2.25812,1.21033,1.0789,0.929759,1.41994,2.19246
NM_001454,1.00554,0.259488,1.28077,7.46744,0.755472,1.76752,3.19639,2.28928,6.28937,1.07272
NM_052916,2.90475,4.51203,13.4156,4.24551,20.558,8.25503,6.50774,11.1111,9.25945,17.3905
NM_182565,13.365,14.1961,28.002,22.357,13.8067,18.4851,20.9317,23.8103,20.9299,21.1717
NM_032134,0.155946,0.127831,0.128018,0.34546,0.127082,0.14665,0.248627,0.146701,0.398886,0.14578
NM_002766,4.81385,7.3844,3.84301,5.45111,6.00072,6.12159,5.02055,4.49908,5.35267,5.69201
NM_001142601,0.549249,0.218396,0.582373,1.93583,0.676593,0.274769,1.11253,0.837153,1.56882,0.902519
NM_021972,0.348107,0.138416,0.369099,1.22692,0.428813,0.529406,0.705105,0.530575,1.45182,0.572006
NM_182965,0.306088,0.279862,0.442145,1.90674,0.448148,0.728709,0.755313,0.447333,1.81876,0.0238014
NM_001142602,0.0754441,0.134032,0.0163028,0.553387,0.133712,0.245654,0.103102,0.315315,0.485456,0.168805
NM_022066,4.46154,3.73729,7.65023,4.95218,11.9637,5.98043,5.65818,6.66154,7.56593,10.0025
NM_001005498,2.60893,1.80476,4.16429,7.66312,2.23275,3.2023,4.54882,3.78436,6.35358,3.17096
NM_024599,1.04017,0.719549,2.26213,3.88208,0.890187,1.87389,2.02085,2.11025,3.3504,1.46823
NM_134268,9.20218,3.32656,8.08073,8.92511,5.62911,6.08167,8.60537,8.40505,8.50435,7.09173
NR_033357,0.137127,0.0777479,0.0538999,0.233155,0.234187,0.0811078,0.15954,0.0537544,0.241594,0.130937
NR_004397,31.5126,11.9193,24.5018,23.7349,15.5914,17.0025,25.9392,22.678,28.0429,18.1537
NM_006456,1.21439,2.1386,5.84318,4.08842,1.7332,3.33679,3.98533,4.73851,4.25094,3.89689
NM_018414,0.753626,0.153874,0.250411,1.14075,0.439794,0.328229,0.562534,0.405602,1.13338,0.230316
NM_001008528,5.64986,2.86139,5.05911,4.39728,6.69313,3.96551,4.96758,4.78851,5.576,5.59528
NM_001008529,31.2045,6.54723,9.81404,6.83793,16.62,10.9695,14.9478,11.6337,10.3409,14.6101
NM_198530,8.72726,4.6743,4.10268,4.53154,5.72654,3.28671,5.72517,5.22036,5.04831,4.20968
NM_001081461,3.0282,1.46311,5.62387,1.32594,2.90278,2.86607,2.99971,4.28439,2.44617,3.87711
NM_015167,4.80126,3.35293,4.40079,4.84128,2.78723,3.41202,4.88476,3.77931,4.64255,3.73538
NM_001080510,4.07054,6.54504,4.63728,4.78048,3.67383,5.36325,4.75966,4.20269,3.30209,3.50986
NM_001195427,6.66944,12.7453,9.3491,9.66301,9.9999,11.058,9.67458,7.91244,8.99068,9.52617
NM_003016,2.93895,3.4466,1.81007,3.08466,2.54514,3.08947,2.28831,2.14223,2.65238,2.42544
NR_036608,3.14085,5.89214,3.8227,5.2158,5.87337,5.0579,3.91591,4.65639,5.24423,5.00812
NM_024311,1.86211,2.04859,1.99297,1.89529,1.60986,1.9193,1.94794,1.99834,1.70465,1.81057
NM_001199172,0.231743,0.394183,0.467591,0.408994,3.83421,0.685777,0.52444,0.854762,1.33541,2.52584
NM_144677,0.238393,0.405497,0.481013,0.420736,3.94426,0.705462,0.539488,0.879282,1.37372,2.59838
NM_198955,0.56233,0.394003,0.409219,0.575202,3.48493,1.03897,0.29859,0.560738,1.48016,2.29616
NR_027058,0.453293,0.654231,0.58741,1.36104,1.32322,0.837889,0.864554,0.860839,1.28349,1.08054
NR_003013,0.262886,0.523337,0.524102,2.94327,0.520268,0.525331,1.05557,0.788274,2.92426,0.261107
NM_001039573,0.0106725,0.0447236,0.574017,0.000927456,0.0970387,0.028499,0.0139282,0.0861082,0.00260858,0.19794
NM_001143998,2.90791,1.83096,2.88758,4.41604,3.77047,2.9594,3.22428,2.92315,4.50803,3.43676
NM_001143999,2.95037,1.85758,2.9295,4.4804,3.82511,3.00255,3.27097,2.96569,4.57349,3.48676
NM_003003,3.33375,2.12855,3.15809,4.97506,4.38563,3.39901,3.71685,3.54219,5.26844,4.074
NM_001144001,3.41636,2.65789,2.78409,6.76211,4.5763,3.6073,3.89755,3.81212,5.62653,4.12807
NM_001113491,4.70891,5.99455,6.90364,8.54795,4.77478,8.1957,6.65169,6.56737,8.22827,5.68289
NM_001113492,1.81211,3.40762,4.05204,3.99316,2.2707,3.55066,3.06849,3.76901,3.27787,3.27715
NM_006640,1.76303,1.10566,2.08285,3.97066,3.37918,2.55715,2.55034,3.10537,3.98223,3.08276
NM_001113493,5.31729,2.7214,3.53062,6.31738,3.25348,4.28876,4.90262,4.5138,5.92623,3.67563
NM_001113494,2.29075,3.00119,3.30641,5.17819,2.85488,3.45549,3.75724,3.30095,4.69633,3.12476
NM_001113496,9.18841,17.6446,11.5863,29.0651,16.8761,15.2698,16.3485,13.1061,24.2242,13.6185
NM_001113495,0.920877,1.71725,1.18957,3.74047,1.54458,1.82332,2.17064,1.7533,3.12785,1.52666
NM_001142640,0.641524,0.545502,1.00472,1.24399,1.83579,1.10403,0.950963,1.05047,1.53227,1.62227
NM_018996,0.801217,0.567512,1.02777,1.43471,1.6374,0.942307,1.07095,1.1955,1.56824,1.37623
NM_001127198,2.25265,0.948926,1.18004,3.30915,2.30278,1.69177,1.83716,1.00384,3.30183,1.8654
NM_007267,2.95695,1.463,1.8565,8.85582,3.78228,3.24527,4.41489,3.82205,7.95499,3.42809
NM_152468,1.00974,0.548653,1.0393,6.26352,0.64169,1.8024,2.42167,1.61221,4.65386,0.770578
NM_004710,29.6293,35.2114,84.5268,53.1075,33.5404,47.5817,53.9214,68.0475,49.6537,54.5341
NM_003258,1.51023,1.93274,1.10604,2.41551,0.975951,1.78612,1.54695,1.41708,1.80772,0.979602
NR_027083,0.634735,1.04759,0.170585,0.98674,0.804061,1.25205,0.517752,0.595716,1.18775,1.03265
NM_001010982,3.37361,17.7149,4.1372,4.82862,5.06998,10.2841,5.58609,4.50879,2.89337,3.90961
NM_001145526,3.03373,15.9309,3.7204,4.34211,5.10658,9.24784,5.02317,4.05451,3.14928,4.06197
NM_001012270,0.0229627,0.00285414,1.16E-07,0.158591,0.000313308,0.0700299,0.0307808,0.07007,0.117963,0.0232001
NM_001012271,0.145751,0.10077,2.75E-08,0.103618,0.0685534,0.016667,0.167357,0.0166766,0.0902837,0.00552159
NR_002219,0.241982,0.0468687,0.0762104,0.0894711,0.0821614,0.152881,0.0238028,0.114677,0.0817308,0.151922
NM_001145529,0.432743,0.516887,0.733328,0.660682,4.88163,0.88638,0.62988,0.800186,1.64103,3.0302
NM_003955,19.5811,33.1105,31.8505,107.026,22.2408,45.13,51.5499,41.3359,88.1331,27.9497
NM_024419,2.90851,2.95472,4.68291,7.4289,6.70561,4.88311,5.1122,5.51248,7.76835,5.71433
NM_173628,0.191186,0.248523,0.280753,0.461954,2.22603,0.566177,0.402833,0.476908,0.991208,1.50357
NM_004762,2.77439,2.659,3.72657,7.58914,5.95026,4.1471,4.45458,4.11914,7.32425,5.2706
NM_017456,2.82562,2.70809,3.79539,7.72626,6.05855,4.22363,4.53677,4.19515,7.45658,5.36679
NM_025090,2.26356,1.84173,3.6233,6.46238,2.58375,3.36903,3.8279,3.91471,5.89824,3.00388
NM_003255,39.6505,27.418,37.5537,61.5213,65.1218,39.8861,43.8662,44.7666,64.1296,54.3443
NM_005567,82.9623,26.4363,29.5756,85.9462,38.916,41.6637,62.7329,44.5266,78.9239,39.2561
NM_001159772,0.901861,0.895576,0.834536,1.63962,1.18107,1.3313,0.814724,1.27229,1.24615,1.40148
NM_001159773,2.03847,2.02422,1.8863,3.20251,2.66962,2.51953,1.8415,2.37651,2.35434,2.67806
NM_138793,2.2901,2.43838,2.84435,2.56509,2.68661,2.1173,2.98634,1.71486,3.06025,2.16788
NM_030968,13.8492,6.406,5.46811,4.65113,4.17606,5.3891,6.62031,6.48926,4.41062,5.18632
NM_198594,6.61107,4.82053,2.7075,2.21461,2.30974,3.81772,5.1977,3.88255,2.41138,2.39877
NM_198593,1.865,3.15795,1.3745,1.48909,1.37151,2.54631,1.59961,0.875193,1.23458,1.46219
NM_001042573,1.95981,2.04882,2.33558,3.73317,1.89597,2.54891,2.64874,2.71396,3.47654,2.20755
NM_001082575,1.5047,1.97262,2.6523,1.77431,20.6092,4.03362,2.65251,4.16343,7.01429,13.56
NM_178543,0.0800645,1.16884,0.292638,0.271638,0.158453,0.533316,0.375065,0.293427,0.16193,0.106031
NM_005189,0.253578,0.126202,0.103407,0.256034,0.136868,0.0806164,0.161986,0.149768,0.209806,0.0915865
NM_020649,1.11293,1.04447,1.10939,2.03897,1.10128,1.23908,1.37255,1.08061,1.41484,1.1054
NM_003655,5.14051,5.28296,4.42123,9.3687,16.4537,6.86063,6.55736,6.73321,11.3349,11.5386
NM_019020,2.29281,4.12897,1.83444,2.84032,4.10475,3.4514,2.57414,2.12585,2.71519,2.96648
NM_017950,0.492283,0.193722,0.296714,1.02542,0.385173,0.434676,0.540137,0.469158,1.04195,0.352501
NM_000152,1.73335,2.25684,3.40438,3.8429,1.88747,2.82561,2.68498,3.31896,3.67484,2.31787
NM_001079803,3.82338,6.16464,9.29931,9.52255,4.66832,7.71879,7.33541,8.57338,7.66108,5.86198
NM_001079804,5.75184,7.45264,10.9105,11.7157,4.98921,8.47588,8.54757,9.16381,9.86717,7.71776
NM_014740,6.83245,9.03013,7.77161,11.1671,7.93919,8.80959,8.5946,8.16096,10.1202,7.96889
NM_024110,0.0753211,0.061284,0.0875957,0.45998,0.124221,0.0627151,0.176422,0.125474,0.291978,0.149623
NM_000199,2.16672,2.43953,3.465,7.2234,2.39007,3.07993,3.97564,3.56802,6.09103,3.19281
NM_001166347,0.517616,0.202678,0.496016,1.52486,1.05517,0.599055,0.534981,0.466209,1.1565,0.928507
NM_001166348,0.124941,0.460431,0.206023,1.20281,0.952026,0.847306,1.04905,0.618158,1.627,0.454514
NM_001166349,0.317533,0.174336,0.117436,0.475895,0.805851,0.310595,0.332545,0.452799,0.531939,0.612867
NM_173626,0.528354,0.206883,0.506309,1.55651,1.07705,0.611488,0.546078,0.475883,1.18048,0.947773
NM_020914,2.65499,2.1626,3.16184,8.78473,2.30257,3.60652,4.62975,3.73791,7.06343,2.75892
NM_020954,0.483025,0.407381,0.765511,1.53796,0.765686,0.61653,1.01544,0.927473,1.22323,0.765496
NR_029376,0.102438,0.0156014,0.215056,0.799579,0.158683,0.173549,0.400021,0.27777,0.669953,0.249598
NM_001164637,0.21329,0.559983,0.393538,0.465905,0.639856,0.471873,0.323713,0.394487,0.757569,0.688093
NM_001164638,0.447399,0.585725,0.450878,0.862296,0.150762,0.646754,0.412177,0.413423,0.783275,0.4801
NM_173627,0.292932,0.209782,0.569661,0.410395,0.686518,0.409424,0.34645,0.571311,0.283802,0.497153
NM_002522,1.44667,2.02496,2.52363,2.3007,21.2671,4.42671,2.8318,4.21138,7.78098,13.6414
NM_001163034,2.20967,2.72532,5.24811,2.93987,3.40475,3.25817,2.61311,3.8808,3.34931,3.80424
NM_020761,1.67882,1.81675,3.42731,1.97796,3.03899,2.19704,2.60598,3.27483,2.39295,3.23873
NM_024591,4.78597,6.17531,6.74388,7.12647,5.17438,6.25788,6.19813,6.28961,6.78167,5.98601
NR_026857,2.70205,2.53459,2.05059,5.21747,7.44915,3.65527,3.42678,3.01194,5.81346,5.478
NM_001144888,1.3442,3.45483,2.34268,2.72653,3.02146,3.0704,3.03764,2.56697,3.20381,2.90848
NM_006340,2.65907,7.42197,2.84077,6.7549,3.59981,6.27427,4.11971,2.73835,5.7192,3.15753
NM_017450,2.22672,2.99859,2.14249,6.19347,11.9735,4.61393,3.84199,3.92551,8.46267,7.87566
NM_017451,0.404634,0.231574,0.535961,0.878938,5.64003,0.488888,0.889429,1.47444,2.13186,3.61489
NM_001080395,2.44424,2.53454,3.21647,6.24492,29.6614,6.68561,4.28621,6.24436,12.201,19.7183
NM_001009811,0.73598,0.615509,1.11592,1.14055,0.86969,0.519034,0.900696,1.21691,0.933336,1.07805
NM_014984,0.807364,0.335798,1.39531,1.05031,0.688603,0.84012,1.08973,1.08679,1.11378,1.00489
NM_144679,1.74111,2.28934,2.87122,3.98185,1.7867,2.23363,2.91297,2.64263,3.56486,2.54063
NM_001086521,22.3852,26.6505,15.5761,14.1172,19.2843,20.963,18.153,18.1627,15.0913,17.2639
NM_001037984,6.62176,13.7782,6.90702,11.466,5.27681,10.3174,8.65843,7.30302,9.28423,5.09802
NM_138570,0.896991,1.749,0.57681,1.24959,0.81689,1.30645,0.91766,0.94808,1.11108,0.763345
NM_178519,0.132416,0.197705,0.0824975,0.202164,0.081894,0.165382,0.216001,0.115808,0.167382,0.0328802
NM_178520,0.0296231,0.235888,0.0738227,0.0753776,0.0732827,0.147992,0.0297366,0.0740219,0.0748906,0.0294228
NM_001080519,0.801857,0.841417,1.0834,1.9912,2.01234,1.12938,1.30437,1.36153,1.96856,1.71761
NM_001199954,8.11284,16.0307,12.7083,22.7817,17.3684,16.6276,15.3515,13.5994,20.7024,15.7646
NM_001614,25.9712,50.5248,39.8794,71.3141,55.6314,52.4568,47.5432,43.5235,65.4177,49.6898
NR_037688,67.8493,128.064,105.629,169.478,157.454,130.05,116.666,114.59,166.148,134.495
NM_012418,0.081293,0.0202292,0.0405175,0.165483,0.0804421,0.081225,0.102005,0.0812536,0.0822071,0.0605574
NM_025161,1.11326,1.76919,1.9086,2.225,1.42837,1.57854,1.56098,1.62186,2.12146,1.47744
NR_033338,0.897552,1.14317,1.02772,1.48921,0.502201,1.23277,1.06988,1.0905,0.931334,1.03344
NM_017921,13.1399,16.3628,30.4357,14.2421,15.1565,19.329,18.259,23.6314,15.228,20.9864
NM_031945,0.243817,0.030336,0.243043,1.51999,0.150791,0.334968,0.764845,0.274161,1.32525,0.151355
NM_002602,0.240035,0.00471339,0.42925,2.67663,0.204805,0.572088,0.700449,0.0108183,2.27065,0.381823
NR_026872,0.000295963,0.412839,0.122147,0.445012,0.0412099,0.00510451,0.451214,0.947561,0.0166379,1.37E-05
NM_001039842,5.78815,7.57657,6.71823,8.15097,5.57064,7.60543,7.48177,6.6571,8.41903,5.04021
NM_199287,2.23877,3.76043,3.18477,4.67601,2.88455,3.09903,3.16032,3.42645,3.91473,3.24278
NM_001040025,2.48445,2.18917,2.31417,4.43564,3.70782,3.21488,3.14812,2.84963,4.6541,3.27671
NM_004712,8.98172,11.986,28.9207,17.1892,20.0014,17.6344,17.7665,23.1626,18.2491,23.4606
NM_002949,33.7094,48.2089,34.568,19.1269,22.4774,36.488,31.359,32.386,17.6809,25.544
NM_012140,4.22486,19.3651,4.08146,4.08779,3.25161,11.2047,6.30919,4.84841,2.05706,3.36738
NM_000160,1.15049,12.4298,2.50871,1.58572,1.35191,6.82533,2.88724,2.10821,0.290857,1.23794
NM_001093767,10.7816,5.47093,8.18918,9.62687,10.7642,7.65848,8.43078,8.02289,12.9458,11.3029
NM_207368,12.1949,8.76383,8.77027,12.9794,16.3597,8.92523,11.1885,9.25666,11.6016,11.8234
NM_001007533,10.0903,31.9681,173.69,24.9239,36.0424,59.1388,58.8592,109.587,37.0821,91.6042
NM_000918,124.92,619.166,222.987,181.374,111.367,382.106,218.007,199.44,110.802,137.257
NM_001185077,1.4292,2.39057,3.74672,4.83508,3.88166,3.86033,3.71664,3.44293,4.79274,4.1008
NM_001185078,21.2472,29.0764,31.6416,52.6751,35.4585,32.5916,35.2306,31.6243,44.2399,34.6429
NM_004309,28.2401,35.1052,44.7576,57.8262,51.2044,42.693,41.5597,46.5781,61.7916,48.6994
NM_005782,13.0405,14.9428,21.3078,17.2867,15.4316,16.2086,16.7792,18.1404,16.6765,18.338
NM_001002244,0.152286,0.324117,0.317003,0.333718,0.00400209,0.312633,0.0070609,0.166041,0.158452,0.00334095
NM_001002245,4.93081,11.2609,5.75401,5.67112,4.1013,7.55173,6.25331,6.08358,4.03473,3.42384
NM_001002246,8.48973,5.90257,7.05748,4.41999,5.67374,6.5721,6.64004,6.18495,4.86344,7.86153
NM_001002247,4.33767,9.80194,5.41135,4.64662,3.36039,6.18756,5.92849,5.76909,4.03914,2.80523
NM_001002248,7.52517,5.19924,6.65808,3.67441,4.71666,5.46342,6.31704,5.88725,4.86009,6.53555
NM_016476,4.56656,3.15522,4.84523,2.94415,2.8624,3.31556,3.83349,4.37397,2.9494,3.96606
NM_001002249,0.174385,0.215944,0.332128,0.515598,1.13713,0.803749,0.322702,0.340999,0.850624,0.844241
NM_148896,0.796752,1.66543,0.555956,1.05424,1.41914,1.27374,0.399901,0.557456,0.886282,1.18704
NM_001184917,1.51108,4.43793,3.0658,1.6065,2.50922,3.00667,2.53358,2.44343,1.58515,2.66698
NM_002861,2.10934,4.85833,3.17173,2.24249,3.04466,3.51307,2.44492,2.94657,1.9765,3.26002
NR_033681,1.52972,4.49289,3.10356,1.62631,2.54018,3.04387,2.56482,2.47361,1.60468,2.69989
NR_033682,0.387266,0.998788,0.582313,0.411712,0.558967,0.756695,0.448869,0.540962,0.362871,0.59853
NR_033683,0.0847668,0.344986,0.145695,0.0998947,0.173549,0.225756,0.13051,0.116776,0.101505,0.136446
NR_033685,0.438917,1.59098,0.754386,0.517286,0.898641,0.991457,0.675819,0.604667,0.525614,0.706514
NM_016538,2.47076,3.3639,3.56698,5.89675,2.92264,4.02936,3.64906,4.17271,4.88221,2.98999
NM_002359,2.94481,2.02686,4.64138,4.43352,4.19309,3.52606,3.45169,4.31137,4.46086,4.39588
NM_032711,1.51601,2.24891,3.83444,2.78953,3.57358,2.51143,2.79057,2.99662,2.7846,3.55488
NR_015454,0.181592,0.15493,0.310313,0.396061,0.359383,0.33696,0.23437,0.259292,0.419735,0.386494
NM_006907,1.11625,3.49915,4.23731,2.27113,2.59037,3.24406,2.59939,3.4766,2.25646,3.19542
NM_001145113,0.721756,0.578723,2.03848,0.448933,1.58711,0.981567,1.24778,1.6432,0.952888,1.79218
NM_178493,0.421305,2.18506,1.03887,1.64754,0.48272,1.48441,0.845836,0.775711,1.18843,0.572622
NM_024083,3.46758,6.74375,6.7802,5.72844,4.88298,6.82275,5.8639,6.42524,5.23288,6.01397
NM_144998,12.2562,23.9968,13.2242,14.7365,12.5278,19.5128,16.2239,13.5292,13.5517,11.3707
NM_144999,0.945741,1.60032,1.05587,2.27172,1.21659,1.56861,1.40506,1.19106,1.77886,1.07085
NM_005052,0.742032,1.01557,0.970825,1.4161,3.85489,1.25113,1.16386,0.92709,1.73524,2.80986
NM_001195218,22.2937,107.91,41.7763,27.0342,22.3004,65.5498,35.7459,35.1637,15.8511,28.026
NM_016286,21.5124,93.2043,37.2629,23.3782,20.4034,58.9355,34.2783,30.4078,13.7072,25.3624
NM_002917,4.51795,9.74357,10.9641,7.6641,5.37544,9.88818,7.04583,8.62833,6.85313,7.66596
NM_004127,24.5371,34.5093,81.615,27.7335,37.04,43.1531,41.5501,60.9722,31.5068,52.9112
NM_212492,1.3956,2.1144,6.23567,2.40522,2.64653,3.46098,3.24907,3.22259,2.95732,4.57802
NM_022156,11.5778,26.4086,23.2925,17.5017,11.013,20.343,17.2082,19.7439,14.535,15.0882
NM_004104,7.61398,22.4816,12.2654,31.2176,23.2125,20.8483,17.7192,15.6853,28.4944,19.3218
NM_198082,0.869356,1.73066,1.56968,3.75643,0.827794,1.90115,2.23934,1.50834,3.06866,1.28707
NM_001042422,1.59822,1.41784,2.07973,7.26589,1.14501,2.6537,2.7125,2.99813,7.6319,1.98728
NM_004207,3.12028,1.1968,2.98264,15.3192,2.26807,4.36583,7.75674,4.96973,10.5888,2.79477
NM_001042423,1.50057,1.22055,2.5542,5.48072,1.40627,2.32307,3.74359,1.97812,5.09133,1.94351
NM_001893,8.26141,8.05038,13.6791,13.73,11.0623,11.3675,11.4473,11.9972,12.9575,13.9305
NM_139062,7.33398,7.20419,10.9992,13.5403,10.2167,9.74047,10.1462,10.4353,12.7296,10.0475
NM_006137,1.64759,1.83066,2.29167,12.6747,0.985792,3.5987,4.92324,2.98721,10.2292,1.67451
NM_003004,2.69279,1.92983,3.34994,12.7611,1.59876,4.58467,5.99007,4.5217,9.65056,2.18245
NM_024648,0.935848,0.476565,1.09521,1.14433,0.44051,0.471363,1.08782,1.24684,0.908939,0.880795
NM_175902,0.859777,1.75352,1.7764,1.50366,1.04994,1.63317,1.29309,1.48439,1.31536,1.33816
NR_033265,0.890828,1.81691,1.84055,1.55799,1.08787,1.69216,1.33978,1.53803,1.36287,1.38651
NM_173620,2.17067,2.40027,3.931,4.41981,2.14192,3.2724,3.36206,3.12278,4.50342,3.20473
NM_001033046,0.452464,0.824641,0.313858,0.494876,0.527327,0.656051,0.40818,0.592516,0.613314,0.386029
NM_001100407,0.358678,1.15042,0.332097,0.920921,0.6058,0.726534,0.405613,0.435881,0.971563,0.289434
NM_001100408,0.395256,0.686215,0.372296,0.431956,0.444922,0.598906,0.285495,0.428674,0.534307,0.41312
NM_001193653,0.053359,0.420849,0.201019,0.553508,0.324312,0.332338,0.406471,0.112953,0.514532,0.179496
NM_001193654,0.0645299,0.299501,0.188489,0.30598,0.280833,0.296549,0.408369,0.147792,0.329105,0.232161
NM_001193655,1.75548,2.83377,2.39998,8.16805,2.21447,3.23114,3.89077,2.70546,5.66068,2.49064
NM_001193657,0.0830747,0.655201,0.312968,0.615225,0.504919,0.517425,0.41252,0.175858,0.560791,0.27946
NR_036514,0.556662,0.727168,0.253539,0.531555,0.479303,0.655327,0.575018,0.61603,0.673681,0.422037
NR_036516,0.294586,1.29895,0.326976,0.397909,0.25572,0.596946,0.333432,0.634452,0.334033,0.193825
NR_036517,0.252039,1.08365,0.392146,0.342203,0.208726,0.54052,0.226138,0.451009,0.283391,0.205752
