gene_name	p_value	avg_logFC	pct.1	pct.2	p value adjusted	cluster	gene
RAB32.2	9.69E-29	0.322489048	0.311	0.071	1.33E-24	4	RAB32
SPN.1	1.07E-28	0.676973441	0.503	0.121	1.47E-24	4	SPN
BLOC1S1.2	1.41E-28	0.699191086	0.727	0.283	1.94E-24	4	BLOC1S1
UNC93B1.2	1.50E-28	0.506930285	0.354	0.066	2.05E-24	4	UNC93B1
SEC14L1	1.51E-28	0.42367167	0.28	0.039	2.07E-24	4	SEC14L1
VMP1	1.69E-28	0.710446165	0.484	0.113	2.32E-24	4	VMP1
SYNGR2.2	1.94E-28	0.629939371	0.466	0.114	2.66E-24	4	SYNGR2
AES.3	2.27E-28	-1.105099679	0.217	0.505	3.11E-24	4	AES
KLF4.4	2.78E-28	0.610142516	0.441	0.098	3.82E-24	4	KLF4
RAC1.4	2.90E-28	0.498045379	0.851	0.408	3.97E-24	4	RAC1
RNF13	3.82E-28	0.511910329	0.398	0.089	5.24E-24	4	RNF13
H3F3A.2	3.84E-28	0.537028199	0.795	0.355	5.27E-24	4	H3F3A
SH3BGRL3.3	5.49E-28	0.426378557	0.981	0.849	7.53E-24	4	SH3BGRL3
CD99.2	6.86E-28	-1.127202842	0.211	0.521	9.41E-24	4	CD99
ICAM4	6.90E-28	0.469948893	0.168	0.004	9.46E-24	4	ICAM4
RPL7A.2	1.00E-27	-0.500289762	0.975	0.976	1.38E-23	4	RPL7A
TSPO.4	1.18E-27	0.490957593	0.882	0.448	1.61E-23	4	TSPO
RPL36.2	1.55E-27	-0.527488188	0.969	0.956	2.12E-23	4	RPL36
IFNGR2.3	1.79E-27	0.49765026	0.484	0.134	2.45E-23	4	IFNGR2
RPS4Y1.1	1.89E-27	-0.386986693	0.925	0.88	2.60E-23	4	RPS4Y1
RGS19.1	2.13E-27	0.567077904	0.658	0.242	2.92E-23	4	RGS19
CD7.3	2.37E-27	-1.31291912	0.068	0.385	3.24E-23	4	CD7
RPS23.3	2.74E-27	-0.525588861	0.994	0.981	3.76E-23	4	RPS23
SLC2A6	3.89E-27	0.587611091	0.292	0.031	5.33E-23	4	SLC2A6
BTK.2	4.54E-27	0.51503113	0.354	0.064	6.23E-23	4	BTK
RNF149.1	5.11E-27	0.487475859	0.447	0.123	7.01E-23	4	RNF149
PGLS.4	5.70E-27	0.696540246	0.708	0.27	7.81E-23	4	PGLS
INSIG1	9.71E-27	0.603496787	0.335	0.052	1.33E-22	4	INSIG1
RPL4.2	1.03E-26	-0.491968058	0.988	0.959	1.41E-22	4	RPL4
PRAM1.2	1.07E-26	0.465805501	0.311	0.052	1.47E-22	4	PRAM1
GNG5.2	1.26E-26	0.580150815	0.689	0.266	1.73E-22	4	GNG5
RNF135.1	1.67E-26	0.363299072	0.248	0.039	2.29E-22	4	RNF135
LILRA2.1	1.73E-26	0.426078343	0.255	0.03	2.37E-22	4	LILRA2
RPL21.2	1.90E-26	-0.553346482	1	0.99	2.60E-22	4	RPL21
UBE2F	1.92E-26	0.345732141	0.398	0.115	2.64E-22	4	UBE2F
PCGF5	2.19E-26	0.461585932	0.404	0.101	3.00E-22	4	PCGF5
PSMB3.2	2.35E-26	0.489272267	0.758	0.355	3.22E-22	4	PSMB3
MALAT1.3	2.53E-26	-0.593080612	1	1	3.47E-22	4	MALAT1
VMO1	3.01E-26	0.500199562	0.155	0.002	4.12E-22	4	VMO1
RPL18A.1	3.24E-26	-0.459680307	1	0.993	4.45E-22	4	RPL18A
LCK.4	3.89E-26	-1.157077411	0.043	0.379	5.33E-22	4	LCK
IFI35.2	7.38E-26	0.307938106	0.472	0.161	1.01E-21	4	IFI35
RPS19.2	9.76E-26	0.316936443	1	0.993	1.34E-21	4	RPS19
PTP4A2.1	1.06E-25	0.554254311	0.602	0.214	1.45E-21	4	PTP4A2
NAMPT	1.36E-25	0.602638105	0.379	0.072	1.86E-21	4	NAMPT
TGFBI.4	1.91E-25	0.413696292	0.36	0.09	2.62E-21	4	TGFBI
RPL27A.2	2.88E-25	-0.432037165	1	0.989	3.94E-21	4	RPL27A
IL7R.4	3.13E-25	-1.273703294	0.143	0.418	4.30E-21	4	IL7R
SNX2.3	3.47E-25	0.3007573	0.497	0.194	4.76E-21	4	SNX2
CNIH4	5.60E-25	0.874019088	0.298	0.066	7.68E-21	4	CNIH4
COX17.1	6.21E-25	0.418089314	0.491	0.172	8.51E-21	4	COX17
CDH23	6.99E-25	0.370050349	0.193	0.014	9.59E-21	4	CDH23
NANS.1	7.21E-25	0.395242588	0.379	0.097	9.89E-21	4	NANS
THEMIS2.3	8.14E-25	0.609172411	0.422	0.097	1.12E-20	4	THEMIS2
RPL22.2	8.37E-25	-0.593369232	0.733	0.812	1.15E-20	4	RPL22
EPSTI1.2	9.40E-25	0.574240231	0.46	0.161	1.29E-20	4	EPSTI1
LILRB4.1	1.05E-24	0.4606959	0.267	0.037	1.44E-20	4	LILRB4
BAX.1	1.17E-24	0.459082674	0.621	0.283	1.60E-20	4	BAX
NUDT16.2	1.24E-24	0.45090006	0.317	0.062	1.71E-20	4	NUDT16
EEF1A1.2	1.28E-24	-0.410050223	1	0.989	1.75E-20	4	EEF1A1
RPL18.3	1.33E-24	-0.473466786	0.975	0.983	1.82E-20	4	RPL18
NKG7.4	1.36E-24	-1.743010669	0.323	0.3	1.86E-20	4	NKG7
ACTR2	1.52E-24	0.266172507	0.453	0.174	2.08E-20	4	ACTR2
C20orf27.3	1.56E-24	0.533115106	0.435	0.108	2.14E-20	4	C20orf27
CAPZA2.1	1.56E-24	0.382855636	0.534	0.187	2.14E-20	4	CAPZA2
RAB24.3	1.68E-24	0.476422833	0.354	0.078	2.31E-20	4	RAB24
SNAP29	1.75E-24	0.376071442	0.311	0.069	2.39E-20	4	SNAP29
H2AFZ.1	1.86E-24	0.446226729	0.801	0.387	2.55E-20	4	H2AFZ
SH3BP1	2.19E-24	0.739886656	0.366	0.09	3.00E-20	4	SH3BP1
AGTRAP.4	2.47E-24	0.446428508	0.441	0.133	3.39E-20	4	AGTRAP
ISG20.2	4.46E-24	-0.907354023	0.28	0.468	6.11E-20	4	ISG20
MSN.2	4.79E-24	0.437759367	0.634	0.261	6.57E-20	4	MSN
CCDC12.2	4.93E-24	0.806558515	0.46	0.233	6.76E-20	4	CCDC12
POLE4.3	5.05E-24	0.360364603	0.478	0.171	6.93E-20	4	POLE4
IFIT1	7.52E-24	0.283333322	0.292	0.067	1.03E-19	4	IFIT1
MAP2K3.1	7.83E-24	0.36597451	0.404	0.124	1.07E-19	4	MAP2K3
ARRDC1	8.58E-24	0.283444981	0.311	0.09	1.18E-19	4	ARRDC1
ITGB2.3	9.11E-24	0.568165423	0.851	0.443	1.25E-19	4	ITGB2
NFKBIZ.1	9.34E-24	0.610252535	0.453	0.118	1.28E-19	4	NFKBIZ
CD300A.2	1.07E-23	0.4735522	0.404	0.108	1.47E-19	4	CD300A
ODF3B.4	1.18E-23	0.429061599	0.385	0.103	1.62E-19	4	ODF3B
RAB10.1	1.34E-23	0.424078191	0.435	0.131	1.83E-19	4	RAB10
RIN3	1.38E-23	0.351856711	0.317	0.083	1.89E-19	4	RIN3
HLA-DQB1.4	1.72E-23	-0.612000241	0.317	0.234	2.36E-19	4	HLA-DQB1
FLNA.3	1.84E-23	0.285827569	0.497	0.192	2.52E-19	4	FLNA
SELPLG.1	2.01E-23	0.452917456	0.478	0.159	2.75E-19	4	SELPLG
CTSD.3	2.27E-23	0.331833337	0.54	0.221	3.12E-19	4	CTSD
RPL29	2.54E-23	-0.442141007	0.981	0.984	3.48E-19	4	RPL29
RAB8A.1	2.65E-23	0.490508119	0.547	0.193	3.63E-19	4	RAB8A
ZNF703	2.65E-23	0.546895643	0.224	0.018	3.64E-19	4	ZNF703
CCL5.4	2.73E-23	-2.057820134	0.155	0.329	3.75E-19	4	CCL5
MTSS1	2.90E-23	0.534921388	0.335	0.068	3.98E-19	4	MTSS1
PPM1N	3.02E-23	0.578439532	0.199	0.015	4.14E-19	4	PPM1N
C20orf24.3	3.12E-23	0.287423702	0.621	0.286	4.28E-19	4	C20orf24
RXRA.1	3.70E-23	0.824707518	0.292	0.04	5.08E-19	4	RXRA
P2RX1	3.75E-23	0.385873447	0.186	0.014	5.14E-19	4	P2RX1
NAGK.3	4.39E-23	0.412835658	0.385	0.107	6.02E-19	4	NAGK
CTSZ.3	5.34E-23	0.668310849	0.385	0.094	7.33E-19	4	CTSZ
SMPDL3A	5.36E-23	0.448406873	0.155	0.006	7.36E-19	4	SMPDL3A
CD2.4	5.42E-23	-1.054132055	0.099	0.331	7.44E-19	4	CD2
TUBA1B	5.56E-23	0.632385903	0.783	0.404	7.62E-19	4	TUBA1B
ZNF706	5.97E-23	0.504028672	0.665	0.289	8.18E-19	4	ZNF706
CD69.3	6.42E-23	-1.090906681	0.124	0.374	8.80E-19	4	CD69
MNDA.4	6.89E-23	0.499296937	0.398	0.108	9.45E-19	4	MNDA
LINC00877	6.91E-23	0.45231962	0.23	0.024	9.48E-19	4	LINC00877
EIF4E2.3	6.96E-23	0.728049929	0.441	0.136	9.54E-19	4	EIF4E2
GRINA.2	7.53E-23	0.495521105	0.366	0.083	1.03E-18	4	GRINA
IFI6.4	8.06E-23	0.382718576	0.77	0.377	1.10E-18	4	IFI6
POLD4.2	8.79E-23	0.503049439	0.708	0.321	1.21E-18	4	POLD4
SNX3.3	1.01E-22	0.279495385	0.814	0.438	1.38E-18	4	SNX3
C1QA	1.26E-22	0.860903301	0.149	0.005	1.72E-18	4	C1QA
MPP1	1.37E-22	0.57765826	0.298	0.05	1.88E-18	4	MPP1
COX8A.3	1.92E-22	0.441147602	0.733	0.361	2.63E-18	4	COX8A
UBE2L6.2	2.05E-22	0.351454373	0.696	0.32	2.82E-18	4	UBE2L6
CLEC7A.2	2.12E-22	0.547726646	0.304	0.052	2.91E-18	4	CLEC7A
GNLY.3	2.39E-22	-1.941604483	0.143	0.181	3.27E-18	4	GNLY
DUSP6.3	2.58E-22	0.547851591	0.354	0.075	3.54E-18	4	DUSP6
ZFAND5.2	2.90E-22	0.558760313	0.484	0.154	3.98E-18	4	ZFAND5
DBNL.1	3.13E-22	0.284626275	0.516	0.221	4.29E-18	4	DBNL
MYD88	3.31E-22	0.452627949	0.404	0.112	4.54E-18	4	MYD88
PAK1.1	4.25E-22	0.430897916	0.261	0.039	5.83E-18	4	PAK1
RPL14.2	4.85E-22	-0.447443472	0.988	0.986	6.65E-18	4	RPL14
EFHD2.3	5.16E-22	0.568458823	0.497	0.174	7.08E-18	4	EFHD2
CD86.1	5.93E-22	0.614682779	0.292	0.041	8.13E-18	4	CD86
ARRB1	7.91E-22	0.501038396	0.248	0.03	1.08E-17	4	ARRB1
HIGD2A.3	8.09E-22	0.526115308	0.832	0.468	1.11E-17	4	HIGD2A
PRDX5.2	1.04E-21	0.288888912	0.677	0.331	1.43E-17	4	PRDX5
RPL35.2	1.13E-21	-0.470916325	0.969	0.97	1.55E-17	4	RPL35
RELT	1.53E-21	0.621992224	0.267	0.035	2.10E-17	4	RELT
AGPAT2.2	1.70E-21	0.507102016	0.311	0.062	2.34E-17	4	AGPAT2
ARPC5.1	1.78E-21	0.561261255	0.839	0.501	2.45E-17	4	ARPC5
H2AFY.4	2.19E-21	0.569598797	0.627	0.273	3.01E-17	4	H2AFY
PRADC1	2.57E-21	0.291060566	0.199	0.033	3.52E-17	4	PRADC1
TOMM7.1	3.70E-21	-0.431495515	0.807	0.771	5.07E-17	4	TOMM7
CAPNS1.3	4.05E-21	0.410304845	0.385	0.112	5.55E-17	4	CAPNS1
RP11-362F19.1	4.74E-21	0.5033765	0.211	0.018	6.50E-17	4	RP11-362F19.1
GNAI2.3	7.75E-21	0.435842013	0.547	0.207	1.06E-16	4	GNAI2
UTRN	7.92E-21	0.574860961	0.286	0.073	1.09E-16	4	UTRN
CBR1.1	8.32E-21	0.319498357	0.335	0.104	1.14E-16	4	CBR1
ACAA1	8.41E-21	0.652760502	0.385	0.123	1.15E-16	4	ACAA1
PGK1	8.80E-21	0.610872327	0.783	0.45	1.21E-16	4	PGK1
DOK2.3	9.21E-21	0.369569886	0.547	0.22	1.26E-16	4	DOK2
GSTO1.4	1.29E-20	0.490043735	0.64	0.266	1.77E-16	4	GSTO1
SUPT4H1.2	1.31E-20	0.511950381	0.627	0.266	1.80E-16	4	SUPT4H1
IMPDH1.2	1.33E-20	0.454888082	0.317	0.07	1.82E-16	4	IMPDH1
EIF4A2.3	1.34E-20	-0.670950461	0.534	0.644	1.84E-16	4	EIF4A2
LILRA1	1.42E-20	0.456348425	0.236	0.029	1.94E-16	4	LILRA1
LRRFIP1.1	1.51E-20	0.412623599	0.702	0.332	2.07E-16	4	LRRFIP1
DYNLT1.2	1.56E-20	0.299961327	0.46	0.174	2.14E-16	4	DYNLT1
CFL1.1	1.60E-20	0.32256903	0.988	0.906	2.20E-16	4	CFL1
NAP1L1.2	1.71E-20	0.543882174	0.876	0.553	2.35E-16	4	NAP1L1
CEACAM3	1.74E-20	0.284654199	0.13	0.004	2.38E-16	4	CEACAM3
ATP5B	1.78E-20	0.439176542	0.752	0.38	2.44E-16	4	ATP5B
TPM3.1	2.35E-20	0.56978899	0.776	0.452	3.22E-16	4	TPM3
LAMTOR5.2	2.46E-20	0.30333108	0.578	0.259	3.37E-16	4	LAMTOR5
SMCO4.4	2.66E-20	0.533171796	0.366	0.088	3.64E-16	4	SMCO4
NAPRT1.3	3.19E-20	0.385788129	0.373	0.108	4.37E-16	4	NAPRT1
CTSW.4	3.23E-20	-1.42625742	0.062	0.314	4.43E-16	4	CTSW
COX5B.3	3.29E-20	0.531781911	0.826	0.479	4.51E-16	4	COX5B
SEC11A.2	3.37E-20	0.451862663	0.671	0.305	4.62E-16	4	SEC11A
TRAF3IP3.2	4.65E-20	-0.522095519	0.478	0.479	6.37E-16	4	TRAF3IP3
ITPK1	4.75E-20	0.296825913	0.18	0.026	6.51E-16	4	ITPK1
OSCAR.1	5.75E-20	0.737068274	0.248	0.041	7.89E-16	4	OSCAR
CMTM6	7.11E-20	0.458213159	0.453	0.152	9.76E-16	4	CMTM6
TMEM179B.1	9.04E-20	0.385388819	0.416	0.144	1.24E-15	4	TMEM179B
NAGA	9.24E-20	0.434228135	0.242	0.036	1.27E-15	4	NAGA
LTA4H.4	9.30E-20	0.372099566	0.41	0.146	1.28E-15	4	LTA4H
SULT1A1.1	1.13E-19	0.420577389	0.261	0.049	1.54E-15	4	SULT1A1
CECR1.2	1.15E-19	0.271627532	0.304	0.094	1.57E-15	4	CECR1
EPN1	1.32E-19	0.39133572	0.248	0.045	1.81E-15	4	EPN1
LAMTOR4.2	1.32E-19	0.540318738	0.851	0.498	1.81E-15	4	LAMTOR4
LSP1.1	1.43E-19	0.530858884	0.857	0.521	1.96E-15	4	LSP1
SP110.1	1.68E-19	0.260476578	0.54	0.265	2.31E-15	4	SP110
CX3CR1.1	1.72E-19	0.461897631	0.286	0.063	2.36E-15	4	CX3CR1
ARHGEF40.1	1.76E-19	0.538848137	0.267	0.041	2.42E-15	4	ARHGEF40
ARPC1A.1	1.82E-19	0.337705715	0.317	0.11	2.49E-15	4	ARPC1A
CARD9	2.11E-19	0.280551422	0.149	0.013	2.89E-15	4	CARD9
C4orf48.3	2.30E-19	0.459294602	0.429	0.142	3.16E-15	4	C4orf48
GNB2.1	2.38E-19	0.465379483	0.584	0.243	3.26E-15	4	GNB2
FMNL1	3.27E-19	0.276154006	0.484	0.206	4.48E-15	4	FMNL1
RHOA.2	3.40E-19	0.481574654	0.882	0.54	4.66E-15	4	RHOA
ATP5J2.2	3.57E-19	0.342968441	0.621	0.305	4.90E-15	4	ATP5J2
ACAP1.3	3.86E-19	-1.029244842	0.031	0.319	5.29E-15	4	ACAP1
C6orf48.3	4.09E-19	-0.543158742	0.522	0.54	5.60E-15	4	C6orf48
SCIMP.2	4.47E-19	0.552690528	0.317	0.065	6.13E-15	4	SCIMP
NEURL1	4.50E-19	0.400509584	0.168	0.01	6.17E-15	4	NEURL1
HMGB1.2	4.51E-19	-0.476950402	0.646	0.629	6.18E-15	4	HMGB1
NACA	5.04E-19	0.427699201	0.988	0.968	6.91E-15	4	NACA
LYSMD2	5.33E-19	0.427167835	0.447	0.179	7.31E-15	4	LYSMD2
POMP	5.52E-19	0.294434424	0.379	0.141	7.57E-15	4	POMP
ZYX.2	6.38E-19	0.348761482	0.398	0.133	8.75E-15	4	ZYX
PLXNB2	6.39E-19	0.368206512	0.205	0.027	8.77E-15	4	PLXNB2
GLRX.3	7.31E-19	0.395762371	0.708	0.35	1.00E-14	4	GLRX
GZMM.4	8.29E-19	-1.066712834	0.012	0.26	1.14E-14	4	GZMM
PPP1CA.1	1.31E-18	0.53951454	0.832	0.494	1.79E-14	4	PPP1CA
GZMA.4	1.36E-18	-1.25781545	0.075	0.208	1.86E-14	4	GZMA
SELL.3	1.45E-18	-0.915895507	0.28	0.479	1.98E-14	4	SELL
PSMB9.1	1.68E-18	0.471836991	0.888	0.561	2.31E-14	4	PSMB9
TREX1.1	2.15E-18	0.27130407	0.329	0.108	2.95E-14	4	TREX1
PARVG.2	2.98E-18	0.298129717	0.373	0.137	4.09E-14	4	PARVG
CTSH.3	3.04E-18	0.300717719	0.41	0.161	4.17E-14	4	CTSH
ITGAX	3.09E-18	0.411387529	0.186	0.019	4.23E-14	4	ITGAX
GDI2.1	3.12E-18	0.423901222	0.609	0.282	4.27E-14	4	GDI2
HHEX.2	3.54E-18	0.266567721	0.242	0.066	4.86E-14	4	HHEX
TMEM123.2	3.55E-18	-0.407176886	0.435	0.423	4.87E-14	4	TMEM123
RPL7.2	3.84E-18	-0.498733016	0.975	0.968	5.27E-14	4	RPL7
IER2.2	3.96E-18	-0.447299373	0.714	0.626	5.44E-14	4	IER2
REEP5.2	4.02E-18	0.608885221	0.54	0.242	5.51E-14	4	REEP5
CALCOCO2	4.37E-18	0.45221896	0.236	0.12	5.99E-14	4	CALCOCO2
COX6B1.2	4.44E-18	0.485973376	0.876	0.549	6.09E-14	4	COX6B1
ZFP36L2.4	4.75E-18	-0.648544914	0.571	0.654	6.52E-14	4	ZFP36L2
RP11-110A12.2	5.68E-18	0.335208494	0.137	0.007	7.78E-14	4	RP11-110A12.2
BST2.3	5.83E-18	0.296660329	0.739	0.426	8.00E-14	4	BST2
MRPL23.1	6.34E-18	0.275559469	0.559	0.269	8.69E-14	4	MRPL23
DNAJC15	6.64E-18	1.336159191	0.248	0.137	9.11E-14	4	DNAJC15
C7orf73	6.65E-18	0.268469325	0.404	0.167	9.12E-14	4	C7orf73
WAS	6.70E-18	0.305832913	0.472	0.202	9.19E-14	4	WAS
CAP1	7.20E-18	0.32802137	0.745	0.389	9.87E-14	4	CAP1
NADK	7.30E-18	0.376944791	0.217	0.035	1.00E-13	4	NADK
LAMTOR2.2	7.88E-18	0.28209882	0.478	0.205	1.08E-13	4	LAMTOR2
IRF7.1	8.15E-18	0.301215266	0.398	0.147	1.12E-13	4	IRF7
ARL6IP4.1	1.06E-17	0.270351012	0.807	0.478	1.45E-13	4	ARL6IP4
CYTIP.1	1.06E-17	0.291285181	0.64	0.319	1.46E-13	4	CYTIP
OCIAD2.3	1.07E-17	-0.820039054	0.012	0.238	1.46E-13	4	OCIAD2
IFIT3.1	1.18E-17	0.375600655	0.323	0.093	1.62E-13	4	IFIT3
MYO1F.3	1.41E-17	0.419455427	0.528	0.218	1.94E-13	4	MYO1F
SELK	1.52E-17	0.30514987	0.553	0.273	2.09E-13	4	SELK
PIK3AP1	1.55E-17	0.449455273	0.242	0.041	2.13E-13	4	PIK3AP1
VSTM1.2	1.57E-17	0.339306188	0.23	0.049	2.15E-13	4	VSTM1
GCH1	1.71E-17	0.358197448	0.261	0.06	2.34E-13	4	GCH1
ENY2.1	1.77E-17	0.595633235	0.453	0.178	2.43E-13	4	ENY2
RPL27.2	1.84E-17	-0.420184917	0.957	0.955	2.52E-13	4	RPL27
ALOX5AP.1	1.85E-17	-0.935478098	0.019	0.249	2.53E-13	4	ALOX5AP
CCT5	1.92E-17	0.407533192	0.447	0.167	2.64E-13	4	CCT5
ALDOA.3	2.06E-17	0.469313162	0.932	0.685	2.83E-13	4	ALDOA
ALOX5.3	2.07E-17	0.353345053	0.28	0.072	2.83E-13	4	ALOX5
DPEP2	2.51E-17	0.422396206	0.292	0.071	3.44E-13	4	DPEP2
MTMR11.1	2.67E-17	0.377158139	0.224	0.039	3.66E-13	4	MTMR11
SDCBP.2	2.71E-17	0.390212978	0.528	0.225	3.72E-13	4	SDCBP
PGAM1.2	2.74E-17	0.268577818	0.472	0.219	3.76E-13	4	PGAM1
GNAI3	3.00E-17	0.323639803	0.36	0.128	4.11E-13	4	GNAI3
RPN2	3.18E-17	-0.348821065	0.248	0.22	4.36E-13	4	RPN2
ATOX1.3	3.22E-17	0.405948694	0.348	0.103	4.42E-13	4	ATOX1
IGSF6.4	3.23E-17	0.458149642	0.342	0.092	4.43E-13	4	IGSF6
RNPEP.1	3.24E-17	0.454702861	0.304	0.078	4.44E-13	4	RNPEP
EMR1	3.28E-17	0.347134156	0.155	0.012	4.49E-13	4	EMR1
SERP1.1	3.33E-17	0.442558407	0.863	0.53	4.57E-13	4	SERP1
GNS	3.42E-17	0.326756318	0.199	0.034	4.69E-13	4	GNS
HCLS1	3.43E-17	0.381520856	0.677	0.363	4.71E-13	4	HCLS1
RTN4.2	4.18E-17	0.660590995	0.472	0.224	5.73E-13	4	RTN4
COMMD9.1	5.05E-17	0.40098615	0.348	0.105	6.92E-13	4	COMMD9
GLIPR1.2	5.06E-17	0.306534608	0.447	0.189	6.94E-13	4	GLIPR1
RPL37.2	5.19E-17	-0.411899648	0.957	0.95	7.11E-13	4	RPL37
IDH2.1	5.37E-17	0.625976904	0.385	0.169	7.37E-13	4	IDH2
TGFB1.3	5.57E-17	0.317860236	0.453	0.183	7.63E-13	4	TGFB1
HOTAIRM1.1	5.65E-17	0.439625488	0.255	0.05	7.75E-13	4	HOTAIRM1
ZNF385A.1	5.72E-17	0.305852407	0.205	0.039	7.84E-13	4	ZNF385A
GLUL.2	5.73E-17	0.393346382	0.348	0.107	7.86E-13	4	GLUL
SERF2.3	5.77E-17	0.332706611	0.988	0.846	7.91E-13	4	SERF2
SH3BP2	5.86E-17	0.268726161	0.23	0.06	8.04E-13	4	SH3BP2
UQCRC1.3	6.04E-17	0.383362142	0.453	0.166	8.28E-13	4	UQCRC1
EVI2B.2	6.21E-17	0.294222328	0.609	0.305	8.51E-13	4	EVI2B
RPL24.1	6.28E-17	-0.390768248	0.981	0.948	8.61E-13	4	RPL24
LFNG	6.39E-17	0.38253747	0.211	0.034	8.76E-13	4	LFNG
CD83.2	6.48E-17	0.2773912	0.236	0.064	8.89E-13	4	CD83
VPS29.1	6.90E-17	0.521903472	0.466	0.178	9.47E-13	4	VPS29
ARAP1	7.31E-17	0.296472711	0.205	0.04	1.00E-12	4	ARAP1
PEBP1.2	7.32E-17	-0.636228693	0.255	0.385	1.00E-12	4	PEBP1
SNRPD2.2	7.74E-17	-0.50844843	0.503	0.57	1.06E-12	4	SNRPD2
RAB5C.1	7.86E-17	0.365599464	0.528	0.262	1.08E-12	4	RAB5C
SCO2.4	8.41E-17	0.450230744	0.366	0.117	1.15E-12	4	SCO2
CMPK1.2	8.94E-17	-0.55808246	0.304	0.376	1.23E-12	4	CMPK1
LINC00936.3	9.37E-17	0.330729387	0.571	0.258	1.28E-12	4	LINC00936
CD27.4	1.03E-16	-0.873293266	0.031	0.251	1.41E-12	4	CD27
MARCKSL1.3	1.11E-16	0.467860951	0.46	0.165	1.53E-12	4	MARCKSL1
CLIC1.2	1.19E-16	0.360978741	0.925	0.622	1.63E-12	4	CLIC1
S100A10.3	1.25E-16	0.371196327	0.925	0.621	1.71E-12	4	S100A10
HK3	1.28E-16	0.28819838	0.161	0.021	1.75E-12	4	HK3
LSM6.1	1.39E-16	0.692927226	0.404	0.148	1.91E-12	4	LSM6
GMFG.1	1.41E-16	0.415333527	0.919	0.682	1.93E-12	4	GMFG
APLP2.3	1.42E-16	0.32242562	0.391	0.151	1.95E-12	4	APLP2
SECTM1	1.58E-16	0.343333824	0.161	0.016	2.16E-12	4	SECTM1
CHMP4B.2	1.61E-16	0.443618535	0.435	0.157	2.21E-12	4	CHMP4B
KYNU.1	1.66E-16	0.354202539	0.211	0.039	2.28E-12	4	KYNU
CD247.3	1.69E-16	-1.039073124	0.05	0.281	2.32E-12	4	CD247
RRAS	1.90E-16	0.258387399	0.137	0.015	2.61E-12	4	RRAS
CD55.1	2.00E-16	0.587642197	0.46	0.186	2.75E-12	4	CD55
EIF4EBP1.3	2.05E-16	0.518819882	0.354	0.107	2.81E-12	4	EIF4EBP1
FAM46A	2.25E-16	0.412295685	0.255	0.054	3.08E-12	4	FAM46A
CSK.1	2.30E-16	0.347019321	0.478	0.202	3.15E-12	4	CSK
UBE2B	2.38E-16	0.47335169	0.317	0.139	3.26E-12	4	UBE2B
SNX5	2.42E-16	0.595156327	0.304	0.094	3.32E-12	4	SNX5
MMP24-AS1	2.49E-16	0.413654173	0.342	0.108	3.42E-12	4	MMP24-AS1
CEBPA	2.68E-16	0.315457997	0.174	0.023	3.67E-12	4	CEBPA
ANAPC16.1	2.70E-16	-0.488938544	0.46	0.48	3.70E-12	4	ANAPC16
MRPL18	2.84E-16	0.409188688	0.385	0.181	3.90E-12	4	MRPL18
RTN3.2	3.17E-16	0.290254946	0.323	0.113	4.34E-12	4	RTN3
TSPAN14.1	3.26E-16	0.31124701	0.304	0.099	4.48E-12	4	TSPAN14
SRSF7.2	3.44E-16	-0.549573238	0.441	0.487	4.71E-12	4	SRSF7
COX5A.2	3.49E-16	0.293123717	0.646	0.33	4.79E-12	4	COX5A
HCST.2	3.50E-16	-0.469891327	0.565	0.537	4.80E-12	4	HCST
CLTA.3	3.87E-16	0.386338307	0.565	0.27	5.31E-12	4	CLTA
LGALS2.4	4.08E-16	-0.609868025	0.273	0.209	5.59E-12	4	LGALS2
C3AR1	4.38E-16	0.260229783	0.143	0.017	6.01E-12	4	C3AR1
SLC2A3.3	4.47E-16	-0.766102466	0.093	0.26	6.13E-12	4	SLC2A3
PFKL	5.09E-16	0.300004284	0.292	0.094	6.97E-12	4	PFKL
COMMD6.2	5.12E-16	-0.368842536	0.627	0.595	7.02E-12	4	COMMD6
IL2RG.2	5.43E-16	-0.748403888	0.255	0.446	7.44E-12	4	IL2RG
CD97.3	5.48E-16	0.423006039	0.472	0.208	7.51E-12	4	CD97
SIRPB1	7.04E-16	0.297904658	0.174	0.028	9.66E-12	4	SIRPB1
RALB	7.08E-16	0.306634227	0.261	0.075	9.71E-12	4	RALB
VMA21.1	7.11E-16	0.339393887	0.267	0.074	9.75E-12	4	VMA21
SEPT1.2	7.16E-16	-0.635248268	0.099	0.239	9.81E-12	4	Sep-01
PSME2.3	7.23E-16	0.492782964	0.832	0.532	9.92E-12	4	PSME2
C11orf21	7.83E-16	0.40914931	0.255	0.056	1.07E-11	4	C11orf21
RABGAP1L	1.07E-15	0.427505315	0.298	0.081	1.47E-11	4	RABGAP1L
TTYH3	1.07E-15	0.366669089	0.18	0.022	1.47E-11	4	TTYH3
NOP10.3	1.09E-15	0.565166712	0.578	0.275	1.50E-11	4	NOP10
ARHGAP15.3	1.10E-15	-0.669698427	0.13	0.285	1.51E-11	4	ARHGAP15
COPE.2	1.11E-15	0.250375566	0.671	0.418	1.52E-11	4	COPE
GIMAP4.2	1.29E-15	-0.261376153	0.565	0.448	1.76E-11	4	GIMAP4
CDC42SE2.1	1.31E-15	-0.447366569	0.168	0.234	1.80E-11	4	CDC42SE2
SMS.2	1.37E-15	0.297048825	0.391	0.152	1.87E-11	4	SMS
