,cell1,cell2,cell3,cell4,cell5
SARDH,0.04920103,0.005550083,0.027526598,0.011548011,0.011262339
VAV2,0.006598092,0.039250851,0.070147021,0,0.092937539
LINC00094,0.061204991,0.004744261,0.124205063,0.104013943,0.052506127
BRD3,0.066517993,0.193579298,0.131681668,0.133348222,0.202642358
WDR5,0.122811885,0.091747908,0.028725712,0.100174617,0.071772424
RXRA,0.069050061,0.808692723,0.021213722,0.032445406,1.755605979
FCN1,0.477185719,25.82522268,0.580383393,0.440774269,14.05023979
OLFM1,0,0.056549287,0,0,0.022631372
PPP1R26,0,0.024075027,0,0,0.030522368
C9orf116,0,0,0.017338571,0.014456612,0
MRPS2,0.277334444,0.21568712,0.205850466,0.327085337,0.300246726
CAMSAP1,0.050362143,0.06090396,0.044360859,0.064903422,0.041333954
UBAC1,0.121682089,0.353903045,0.075914841,0.113059086,0.342448203
NACC2,0.011601885,0.159328676,0.008683337,0.039880112,0.176899425
RP11-83N9.5,0.022313701,0,0,0,0
C9orf69,0.086533435,0.110338903,0.013756875,0.175000051,0.176512515
QSOX2,0.018543117,0.04559788,0.100197074,0.013187219,0.011960678
DNLZ,0.023901436,0,0.034865516,0.019664523,0
CARD9,0.006299297,0.243166762,0,0.053726658,0.404081837
SNAPC4,0.035839439,0.028784344,0.025679621,0.054073424,0.024139837
SDCCAG3,0.047171757,0.074714292,0.090016167,0.016163642,0.032321072
PMPCA,0.225455812,0.126125752,0.295690884,0.106730145,0.160046496
INPP5E,0.027503981,0.016045591,0.038299681,0.008350766,0.023306492
SEC16A,0.093635269,0.172124488,0.079569021,0.126519469,0.117286705
NOTCH1,0.04545853,0.176606274,0.041185828,0.078822562,0.0479226
EGFL7,0.022410346,0.006173221,0,0,0.045010868
AGPAT2,0.128665589,0.666257575,0.260470536,0.198147735,1.103603945
SNHG7,1.488156176,1.140505195,5.131276462,1.034157993,0.437907892
LCN8,0.009524351,0,0.597485681,0.014728408,0
TMEM141,0.442153631,0.719579049,0.360815991,0.295892147,0.794166369
CCDC183,0.010265068,0.017389175,0,0,0
RABL6,0.195584097,0.372003276,0.166500154,0.494926335,0.181967701
PHPT1,0.547538249,1.440237605,0.460948936,1.17041023,1.062895103
MAMDC4,0.007697487,0.076063153,0.050589103,0.017894748,0.05101066
EDF1,4.732053898,5.762278634,4.72254004,4.9694619,4.520266298
TRAF2,0.105883746,0.061728364,0.116831854,0.137029793,0.05086601
FBXW5,0.538671442,0.62875597,0.80105309,0.803278061,0.769115839
PTGDS,0.031569054,0.020872087,0,0.080600861,0
LCNL1,0,0,0,0,0.020920108
C9orf142,1.068153782,1.166382197,0.849614406,3.389106805,0.580966632
CLIC3,0.101151533,0.020418644,0.081621706,0.792745663,0.045183779
ABCA2,0.041733766,0.063503293,0,0.114578147,0
C9orf139,0.018120608,0.084567876,0.02253958,0,0.014916379
FUT7,0.275588737,0.102124983,0.145665749,0.195477775,0
RP11-229P13.20,0.004170206,0.048526797,0.010160495,0,0.011622717
NPDC1,0.252073513,0.040134066,0.004034272,0.301080391,0
SAPCD2,0,0.013094454,0,0,0
UAP1L1,0.028335592,0.060182511,0.035268355,0.025270713,0.01824671
MAN1B1,0.198516585,0.146974807,0.107009599,0.273620508,0.194895589
DPP7,0.872173712,1.381560758,1.106912942,1.31925621,1.256084064
LRRC26,0,0,0,0,0
ANAPC2,0.111887643,0.09447525,0.095462535,0.206463542,0.114602674
SSNA1,0.892641514,1.157601843,1.167342484,1.419326756,1.462552906
TPRN,0.011681532,0.028105768,0.016468225,0,0.0153628
TMEM203,0.391006726,0.325309743,0.455509621,0.379305632,0.288664967
NDOR1,0.013088933,0.012832689,0.01724578,0.047609676,0.079471687
C9orf169,0,0,0.004855979,0,0.021893479
TUBB4B,0.618038067,0.473173205,0.339498854,0.904609986,0.832299579
NELFB,0.041817795,0.15480046,0.051197908,0.503371816,0.034354041
TOR4A,0.022300729,0.151996256,0.022346008,0.013550962,0.062002622
EXD3,0.039698779,0.035551206,0.064486063,0.053238656,0.030399958
NOXA1,0.024083488,0.052394366,0.016068826,0.014940983,0.148201956
NSMF,0.02821604,0.132726359,0.020072016,0.060999526,0.388499455
PNPLA7,0.032535283,0.011266971,0.016918069,0,0
MRPL41,0.744204815,0.850565711,0.807613153,0.623423534,0.760427514
DPH7,0.147169227,0.129735762,0.236006598,0.160112809,0.068266668
ZMYND19,0.009885515,0.012231371,0,0.016072255,0
ARRDC1,0.440347316,0.498535751,0.288416283,0.472923843,0.905968756
C9orf37,0.201459604,0.025356475,0.033062447,0.128694102,0.031290613
EHMT1,0.148838142,0.076668482,0.26813549,0.230641857,0.105106357
ZMYND11,0.085215171,0.039637194,0.072906119,0.142355196,0.01299682
DIP2C,0.014249133,0.005691018,0.011146334,0.03626155,0.017215023
LARP4B,0.148021803,0.222483947,0.172714137,0.123657487,0.111237955
GTPBP4,0.199634851,0.234378027,0.376740814,0.31273639,0.191830065
IDI1,0.683004819,0.364649932,0.653989998,0.730743856,0.490436063
WDR37,0.163385142,0.049956133,0.327407189,0.129884042,0.101309964
PFKP,0.251609831,0.144375004,0.174427178,0.332132608,0.076218457
PITRM1,0.13517547,0.090721443,0.14343163,0.112732156,0.026328346
KLF6,6.410227763,8.473677486,4.98328546,7.887906175,5.138391839
AKR1E2,0.012726069,0.007366401,0,0.004846264,0
AKR1C3,0.052076994,0,0,0.284218586,0.01318442
AKR1CL1,0.006904002,0,0,0,0
NET1,0.059354119,0.022509341,0.008507026,0.024419887,0
ASB13,0.048558854,0.029908292,0,0.012297627,0.047959089
FAM208B,0.096089309,0.04230743,0.10224933,0.081859851,0.048025587
GDI2,1.330627262,1.827782283,2.311686016,1.345126738,3.015473706
RP11-318E3.9,0.015635958,0.006336373,0.056535947,0.044193787,0.013070665
ANKRD16,0.052796844,0.014806931,0.061792483,0.009225177,0
FBXO18,0.252316009,0.158354584,0.284414016,0.150559901,0.198965319
RP11-536K7.3,0.007972035,0.078619312,0,0,0.031733361
IL15RA,0.067371265,0.05263207,0.043725434,0.160747143,0.04664807
IL2RA,0.134083131,0,0.117326717,0.046883876,0.012301803
RBM17,0.886692861,0.765389331,0.648823443,0.582986007,0.643921145
PFKFB3,0.057676378,0.064226193,0.042418263,0.019424053,0.14425837
PRKCQ,0.134536995,0.034951468,0.133318386,0.190391827,0
PRKCQ-AS1,1.79955157,0.051925193,0.043456152,0.898268483,0.110676717
SFMBT2,0.031165668,0.008875832,0,0.04363541,0.113318687
KIN,0.237286025,0.278102566,0.17150355,0.258733341,0.146140527
ATP5C1,1.445785396,1.830682027,1.866963784,1.365415591,2.349177101
TAF3,0.269331426,0.122553706,0.146203566,0.480851239,0.18600804
GATA3,0.678596502,0.025783196,0.056687226,0.537377291,0.056957943
CELF2,1.289612964,0.771642078,1.144909604,1.577116817,1.249590019
CELF2-AS1,0.012033402,0.011316442,0.011581312,0,0
USP6NL,0.024902453,0.04654858,0.194924886,0.014492754,0.013417974
RP11-138I18.2,0,0,0.046306744,0,0
ECHDC3,0.003148777,0.019225802,0.013515194,0,0
UPF2,0.331952382,0.414261727,0.609413904,0.301974147,0.336537212
DHTKD1,0.033449141,0.048532565,0.146304483,0,0.043628131
SEC61A2,0.022000154,0,0.007872348,0.059192375,0
NUDT5,0.684995304,0.481727189,0.413307314,0.621843825,0.511301177
CDC123,0.907447216,0.306424126,0.70654371,0.779250883,0.696732918
CAMK1D,0.153624262,0.202072217,1.143454378,0.269022469,0.234736351
CCDC3,0.01535748,0,0,0.006097078,0
OPTN,1.031427624,0.129606393,0.240290986,1.355362267,0.108449178
MCM10,0,0,0.004630266,0,0
PHYH,0.153810713,0.11925095,0.161393376,0.260456249,0.145032537
SEPHS1,0.086506945,0.105028011,0.067007252,0.184953671,0.166614569
PRPF18,0.406471198,0.18049327,0.496294578,0.682061559,0.284089548
RP11-295P9.3,0.050796937,0.039549557,0.03390899,0.038964666,0.017129565
FRMD4A,0.007902439,0.006722712,0,0,0
FAM107B,0.99275557,0.467849928,0.894509057,1.03558394,0.126354162
CDNF,0.016316338,0.007015501,0,0.009106348,0.017471674
HSPA14,0.232106597,0.163928193,0.189339826,0.235583746,0.213474384
RP11-398C13.6,0.009717604,0.072467128,0,0.012905391,0.027250863
SUV39H2,0.013699111,0.01060094,0.014096996,0.042929546,0
DCLRE1C,0.160269445,0.089260867,0.486808917,0.167131424,0.122861436
MEIG1,0.009771392,0,0.015219032,0.013724199,0
C10orf111,0.002623032,0.005417382,0,0.01470599,0
RPP38,0.30457809,0.24700244,0.295996677,0.444885389,0.179781074
NMT2,0.355005491,0.048908569,0.069106059,0.338648577,0.015934274
FAM171A1,0.023905268,0,0,0,0
FAM188A,0.082116865,0.049916698,0.014181199,0.082717983,0.122353195
PTER,0.113583849,0.051327364,0.047187367,0.201787552,0.094507063
RSU1,0.539100161,0.312160016,0.521717746,0.663959355,0.612766914
CUBN,0.002560524,0,0,0.014624373,0
TRDMT1,0.026854508,0.034038988,0.069993077,0.122085296,0.026699531
VIM-AS1,0.341333974,0.440552793,0.522913628,0.461885655,0.342872604
VIM,13.92913708,25.71016629,5.982665931,9.718601104,17.01537324
RP11-124N14.3,0.04340959,0,0.037504581,0.038097859,0.028848319
PTPLA,0.01888867,0.008834,0,0,0
RP11-390B4.5,0.003119434,0,0.060510563,0.048503925,0
STAM,0.076444375,0.012204235,0.019943875,0.013855405,0.029548587
RP11-499P20.2,0.010064315,0,0.02116644,0.020032274,0
NSUN6,0.066954441,0.078240217,0.044550065,0.06387227,0.016809689
ARL5B-AS1,0.006511208,0.018930846,0.00822223,0.01659159,0.016545498
ARL5B,0.039947707,0.032152799,0.019179087,0.049641266,0.026769678
PLXDC2,0.025106911,0.241014948,0.010120792,0,0.06162507
MLLT10,0.326021795,0.132648551,0.168434847,0.23426403,0.13875445
DNAJC1,0.303079782,0.464915677,0.234302679,1.036696032,0.449722175
COMMD3,0.450938721,0.508187103,0.74282747,0.848377619,0.71247063
BMI1,0.07288419,0.008945144,0.094755637,0.105889321,0.023963801
PIP4K2A,0.087225336,0.131564164,0.018449217,0.21818984,0.070792203
MSRB2,0.169895997,0.813909033,0.049502845,0.086095301,0.375885503
OTUD1,0.086433958,0.229497834,0.11094058,0.088504964,0.274255248
ARHGAP21,0.057153745,0.01751959,0.007279006,0.010900905,0.064455347
PRTFDC1,0.011415945,0,0.016918069,0.024694441,0
ENKUR,0.005817661,0,0,0,0.032664552
THNSL1,0.037666854,0,0.016621954,0.020380369,0
APBB1IP,0.795194972,0.665915984,0.800903674,1.12401567,1.147662677
LINC00264,0.007370006,0.013946218,0.028836061,0.013413007,0
PDSS1,0.045991691,0.096155097,0.0239412,0.027502425,0
ABI1,0.524349463,0.323259935,0.776001339,0.858961978,0.419665099
ANKRD26,0.103624833,0.037507925,0.098447153,0.067199996,0.07141228
YME1L1,1.01283905,0.725511427,0.692837125,0.708292732,0.565378764
MASTL,0.022987321,0.022535404,0.008409099,0.043832764,0.013502565
ACBD5,0.065396142,0.134786316,0.084346936,0.268756704,0.049846919
RAB18,0.545455956,0.464608696,0.436161034,0.846742687,0.860105781
MPP7,0.140911824,0.172280166,0.024514917,0.050422565,0.013898367
WAC-AS1,0.235061388,0.321861191,0.204505418,0.156300253,0.319582564
WAC,0.406312312,0.330998406,0.592917214,0.391479459,0.368183705
BAMBI,0.011440029,0.008887309,0,0,0
PTCHD3P1,0.034014141,0.153305596,0.022901952,0.107309508,0.042106846
SVIL,0.136044872,0.076047244,0,0.127088902,0.352084857
MTPAP,0.046238292,0.066199569,0.034745486,0.052892811,0.0153628
MAP3K8,0.041750541,0.333087998,1.291516038,0.24026989,0.529623393
ZNF438,0.019949703,0.053109781,0,0.0392135,0.121037557
ZEB1,0.103999801,0.019433135,0.068745626,0.06088024,0.012601299
RP11-472N13.3,0,0.038284532,0,0,0.013750676
ARHGAP12,0.049474022,0.012646256,0.032090249,0.054246245,0
KIF5B,1.181028485,0.844241338,1.532209835,0.875196127,0.73023358
EPC1,0.962856963,0.585455195,0.902683968,0.834097936,0.526617626
RP11-135A24.4,0.011951604,0.010703311,0,0.01442065,0.038951782
CCDC7,0.038231066,0,0.017806268,0.063213718,0.016208716
C10ORF68,0.012186114,0,0.017446435,0,0
RP11-479G22.8,0.027253824,0.006907389,0,0.032390851,0
ITGB1,0.381614518,0.127736496,0.314592268,0.253651441,0.221933989
CUL2,0.105303726,0.082163263,0.063272105,0.11723207,0.062498695
CREM,0.360866563,0.243544225,0.258731014,0.478030251,0.324509981
CCNY,0.089055995,0.356772212,0.045183208,0.230606876,0.130093064
RP11-324I22.4,0.009037612,0.006634027,0.098623644,0,0
ZNF248,0.043233349,0.015536334,0.022876883,0.028698529,0.012706997
RP11-162G10.5,0.023496404,0.020532031,0.091562464,0.025536808,0
ZNF25,0.067973313,0.016068557,0.007012067,0.068338944,0.130452961
ZNF33A,0.164523482,0.179923467,0.23884845,0.341524597,0.110745916
ZNF37A,0.116280761,0.076699512,0.1047775,0.083947342,0.027453365
ZNF33B,0.10052273,0.117280019,0.12911349,0.053950696,0.024649278
BMS1,0.114486075,0.179239619,0.387018755,0.1796138,0.037440657
RET,0.001214346,0,0,0,0.047502234
RP11-351D16.3,0.016182009,0.076149594,0,0,0.015665019
CSGALNACT2,0.118052888,0.219894354,0.120027177,0.088579297,0.286528303
RASGEF1A,0.008095613,0.014388022,0.005810734,0.076402866,0.014087503
HNRNPF,2.460056875,1.379522348,1.881432102,3.106268335,2.05625096
RP11-517P14.2,0.023855569,0.022709287,0.054557699,0,0.014071545
ZNF487,0.069591268,0.129045993,0.137928363,0.126796837,0.049200008
ZNF239,0.011704986,0,0,0.022333659,0
ZNF485,0.043142983,0,0.076691955,0.019368032,0
ZNF32,0.495886881,0.159980389,0.515696439,0.588131645,0.299090362
RASSF4,0.029055811,0.835245419,0.092922689,0.037795189,0.280876951
C10orf25,0,0,0.041902926,0,0.016741725
ZNF22,0.44651563,0.278528539,0.566238542,0.603022188,0.21288154
ALOX5,0.118989482,0.798472053,0.906361164,0.110628096,0.927415806
MARCH8,0.070117925,0.01196182,0.102405373,0.079892639,0.042545248
ZFAND4,0.111001739,0.015682729,0.038751881,0.100914419,0.070892634
FAM21C,0.051693988,0.037032017,0.048726735,0,0.018019089
AGAP4,0.009910059,0.019280338,0.017564752,0.022548041,0
RP11-292F22.7,0.006237968,0,0.011581312,0,0
FAM21B,0.020554715,0.028391804,0,0.094911093,0
MAPK8,0.124334017,0.058981193,0.198072869,0.091224167,0.063743293
ARHGAP22,0.00148773,0.048795127,0.033681135,0.017171509,0
WDFY4,0.022501184,0.116468355,0.337674651,0,0.047190676
C10orf128,0.070863024,0.030002104,0.084891125,0.220973459,0
ERCC6,0.01723263,0,0.028321259,0.031009445,0.016933425
PGBD3,0.01204196,0,0.004510771,0,0
PARG,0.03400665,0.014840565,0.065360329,0.04341692,0
NCOA4,0.595879277,0.800007928,0.443956954,0.51669555,1.049840142
TIMM23,0.135232258,0.137792004,0.113750827,0.140356065,0.220250127
LINC00843,0.030216008,0,0.043232213,0.013187219,0
AGAP6,0.027941652,0.027028761,0.026029883,0,0.013502565
FAM21A,0.010747929,0.012842466,0.004630266,0.012871007,0
ASAH2,0.013812535,0,0,0.034750789,0
SGMS1,0.078358217,0.045272299,0.108431234,0.066276801,0.03906395
RP11-50E11.3,0.010153618,0.020817397,0.021213722,0.013074203,0.01824671
ASAH2B,0.035369561,0,0,0.050022068,0
CSTF2T,0.158634569,0.052112904,0.218555873,0.211492248,0.114171931
ZWINT,0.023510485,0.006722712,0.048206478,0.059949774,0.02521422
IPMK,0.028702875,0.089259515,0.013092844,0.042601137,0.13444108
CISD1,0.197274661,0.148568655,0.233305323,0.5164863,0.127756727
UBE2D1,0.296119872,1.643937085,0.300745116,0.426017056,1.332918054
TFAM,0.190038248,0.103828503,0.065123798,0.097303246,0.50424019
CCDC6,0.08187222,0.180586497,0.131823671,0.045018851,0.099331018
ANK3,0.075682256,0.010731933,0.016918069,0.055900801,0.01990125
CDK1,0.004031135,0,0,0,0
RHOBTB1,0,0,0,0,0
ARID5B,0.749283879,0.072479392,0.940258817,0.597384176,0.238779417
RTKN2,0.054619569,0,0.025057193,0.036754123,0.027590069
ZNF365,0.01098537,0,0,0,0.013945173
ADO,0.065673999,0.005550083,0.053420311,0.112120225,0.014321375
EGR2,0.030701193,0.048513136,0.010120792,0,0
NRBF2,0.367147056,0.362955912,0.253122813,0.364791013,0.469373229
JMJD1C,0.35994037,0.303541269,0.453752911,0.388692649,0.27102873
REEP3,0.14781068,0.192518794,0.096993016,0.042678335,0.204697191
SIRT1,0.0427298,0.015245082,0.428006574,0.025052297,0.016208716
HERC4,0.217605515,0.183078763,0.301230398,0.174568696,0.168152207
PBLD,0.01816282,0.013709147,0,0,0
HNRNPH3,1.282830288,0.579191401,1.397809089,1.009366775,0.60277529
RUFY2,0.058523733,0.042417842,0.067485989,0.058439007,0.04967735
SLC25A16,0.032903375,0.043540796,0,0.080394538,0.0639487
TET1,0.009103662,0,0.02374169,0.023561222,0
CCAR1,0.342162992,0.16126314,0.293881,0.354366025,0.243031609
DDX50,0.388517873,0.138691268,0.350448154,0.385221244,0.281357505
DDX21,0.702895166,0.754255926,0.741709293,0.800602906,0.579198889
KIAA1279,0.051223509,0.023161149,0.072999618,0.040696866,0.011262339
SRGN,3.070623414,13.99808502,1.140409421,8.025236794,16.77332966
VPS26A,0.258576573,0.161561341,0.336827131,0.461609849,0.147046748
SUPV3L1,0.078959899,0.072298088,0.150636925,0.21395596,0.080911926
HKDC1,0.016652169,0,0,0,0
HK1,0.218158272,0.396436161,0.177791031,0.333261069,0.500056491
TACR2,0.007483422,0.031145856,0.036761327,0,0
TSPAN15,0.101834184,0,0.004510771,0.20376296,0
C10orf35,0.108601282,0,0.026215993,0.026441355,0
COL13A1,0,0,0,0,0.014785004
H2AFY2,0.107142514,0.038419201,0,0.054808913,0.032002513
AIFM2,0.017228182,0,0.008274769,0.02374896,0.012601299
TYSND1,0.158185556,0.098473558,0.267039543,0.134596125,0.201404654
SAR1A,0.298362686,0.291587051,0.162665178,0.411795294,0.412498771
PPA1,2.449140377,1.098967302,1.432963428,1.622147959,0.666310249
LRRC20,0.010111899,0.006265134,0,0.011673583,0
EIF4EBP2,0.364195116,0.383914304,0.350714355,0.233963553,0.545390781
PRF1,0.285035834,0.143765329,0.159746185,4.717553461,0.164534069
SGPL1,0.035146945,0.092089734,0.045730878,0.034514615,0.147922223
PCBD1,0.200611212,0.442442524,0.15723276,0.267150644,0.393673709
SLC29A3,0.028704382,0.037157646,0.027394282,0.055459407,0.015260885
CDH23,0.028556371,0.173124266,0.042325086,0.01324749,0.528772334
C10orf105,0.003222221,0,0,0,0.013452848
C10orf54,1.705179556,4.609462643,0.954809799,1.811414199,6.528138188
PSAP,2.185373381,16.91155857,2.443738049,2.064161016,22.76930326
SPOCK2,1.918798866,0.133123597,0.55661644,1.733002898,0.070747926
ASCC1,0.115782094,0.072253229,0.098868361,0.125307989,0.078189956
ANAPC16,3.509276921,2.817730026,4.977281366,3.018263134,1.7447697
DDIT4,1.65528901,0.620289403,1.086205583,1.500909858,0.469140584
RP11-442H21.2,0.029794867,0.012766938,0.014447276,0.011502185,0.074563987
DNAJB12,0.187889283,0.455417342,0.171505008,0.118901388,0.421562596
MICU1,0.128436545,0.420595958,0.036912575,0.186154103,0.237875588
MCU,0.034376381,0.022470294,0.025960456,0.040504092,0
P4HA1,0.074670072,0.105253193,0.152799865,0.111849537,0.114024552
NUDT13,0.012680988,0.01820763,0.026583887,0,0
ECD,0.179730039,0.102527074,0.101065294,0.123860232,0.068756553
FAM149B1,0.012070308,0.031412141,0.047451839,0.034565881,0.038715198
DNAJC9,0.394040191,0.094519496,0.369542866,0.596891106,0.102882565
MRPS16,0.495709609,0.796165676,0.372304731,0.628982844,0.707168514
DNAJC9-AS1,0.002539603,0,0.010466579,0,0
RP11-152N13.5,0.046371159,0,0.023648062,0.022907361,0
ANXA7,1.189079496,0.811339823,0.906775119,1.491056065,0.840970356
MSS51,0.014123417,0.006173221,0,0,0
PPP3CB,0.218057477,0.070639671,0.150087952,0.242750262,0.105753745
USP54,0.008710286,0,0.01637358,0,0
RP11-464F9.20,0.031020058,0.014269934,0.042272416,0.052097914,0.021893479
AGAP5,0.003282995,0,0.01695835,0.016174948,0
SEC24C,0.096367284,0.088349888,0.103562,0.178407158,0.130276027
AC022400.2,0.006141241,0,0.019951,0.012757706,0.017403138
FUT11,0.060127063,0.130605823,0.056168381,0.145749359,0.148230641
CHCHD1,0.465506944,0.371894126,0.344931814,0.380921508,0.472866489
ZSWIM8,0.064333633,0.067498374,0.123102115,0.100037234,0.125650796
NDST2,0.032323046,0.096376896,0.039987289,0.04626916,0.041464287
CAMK2G,0.416426213,0.230407884,0.192507825,0.30576285,0.157911957
VCL,0.103651819,0.185550965,0.117574306,0.233052648,0.177435701
RP11-178G16.4,0.041076527,0.016845432,0.018416308,0,0
AP3M1,0.137004633,0.071612954,0.199695469,0.129450848,0.12225637
ADK,0.490341093,0.388566198,1.595307236,0.219649927,0.82356398
KAT6B,0.159923781,0.120942024,0.1676511,0.135627393,0.052903528
SAMD8,0.097381563,0.052823711,0.055205076,0.035652372,0.09353764
VDAC2,1.451023176,1.517368603,1.534871766,1.369587549,1.615631112
COMTD1,0.154790897,0.236054645,0.130518761,0.180507859,0.185953701
ZNF503,0,0.169551433,0,0,0
C10orf11,0.005468709,0.347853526,0,0,0.206126607
KCNMA1,0.001300735,0.012357507,0,0,0.068382277
DLG5,0,0,0,0.012287201,0.024242563
POLR3A,0.04396327,0.11345392,0.027158862,0.0397302,0.026980705
RPS24,20.71117969,21.91969406,21.22373454,20.36322027,19.05367296
ZMIZ1,0.052277903,0.185532988,0.005131489,0.039137826,0.071449032
PPIF,0.076565395,0.624105313,0.157556629,0.099887936,0.181105633
ZCCHC24,0.003176358,0.074706095,0,0,0
EIF5AL1,0.313549745,0.206429413,0.386819933,0.399474714,0.376502006
RP11-506M13.3,0.01285703,0.019693498,0,0.01491024,0.043810829
RP11-119F19.2,0.023843989,0.020927672,0.029284966,0.01480363,0.041549537
RP11-773D16.1,0.042333612,0.02617121,0.068338137,0.041811564,0.042861308
RP11-182L21.6,0.045555758,0.053566467,0.072342858,0.094698538,0.034174496
SFTPD,0,0,0,0,0.06954379
TMEM254-AS1,0.005296276,0,0.010646498,0,0
TMEM254,0.100990538,0.028609243,0.094584554,0.075198323,0.028464437
ANXA11,1.491662686,1.125849284,1.040914553,1.881789724,1.32014022
FAM213A,0.091802879,0.044578449,0.094578963,0.042070965,0
