gse,cell.types,n.cell.types,title
GSE69000,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE69066,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE69072,CD8 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE69103,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE69228,Dendritic cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE69252,NK cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE69391,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE69606,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE6962,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE6965,Immature Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE6972,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE69764,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE70013,Basophils,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE70214,NK cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [HuGene20stv1_Hs_ENTREZG_17.0.0]
GSE70323,Plasma cells,1,"[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [hugene10st_Hs_ENTREZG, Brainarray v18]"
GSE70345,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG_v20]
GSE70398,Plasma cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE70399,Plasma cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE70528,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE70683,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE70760,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [hugene10st_Hs_ENTREZG_19.0.0]
GSE70762,T cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE70818,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE70910,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE70927,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE70954,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE71045,CD8 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE7123,PBMC,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE71274,Tregs,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE71290,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE71370,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray ENSG Version 16]
GSE7158,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE71724,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [Gene Symbol Version]
GSE7182,B cells,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE71838,endothelial,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE72358,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [probe set (exon) version]
GSE7247,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE72530,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE72533,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE72545,NK cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE72619,fibroblast,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [HuGene11st_Hs_ENTREZG_18.0.0]
GSE72620,fibroblast,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [HuGene11st_Hs_ENTREZG_18.0.0]
GSE72693,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE72752,CD8 T cells,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE73292,Th1 cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE73341,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE7345,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE73452,Plasma cells,1,"[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [hugene10st_Hs_ENTREZG, Brainarray v18]"
GSE73469,endothelial,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE73482,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [hugene10st_Hs_ENTREZG_19.0.0]
GSE73542,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE7355,endothelial,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE73599,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE73608,PBMC,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE73613,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE73622,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE73764,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE73945,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE73954,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE74123,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE7429,B cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE74452,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE74453,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE74874,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE7497,T cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE74970,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE75267,T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE75333,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE75676,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE7568,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE75723,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE7577,Macrophage,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE75793,endothelial,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE76022,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE76137,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE76237,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE76293,Neutrophils,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE7638,Monocytes,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE76484,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE76546,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE76561,Macrophage,1,"[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene10stv1_Hs_ENTREZ, Brainarray v14]"
GSE76563,Macrophage,1,"[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene10stv1_Hs_ENTREZ, Brainarray v14]"
GSE76598,Tregs,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE7664,PBMC,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE76736,Macrophage,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE76737,Macrophage,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE76803,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE76880,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE77239,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE77259,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE77270,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE77474,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE77539,Plasma cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE77540,Plasma cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE77601,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE77653,Plasma cells,1,Affymetrix Human Genome U133 Plus 2.0 Array [CDF:gahgu133plus2_2.2.0]
GSE77753,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE77758,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE77906,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE77909,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE78004,Tregs,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE78014,endothelial,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE7803,NK cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE7807,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE78107,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE7846,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE78697,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE78699,Monocytes,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE78716,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE7890,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE7893,Monocytes,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE78947,fibroblast,1,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [transcript (gene) version]
GSE78958,NK cells,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE78982,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE79127,CD8 T cells,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE79196,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE79450,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE79533,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE79545,White blood cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE79547,White blood cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE79765,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE79938,NK cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE79939,NK cells,1,[HG-U133B] Affymetrix Human Genome U133B Array
GSE79940,NK cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE80008,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE80161,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE80447,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE805,Monocytes,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE8056,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE8059,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE81246,PBMC,1,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [transcript (gene) version]
GSE81327,Macrophage,1,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [transcript (gene) version]
GSE81413,B cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE81554,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE8166,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE81723,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE81870,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE81984,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE82051,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE82160,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE82166,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE82315,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE82316,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE83297,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE83464,Immature Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE83530,NK cells,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE83641,endothelial,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [HuGene20stv1_Hs_ENTREZG_16.0.0]
GSE83642,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [HuGene20stv1_Hs_ENTREZG_17.0.0]
GSE83686,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE83716,PBMC,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE83896,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE83913,fibroblast,1,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [transcript (gene) version]
GSE83920,Mast cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE84072,CD8 T cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [probe set (exon) version]
GSE84147,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE84205,NK cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE84251,CD8 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE84300,T cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE8440,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE84551,endothelial,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE84723,NK cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE84740,Dendritic cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE84791,Macrophage,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE8515,Macrophage,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE85180,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE85260,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE85333,Macrophage,1,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [gene name version]
GSE85482,gamma delta T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE85487,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE85933,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE85960,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE8608,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE86181,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE86234,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE86256,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE86260,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE86273,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [Gene Symbol Version]
GSE86284,CD8 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE86298,Macrophage,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [hugene10st_Hs_ENTREZG_19.0.0]
GSE8650,PBMC,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE86574,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE8658,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE86594,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE86613,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE86622,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE8668,Neutrophils,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE86984,Monocytes,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [HuGene20stv1_Hs_ENTREZG_17.0.0]
GSE8699,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE87072,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE87385,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE87434,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE87436,fibroblast,1,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [transcript (gene) version]
GSE87437,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE8772,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE87865,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE8823,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE89292,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE89375,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE8939,B cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE8952,endothelial,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE89565,Plasmacytoid Dendritic Cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE89933,PBMC,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE90010,Macrophage,1,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [transcript (gene) version]
GSE9006,PBMC,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE90141,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9031,GC B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9055,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE90763,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9077,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9080,Monocytes,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE9089,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9101,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9119,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9151,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9196,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE92354,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG 14.0.0]
GSE92357,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG 14.0.0]
GSE92368,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE93211,CD8 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE9335,NK cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE93616,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE93664,CD4 T cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE93696,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE93711,CD8 T cells,1,[HT_HG-U133A] Affymetrix Human Genome U133A Array (custom CDF: HTHGU133A_Hs_ENTREZG.cdf version 20.0.0)
GSE93712,CD8 T cells,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array (HGU133A2_Hs_ENTREZG_20.0.0)
GSE93720,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9390,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9429,B cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE94312,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9440,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9451,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE94718,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE94751,GC B cells,1,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [transcript (gene) version]
GSE94753,GC B cells,1,[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [transcript (gene) version]
GSE94923,Neutrophils,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE95038,CD8 T cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE95174,endothelial,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE95271,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE95279,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE95307,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE95405,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE95407,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9569,PBMC,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE9647,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9656,Plasma cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE96762,B cells,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE9677,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9709,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9715,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE97163,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE973,endothelial,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE97485,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE9773,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE97779,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE9782,NK cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE98078,CD8 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE98081,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE981,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE98216,fibroblast,1,[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
GSE98237,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE98265,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
