Gene,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10,mix11,mix12,mix13,mix14,mix15,mix16
P2RX5,2.899022315,17.22597881,12.74377848,18.20706899,39.95755229,14.74520968,32.20583521,79.27217674,68.50341116,9.099085437,8.649134975,66.82293407,37.82403903,14.10140655,9.922738346,31.46337191,12.71388654
P2RX6,1.553048806,0,0,0,2.026123565,0,3.151828398,0,2.223578603,0.660082175,0.499589081,0,0,0,0.673093451,2.093803963,0.384728034
P2RX7,3.254649117,17.7746541,19.10516509,23.09271924,5.620181377,16.23230549,10.74663114,27.65412902,28.5328625,11.11796559,15.1225941,16.23594059,28.24242456,8.613206308,10.92235712,12.65377149,11.7686833
P2RY1,0,0.666188827,0.698233402,0,2.025964886,0.676348312,0,0,0,1.399041499,1.20896929,0,4.506561122,0,0.754326884,0,0.69741788
P2RY10,4.158384816,9.841235491,37.84518265,14.29264432,19.91032893,26.76355935,10.01629186,29.48008618,34.9655409,11.56811091,9.983629934,22.8147346,34.18925139,12.53452204,11.10137306,17.46323489,13.40081082
P2RY11,11.98735387,12.093411,9.105384142,9.416280836,21.35985928,23.41804409,7.079128381,15.64632731,16.57473024,14.14107388,12.24035142,0,0,16.35348644,12.81961425,13.87856948,12.24366489
P2RY12,1.696313579,0,1.772893542,0,3.467107921,0,0,0,0,0.648000144,2.163113385,0,0,0,0.280862999,0.867025383,0.484277574
P2RY13,16.38909893,6.037808371,26.86120029,79.46006381,15.29640438,23.74873493,38.42672631,82.90155963,41.8597535,38.50530102,22.07572974,46.13579862,30.56116087,23.92807319,42.93615803,17.52900733,44.19096193
P2RY14,4.189423053,2.546358863,4.43654375,5.818504758,9.458205305,2.584172205,0.864229916,16.60290815,7.82038081,7.402562758,4.537194103,3.702266215,8.571129961,1.682295478,3.96536842,5.400436855,3.996208274
P2RY2,24.87151225,20.06830045,15.30113976,21.71773807,29.69181952,19.96458719,24.61156257,2.986415524,3.853800017,25.74630823,23.87224453,23.71046975,14.78461602,19.88704981,22.81310011,20.99247509,24.31433635
P2RY4,0,0,1.412927464,1.54172757,0,0,0,0,0,0.440815972,0.363020033,0,0,0,0.212415129,0,0.292862945
P2RY6,12.17722148,4.432663952,4.580779347,7.928373823,6.633700966,8.096624185,10.49590687,6.143991429,1.660966532,5.052711397,6.563987079,4.831625312,8.725480392,5.271850825,4.226187171,5.918329659,4.509495853
P2RY8,7.552478615,23.43946301,47.75757231,41.80506945,32.0269246,39.35378582,32.1189408,87.09631705,83.71961933,17.61051367,23.1339724,46.61561627,51.4922019,28.41595082,33.75659625,28.0150326,21.51386023
P3H1,15.13381766,11.90264881,22.6613174,33.16928166,14.88781364,17.85652875,17.3348136,33.5409592,24.00947212,20.4548318,20.23634483,27.8202694,39.99045678,10.32730911,18.34802921,20.00912691,19.88709769
P3H2,0.668661411,0,0,1.550868359,0.68648619,0,1.37821654,0.811236639,0,0.376524318,0.59741607,0.742099465,0,0,0.312232505,0.34275786,0.486038382
P3H3,0,1.006868469,0.833614633,0,0,1.021474517,1.025018826,1.191472573,1.153262073,0.549954583,0.392084524,1.096034946,1.125018198,0,0.817370766,1.016803892,0.274090042
P3H4,18.99210423,15.2920599,13.89211814,9.646002096,18.75140738,17.15765452,12.86990717,6.812027176,7.761687627,20.46123706,20.36738481,14.15320455,11.80719059,20.27861264,18.73433591,20.674455,20.06936449
P4HA1,36.17695669,37.59440723,69.08179127,62.93994189,38.63129267,58.44831167,32.94505766,124.3765259,83.07146686,40.74139025,43.87519922,33.83655963,93.55642127,23.23936132,48.96868615,58.4892661,51.2138304
P4HA2,57.32346115,45.38103454,34.17291584,28.01486753,47.52527036,24.6957511,39.11614033,8.526371002,14.74222572,44.76541039,43.53222006,26.17521429,14.95470458,56.49664788,42.52392369,36.96526467,45.80514889
P4HA3,0,0.805576833,0.834644968,0.913679057,0.813703474,1.630717801,0,0,0.920497827,0.264560853,0.439346111,0.876077923,1.056150964,0,0.448401356,0.40283257,0.592971553
P4HB,896.7981756,860.2902177,548.4936871,487.0573164,780.5653444,666.8507989,757.4303642,274.046476,312.2272896,803.0959202,812.3650106,575.1715934,459.4790073,865.6358951,780.8893499,743.0376717,802.4016095
P4HTM,47.83635898,27.95616802,27.41127317,30.40322748,41.04734658,31.97157991,34.27094618,33.47250065,30.95353787,31.55160366,32.6425455,25.50098835,36.36382782,35.69944911,33.84630942,32.09292382,32.74994043
PA2G4,225.8969745,191.2203107,135.5657705,130.841288,167.0105131,149.5383531,189.8099549,57.19824524,93.95499154,189.0824191,189.2035213,164.1044353,97.98558267,204.5421099,187.1027853,183.4216522,192.6048566
PAAF1,25.17212429,35.3893752,20.13584379,17.62004846,30.05026347,25.83147942,30.25490372,6.605338461,8.114907219,28.10489803,25.51034875,15.33979643,24.63389433,30.90911944,26.06982692,26.45338705,27.14452681
PABPC1,1040.27582,1124.375733,1197.896187,1233.224443,1120.402423,1109.520456,1136.140066,1350.186059,1323.802098,1198.64063,1155.514508,1149.495032,1209.264159,1035.711728,1104.257784,1055.82888,1161.524728
PABPC1L,79.75658265,72.61077732,52.82677283,40.64105631,59.1402485,45.26244774,71.41666083,30.20205328,45.48457829,62.91640607,65.84146028,60.50973061,35.05125421,76.51756176,64.78371125,67.10241892,65.34158232
PABPC1L2A,0,0,0,0,0,0,0,0,0,0,0.163186899,0,0,0,0.113124059,0,0.090913665
PABPC1L2B,1.922392462,0,0,0,0.985790573,0,0,0,0,0.212950032,0.1584344,0,0,0,0.210184984,0,0.441345301
PABPC3,0,0,0,0,0,0,0,0,1.026545457,0.293753269,0.145597205,0,1.988561152,0,0.264655548,0,0.341499467
PABPC4,85.14163727,77.35947642,84.94067306,115.0934168,84.24968779,76.73738359,80.26479561,116.4367114,97.61888396,92.24541889,81.63141483,77.83945265,99.03371782,71.0771903,79.6611249,75.26704163,85.57763662
PABPC4L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PABPC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023448421,0,0.060567606
PABPN1,137.5876179,135.146965,151.5125871,143.6616366,149.8691282,136.1909369,141.4533612,126.1548684,127.0980941,152.7484973,150.3221148,167.1036639,160.1646638,163.115147,145.3653291,151.9626766,152.1857068
PABPN1L,0,0,0,0,3.023680167,6.352832178,3.056065065,0,0,0.923098098,1.061286481,3.204026283,0,0,1.194056464,0,0.765951756
PACRG,0,0,0,0,0,1.52866287,1.405416692,1.613027791,1.698215641,0,0.236018426,0,0,0,0.197809821,0.873424924,0.244286362
PACRG-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACRGL,5.258982526,13.34196748,3.251906072,9.961763552,9.127881494,5.718711668,3.044650513,6.548723358,13.94456795,7.981536093,8.952492188,6.088234556,9.510153083,4.974939732,8.866108828,14.06754422,9.98951758
PACS1,43.49605371,43.6306232,70.06394242,70.79300308,65.23736822,63.24408298,66.62225464,123.076409,107.909785,58.50365667,61.55859864,78.47565687,85.0358509,63.05293723,65.3286762,56.48302496,60.18336073
PACS2,23.80815094,28.58343558,28.94296969,25.60116939,22.50767559,22.71836332,17.97111341,19.47621946,21.4359524,26.16417978,26.08330297,18.98048737,22.17976492,20.38235474,23.62801072,22.77048699,25.09612712
PACSIN1,2.833590931,2.87158224,2.011843669,3.852373868,2.912999114,3.402644312,5.849927154,2.330418711,0,4.046634755,3.317836528,2.09612814,2.169169935,1.895342744,3.383766169,3.397470389,2.94659942
PACSIN2,46.36009855,28.23808806,45.21080558,65.49591516,50.87489933,47.12918516,52.54895023,58.54145278,55.0073635,43.86549865,53.50468174,45.31021768,60.5292232,49.13259824,56.43902315,52.61918839,50.52483319
PACSIN3,20.07093879,25.1014584,13.71137189,9.806336463,27.81399257,13.36438295,30.42204537,0,9.521438437,21.34714406,21.75045721,11.72558454,2.663769302,23.71764916,22.37462379,23.25253667,23.12357562
PADI1,0,1.03295463,1.077019358,0.975720753,0,0,0,0,0,0.225479755,0.186304522,0,0.95816482,0,0.120263906,0,0.234567426
PADI2,13.7216296,4.63526919,21.43802714,36.07112259,10.81549796,20.90944228,38.25412651,59.83569462,22.72667447,22.60720386,16.30938015,33.50271531,27.32227143,12.02864503,37.49787612,26.67843946,21.438746
PADI3,1.279355219,2.59255594,2.717961628,0,3.285352752,1.974150031,1.980209584,0,0,2.580608688,2.211660168,3.541688751,0.731093446,1.925916983,2.140849197,0.981721134,2.394212396
PADI4,15.78845788,9.741904975,25.83571449,77.29187782,9.540570908,15.53289095,30.39473198,63.33336431,43.4591287,44.71377814,15.46903035,36.86461123,11.35866507,22.11000276,18.4658165,23.40767774,36.91736663
PADI6,0,0,0.946180353,0,0,0,0,0,1.041179998,0.099297405,0.049284635,0,1.014828828,0,0.105458132,0,0.24745853
PAEP,5.44382262,3.08926519,2.403922876,0,7.295062644,4.317980455,0,8.097899028,0,4.515447796,3.365945073,3.031280598,2.570591371,0,2.854704809,0,3.515045193
PAF1,114.961766,87.78226693,69.45789701,87.48733786,76.61372528,87.58296262,101.0772152,44.17416952,53.77223427,98.67468685,98.23801346,79.07904768,62.00329788,92.03026794,96.90425133,111.2500429,95.21137036
PAFAH1B1,42.46951801,37.17862789,31.08388791,41.81427761,35.02039913,35.41768687,36.60232309,39.63735511,42.93746144,41.54731723,40.98031575,36.2740609,42.4627578,42.95477026,39.52478632,36.27865125,41.44104712
PAFAH1B2,52.06306203,33.9704925,53.4409369,37.07650824,52.40626257,45.73459953,45.96399947,37.89567786,51.74289921,51.61480465,47.6262295,43.03414854,44.08817448,21.84825607,41.9028048,54.61475433,43.84396065
PAFAH1B3,86.41454609,67.89778007,41.6068798,42.79757489,101.2912171,45.79338776,55.41187383,10.17152502,27.4113453,61.23639024,69.2739812,56.07601156,31.74172278,56.3139261,65.17681662,63.94205773,62.78830462
PAFAH2,12.43689715,8.287253014,13.45518196,13.97608718,9.899231041,11.40962245,8.774937291,13.76712669,11.84085823,10.44680728,11.73683182,14.00637243,17.19475399,12.70832274,11.3598647,10.19484052,12.19367921
PAG1,5.902495006,8.959966175,19.48016724,19.12446051,13.20252499,13.10258341,10.99420641,28.84343316,29.78378554,10.76163475,11.76737224,14.93654793,22.64180508,11.93028508,14.56269033,8.461262127,11.00008445
PAGE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAGE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341362628
PAGE2B,0,0,0,0,0,0,0,0,0,0.657844846,0,0,0,0,0.295144722,0,0
PAGE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAGE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAGE5,0,3.768881317,0,0,0,6.064890276,0,0,0,0,0,6.279617786,0,0,0.126300857,0,0
PAGR1,32.09240062,27.65976322,28.4561984,23.88598021,25.35720356,23.82212173,26.06435904,10.90679187,22.97077072,27.63756226,27.80779231,23.33545288,15.079981,25.86700458,27.00042886,28.2622416,29.3785758
PAH,0,0,0,0,0,0,0,0,0,0.295885611,0.385124941,0,0,1.550014406,0.277229373,0.789856362,0.257528044
PAICS,99.14977368,99.90267519,67.99668524,42.84750112,97.78113028,78.42437994,89.37763929,16.58996581,31.75509017,92.07514953,92.88712487,80.47465427,37.42947443,88.07438658,91.5092065,73.98141977,94.7729326
PAIP1,47.32774118,47.38124557,43.44240151,36.76314989,31.42124783,38.72346971,45.16187808,35.25726863,27.91984731,46.4169792,48.04259195,41.17108514,29.71823914,43.44707882,47.83919788,37.69451322,48.9654993
PAIP2,183.1926801,167.0518497,195.1698093,155.7426369,137.8238247,157.2393976,145.0202954,153.1338888,162.0560909,165.9782179,168.9785673,154.7088692,141.8834066,162.7999067,172.3841494,155.0112696,173.0154587
PAIP2B,3.734741298,1.978767247,1.672194625,2.290665816,3.61347773,3.526877469,4.177861851,0,4.21997808,4.119235202,3.421605843,3.462651963,3.948980011,2.34400613,3.444322842,6.056890335,3.908280972
PAK1,20.21572706,17.91538745,67.29093983,72.49880331,30.71857306,41.59791768,34.62754098,96.82673548,62.65837095,41.92311532,45.94480669,68.93574781,71.0573707,22.98843547,40.18584104,31.33446008,40.24380069
PAK1IP1,25.51274905,19.74970382,28.31736139,15.44186824,32.23796733,23.09320618,32.46103763,5.297668816,11.96801744,27.88982569,25.66882743,24.66681941,21.77396276,34.68762724,25.74645136,20.7141569,26.00307209
PAK2,57.69587682,54.95276063,64.92173182,74.54256677,57.02143388,58.09454676,58.02442467,73.39246423,63.86256411,65.31378828,68.69767095,70.02550604,69.15954515,56.90121381,63.88790995,61.83531522,64.44794236
PAK3,0,0,0,0,0,0,0,0,0,0,0.041578003,0,0,0.962182319,0.050382566,0,0.144436869
PAK4,80.39130892,90.85104038,54.97778115,40.37321555,67.87860298,54.03999341,69.86061848,8.122396802,23.33381473,70.91024635,71.62422677,47.67874943,31.19447308,88.97454011,69.81896082,70.84744402,70.66137866
PAK5,0,0,0,0,0,0,0,0,0,0,0.023419849,0,0,0,0.018169482,0,0.023193357
PAK6,2.003017979,0,1.731372299,0.946183879,1.09137201,0.840189978,1.685877213,0,0,1.291201982,1.133925002,1.805904487,0.608187846,1.064890335,1.356736435,1.25398844,1.237713345
PALB2,5.925142687,5.504071189,6.833822203,6.326728093,4.060362414,2.540905507,8.664222348,4.220044731,6.416967829,7.064413605,6.487171673,4.929659033,5.666333424,6.440467928,6.24032511,7.831340314,6.572506523
PALD1,1.625266712,1.646455441,0.860902782,0.940967791,2.687575915,1.670999502,0.838228971,0.980504809,2.846872125,0.836088076,1.937928515,1.795900261,1.502250652,0.815766824,0.795390645,0,1.082611844
PALLD,7.524680633,9.705817759,7.259533024,9.003013896,23.49700129,11.83131398,10.18943386,5.704044977,4.906312012,10.6433179,17.53749113,6.127583002,4.7667039,8.863012764,8.247674636,7.800278419,10.26244732
PALM,5.84694452,1.696065163,3.191775171,3.875615615,10.17072954,0.77432082,5.036206705,0.241904128,7.730565076,4.890189242,5.619014193,3.699014558,7.087137562,7.563618922,4.313433428,3.230720161,4.826956742
PALM2,1.306818933,0.506289427,0.226250938,0.504520108,0.25469326,0.78354867,0.229855001,0.550890138,0.2934833,0.496074699,0.235903534,0.469721149,0.245286609,0,0.390985772,0.468252748,0.475219137
PALM2-AKAP2,1.200565847,0.463135899,2.044641443,5.965195319,4.148349778,0,8.058288565,0.857652617,0,2.027467263,0.085422582,4.187238934,4.78E-05,4.214835209,1.51451427,5.194397492,1.97975419
PALM3,13.05129463,11.33126124,8.872122262,4.308242161,9.562253225,8.622893107,7.690848707,0,3.25173714,9.510444206,10.46283073,6.171621992,3.170458887,5.616048956,9.649854079,7.151819243,9.274051702
PALMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019967805,0,0
PAM,24.40873954,24.54776217,19.70726732,51.71531219,16.31370516,14.83058375,40.62776496,15.79795108,13.14233042,21.35225587,20.95945574,17.98024862,9.579414331,20.02437383,20.61513304,19.92253701,21.76684998
PAM16,136.4897966,97.76020088,82.9547169,62.51097616,117.8348364,85.11158323,65.58022383,6.635294024,58.69958596,86.82011993,97.75682584,98.79564444,19.72374001,158.2838746,85.55639761,68.68282446,102.8570763
PAMR1,0,0,0,0,0,0,0,0,0,0,0.041136586,0,0,0,0.015989397,0,0.082498202
PAN2,30.18194605,32.31337354,42.59670794,35.39106591,33.05640963,33.0927227,36.06243081,53.49700194,51.06419258,35.87103701,37.57449442,52.02403928,30.04576525,27.04169306,36.71798103,35.13634999,37.83224032
PAN3,21.41046044,27.03737208,31.25471242,37.0396082,31.31165749,31.18948144,30.10668449,44.57748763,45.19148187,33.20212417,27.84576916,33.43850925,32.17151295,19.57785878,28.78424849,26.96362957,29.81695702
PANK1,7.153461039,9.185907964,6.405851808,1.401269365,7.069659486,8.65532062,5.525628262,0,0.89510418,7.78556902,6.615344942,4.230099623,2.068654994,4.838689888,5.888153839,5.479716938,6.379445308
PANK2,21.74383158,18.43102435,30.0913773,37.52296949,18.12215548,31.13020921,25.62429183,40.96269251,31.66926894,25.66959849,23.91179608,31.88048092,47.52702351,26.9832922,23.08012222,18.52418662,25.07683853
PANK3,44.11045165,30.613384,36.60594174,38.6324074,35.38479354,26.11039429,36.79018759,16.89890532,17.0642707,33.96805504,37.76839772,24.76776806,20.7386362,38.80870447,34.72306767,34.00383361,35.69226506
PANK4,13.33257155,13.50686475,20.78043134,16.35493642,13.68543116,24.19243244,16.18046691,15.15637182,16.50205179,19.14709907,19.02793185,20.80584515,21.42574819,23.61780799,19.1366302,15.2440674,20.6567528
PANX1,9.695947461,11.41073642,11.14731013,11.82159954,15.3145391,9.970947903,6.197052775,14.43422679,9.603923421,11.39628534,10.71423857,11.54746046,9.34896633,8.235053629,11.55571497,16.02370923,10.33418921
PANX2,6.033139837,0.700318689,3.668237505,10.18068206,3.463514981,3.489700075,4.84171769,7.474612475,6.486018147,5.662395014,6.563976861,7.465577471,5.391028382,4.086104548,4.957597002,6.66145017,5.676552751
PANX3,0,1.403355224,0,0,1.418678658,0,0,0,0,0.604999209,0.224112202,0,1.551856074,0,0.335202775,0.708664289,0.075361785
PAOX,7.814404958,5.295504306,6.794427063,4.853782574,6.615645592,5.353438872,3.99459488,9.879820238,1.760065338,3.722425928,4.904777602,5.084186376,5.284981104,2.160832066,3.295564941,3.303434246,3.799984616
PAPD4,27.17417019,26.76269278,27.83287973,38.47082656,35.98425917,23.78761192,39.24582232,52.5774734,50.66732557,30.50784086,34.71940546,24.11828643,36.68570179,22.69967626,30.27263139,28.11862869,31.51118666
PAPD5,5.07012525,11.61722749,16.23261596,7.466945978,9.46913147,5.692531039,12.80060453,20.31420427,18.56427056,9.50499297,9.855189861,11.20735323,11.16223591,8.341554648,9.421011641,14.21225101,9.667197009
PAPD7,27.59128772,36.40087131,19.61587508,29.54644141,43.2007738,32.9346804,26.31661157,23.67476964,24.12140423,26.16331536,27.08416596,32.46848451,24.76693549,32.13116031,26.51128518,24.04464018,27.85837776
PAPLN,4.447238311,3.436932197,5.279566077,8.926586126,2.845019233,4.767585073,4.456329355,6.529466528,9.27164699,5.94408655,4.746125786,2.634708078,6.976787668,4.784257793,3.85943314,4.514048202,5.864021678
PAPOLA,115.6347501,126.2573401,129.8121383,154.6543059,138.5006468,115.8387507,137.5882145,148.7672801,122.2022963,128.103262,121.4958324,136.1605265,114.3497929,109.6042364,123.7556337,108.9150667,125.288547
PAPOLB,0,0,0,0,0,0,0,0,0,0,0.052788382,0.521051381,0,0,0.005120979,0,0.026396625
PAPOLG,7.535548794,9.545964084,4.514312674,12.95149754,5.325870746,6.230055606,9.236988251,13.05938231,11.06469205,9.129515145,7.686986784,9.592251673,8.789836103,5.335385584,8.047332394,6.988040471,8.162675473
PAPPA,0,0,0,0,0,0,0.22449298,0.268160004,0,0.024735687,0.074184956,0.483891855,0,0,0.050296201,0,0.08634054
PAPPA2,0,0,0,0,0,0,0,0,0,0.051497601,0.025675866,0,0,0,0.009311747,0,0.025674886
PAPSS1,45.28307967,49.80058514,55.32794895,69.18105651,56.26260945,36.19072455,48.6202155,49.37574879,42.05896974,45.68057747,46.67734539,53.62843169,47.47875392,47.51919656,49.09808192,43.96563638,48.65073652
PAPSS2,23.55654423,29.71358371,20.61117815,11.76145562,20.4445096,19.39370478,19.25284867,10.21497159,8.070621583,23.68039814,26.13053277,15.72991821,15.00442114,16.28304357,23.81871407,24.43753153,26.14063902
PAQR3,7.351798787,10.0995651,8.17454769,10.48990797,5.805726607,3.326211836,6.325971792,9.344761259,5.326263141,6.822806808,6.101930928,5.009760823,10.99410619,5.405647537,6.220066755,9.323828075,6.112801104
PAQR4,21.71112148,18.99690454,18.34601371,19.81170405,19.91043094,12.54419088,19.29437477,10.18796066,4.496785242,18.77128181,23.4276827,7.611698092,23.81419482,20.93433056,18.99777153,17.00301901,21.34157926
PAQR5,2.668822281,3.101245149,1.219846382,2.371484309,1.568471394,2.425219991,2.361781745,1.404123934,0.93249932,2.032372699,3.04246183,0.893516774,2.378646787,0.764947328,2.547315146,1.580664219,2.795816818
PAQR6,13.17615247,12.09499844,7.90916362,11.50935817,7.735679517,11.56911438,11.62707197,1.487289942,12.51821688,11.16680418,11.82754375,11.75281335,7.218359002,13.98117878,10.8891354,8.326972982,12.14877126
PAQR7,5.764073563,0.75548882,6.023101646,8.844487473,5.753147271,2.496513245,4.576114205,5.251019626,1.860478422,4.646078981,5.652305524,6.163611813,6.9387198,1.706255098,4.494362695,4.689975295,5.793227476
PAQR8,2.534903087,3.015345333,2.747446253,5.8883296,3.042755619,4.421138439,2.21590649,9.272669078,5.623829154,2.448601726,2.536467208,3.265037335,2.923554324,3.014649345,2.40943625,1.93957839,2.797908979
PAQR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARD3,22.34085719,23.29596419,13.6866147,6.827041397,15.36500071,10.77193672,11.53711611,0,2.354335811,18.36492232,15.91616626,11.85563142,8.49850386,16.31573771,15.46618658,14.13856631,16.66860513
PARD3B,0.574285842,0.688478123,0,0,0.573374551,0,0.701121859,0,0,0.774101864,0.562225688,1.504180191,0,1.669382837,0.593038684,0.293801931,0.76002212
PARD6A,3.687016313,1.865478209,3.845425845,4.188673015,1.882601246,0,7.589576267,2.14268347,8.29957667,5.809569358,4.448848269,2.011971157,0,7.414597775,4.365101089,4.697701982,3.942408074
PARD6B,56.11713336,50.23240767,30.3537871,19.3298475,48.74701736,41.08310306,40.60217229,3.248596203,12.95552322,47.47830119,46.75738628,29.52334449,21.36333449,53.71500273,44.89864071,45.72039284,46.44133544
PARD6G,3.834279675,3.84443326,1.940541749,14.79502833,2.448265699,1.286531442,14.25736406,1.268846843,1.290025615,2.515462248,2.521033509,3.02930921,2.526463986,2.685490075,2.39029962,0.995718022,2.323987036
PARD6G-AS1,0,0,0,0,0,0,0,0,0,1.145695487,0.554217835,0,0,0,0.517449046,0,0.570406297
PARG,13.95201454,25.40222729,23.12259027,13.09380198,15.94946963,16.5244962,16.44609305,2.285432215,17.44409703,17.16193132,14.722493,17.33371248,12.81802314,31.75514617,13.89074803,15.94558759,12.74140694
PARK7,611.6782884,573.2649362,386.511896,379.7076705,507.6021461,426.8835441,481.0326313,152.1838021,233.5262845,536.9682363,521.6785571,386.2473081,323.7497489,563.9033332,509.0595398,515.4254597,528.5611214
PARL,69.53042706,85.48782721,61.56986759,56.78877533,72.56979745,61.44490195,79.18007347,58.34069233,69.2435776,73.60217008,71.76068228,73.00071538,46.45263225,66.15794905,70.38678758,68.77940243,74.00452626
PARM1,7.858552018,9.159250573,5.865734335,1.834266483,9.294142816,6.472547215,8.924650783,2.407809887,2.795738848,9.063418066,12.63465211,6.982768747,4.521962488,9.460442889,9.164577639,10.45462366,9.480813745
PARN,30.6174592,31.68251442,26.21133761,26.01672951,28.48918197,28.07338773,37.4776933,31.76446197,25.7621848,32.60947155,31.27030416,22.80589734,28.192168,27.35682032,31.36824491,30.94824944,33.84760113
PARP1,86.60361784,83.6797262,62.70898199,64.5044316,76.07829785,61.14719015,72.75950132,39.33054912,56.49294694,76.26587798,78.49876225,65.34278031,54.30014494,78.30725151,74.1164743,65.94777971,78.07989738
PARP10,12.79138713,15.58497385,42.16637608,46.29832838,30.47542276,42.36988876,38.86804369,74.46391742,94.40132933,22.82323248,29.97290876,40.82937566,53.25750285,15.87607264,31.0410472,23.59548013,25.67674814
PARP11,4.323092122,7.372865364,6.512458527,4.924772106,3.982983857,4.721209244,6.000543826,9.207960702,11.51983564,5.454438377,4.795027928,5.849288763,6.999851952,3.809647396,5.372950159,5.358565322,5.018935744
PARP12,14.30105551,23.34172268,38.72890207,53.6052207,28.5421241,31.89566059,25.40632371,57.74742686,70.06603478,26.29624903,30.37802428,34.60502698,39.28640315,18.5136115,26.40422468,22.56596373,27.65460129
PARP14,17.28923283,19.76625135,44.89372996,60.27333595,27.17859754,34.75486447,30.51002122,93.34673024,71.8875252,24.81255913,33.35749791,42.53909229,55.51430472,16.82907617,29.90498215,31.14510563,31.72791418
PARP15,7.481650039,8.887225046,13.12215079,27.76362836,29.67170166,11.51220584,15.46942876,52.13997972,40.13819833,9.52709706,12.36141864,69.62650395,38.42431906,8.352961191,14.90651018,17.79037629,13.50018281
PARP16,10.67777136,9.149968089,13.2741195,11.41063464,10.95794613,7.597796524,7.624694132,8.916155842,13.42338371,9.117243662,10.85321453,14.91763847,11.20470753,17.31482237,10.06729938,8.401731771,9.477647231
PARP2,50.86585013,38.03572194,28.92523626,29.46317489,37.49363407,40.41040946,35.7256221,16.98484213,15.21966471,40.92155619,39.83295296,36.07582955,29.47766832,37.64147863,39.27683701,40.40625419,40.8476888
PARP3,4.455566276,6.318486216,4.714329994,2.060603181,6.399429933,6.411644047,6.433100985,12.83836857,12.4257681,5.135201652,4.950750026,7.869453643,9.083101922,5.368097985,4.88804308,2.278916039,5.371402602
PARP4,33.95769637,29.27541418,41.46138715,46.07726501,30.45283144,31.22811081,31.25722141,46.96166712,45.06551338,35.94685249,37.88019383,42.52543986,45.31542911,34.04640495,34.62592444,31.40735186,39.08187107
PARP6,56.53029436,69.94754302,60.83049601,73.50923201,59.48016105,58.37957345,80.33019148,90.14903114,86.84175968,66.3575522,60.22445222,71.98247094,77.89984318,61.09522145,65.99137208,58.65860089,62.55481947
