Symbol,myeloid.dendritic.cells,macrophages,neutrophils,B.cells,NK.cells,memory.CD4.T.cells
NEU1,168.8,247.8,116.5,65.5,61.3,66.2
NEU2,1.2,3.0,5.3,1.0,3.8,2.7
NEU3,3.9,2.1,4.6,4.3,3.9,25.5
NEURL1,8.9,16.5,25.0,14.4,13.4,41.9
NEUROD1,0.6,3.3,19.0,3.4,9.3,13.2
NEUROD2,17.0,30.5,63.0,25.7,66.9,94.6
NEUROD4,7.8,4.8,68.2,24.9,67.4,122.3
NEUROD6,13.7,16.0,28.6,14.9,32.5,106.6
NEUROG1,15.2,3.6,6.7,0.8,15.5,38.9
NEUROG2,1.2,0.8,4.1,1.0,1.4,6.4
NEUROG3,2.4,1.6,9.0,4.1,1.7,47.2
NF1,7.3,3.9,1.5,1.3,3.0,17.8
NF2,6.3,1.3,1.8,1.0,2.7,3.0
NFASC,2.1,1.4,6.5,2.3,4.8,8.0
NFAT5,10.1,25.6,92.7,12.0,3.8,62.2
NFATC1,1.6,1.7,2.5,3.8,2.3,7.3
NFATC2IP,18.1,36.1,43.2,53.4,78.9,147.7
NFATC3,9.2,14.8,31.4,11.4,44.8,135.5
NFATC4,3.3,2.1,4.9,8.2,3.7,7.4
NFE2,22.3,17.8,519.1,0.9,7.7,31.5
NFE2L1,146.7,187.3,138.1,124.3,143.1,77.7
NFE2L2,1624.8,1144.3,1663.1,446.6,582.7,238.3
NFE2L3,143.7,78.7,36.7,29.5,38.3,67.8
NFIB,0.8,0.7,2.0,0.4,1.7,2.3
NFIC,11.6,19.1,39.2,2.0,4.9,10.2
NFIL3,959.8,181.7,7797.3,194.3,546.9,51.6
NFIX,2.5,4.6,10.4,3.9,13.6,5.1
NFKB1,137.3,342.4,678.7,281.7,289.1,521.5
NFKB2,4.2,2.8,6.6,3.6,3.1,8.7
NFKBIA,448.5,534.6,15747.5,329.4,317.9,419.1
NFKBIB,21.4,3.2,16.4,13.5,40.1,64.1
NFKBIE,335.9,282.0,203.4,118.2,66.6,103.6
NFKBIL1,6.7,8.8,15.1,4.1,24.2,10.1
NFRKB,37.0,46.8,54.8,74.3,71.7,174.7
NFS1,160.7,87.7,107.3,199.8,183.8,168.5
NFU1,187.7,151.6,41.8,178.9,185.2,101.9
NFX1,6.7,0.8,7.6,1.4,8.0,53.0
NFYA,2.2,24.2,76.5,1.6,4.3,9.0
NFYB,44.8,14.2,1.4,38.7,50.1,28.1
NFYC,27.6,58.1,76.5,34.2,15.4,64.2
NGB,4.1,3.0,2.9,2.2,18.8,4.8
NGDN,3.2,5.1,3.4,5.7,31.1,43.6
NGF,1.4,1.7,17.7,5.9,4.2,11.9
NGFR,4.1,2.7,5.3,3.5,9.0,8.9
NGFRAP1,557.8,4816.3,10.5,61.9,89.2,341.6
NGLY1,16.2,16.7,104.5,15.8,29.4,124.3
NGRN,534.8,334.4,71.6,403.6,471.1,141.0
NHEJ1,88.9,71.8,54.1,131.5,161.1,247.9
NHLH1,5.2,5.4,46.9,6.6,6.8,18.2
NHLH2,1.0,1.2,1.4,0.6,1.4,5.1
NHLRC2,68.8,37.3,4.8,212.7,130.9,58.6
NHP2,213.4,241.0,104.0,424.0,302.3,268.9
NHP2L1,110.2,91.1,81.8,249.2,210.3,255.6
NHP2P2,24.9,23.3,4.3,46.2,23.6,58.1
NID1,5.3,8.2,1.1,0.8,12.3,2.2
NID2,2.2,1.4,10.4,8.9,28.3,43.7
NIF3L1,157.7,204.0,3.6,259.3,263.2,316.0
NIN,9.7,1.9,4.4,2.5,9.3,7.7
NINJ1,138.2,358.2,1659.5,5.4,84.4,77.5
NINJ2,163.0,100.6,526.4,106.7,53.3,100.3
NINL,85.0,53.4,28.1,47.4,110.6,63.8
NIP7,13.6,48.9,4.7,23.4,18.8,7.8
NIPA2,180.8,204.3,74.8,279.6,185.7,123.9
NIPAL2,73.3,57.5,94.1,84.8,129.9,183.5
NIPAL3,2.2,3.6,3.9,2.1,2.4,21.3
NIPBL,33.7,57.4,173.9,62.8,86.2,198.8
NIPSNAP1,27.0,51.5,14.8,27.7,60.0,121.6
NIPSNAP3B,19.3,28.9,72.3,125.4,55.8,114.1
NISCH,632.5,260.6,377.4,879.7,1017.3,740.9
NIT1,192.8,216.9,169.7,108.9,113.2,203.5
NIT2,169.5,199.6,4.9,357.2,150.7,227.1
NKAIN1,13.1,16.9,80.4,33.2,9.0,97.5
NKG7,0.7,0.9,2.7,2.3,3460.9,50.5
NKIRAS2,106.6,120.5,121.2,59.4,109.3,68.2
NKRF,108.0,73.4,19.7,153.8,108.6,92.9
NKTR,0.3,0.6,3.6,0.5,0.6,17.5
NKX2-1,2.5,1.1,6.0,3.6,4.6,5.8
NKX2-2,0.5,0.5,15.5,0.3,0.9,3.0
NKX2-5,3.6,7.5,6.5,13.0,9.0,6.7
NKX2-8,4.5,2.4,3.5,3.7,6.8,6.5
NKX3-1,2.6,3.9,3.8,2.7,6.2,12.6
NKX3-2,10.3,3.3,7.1,5.4,4.9,8.0
NKX6-1,2.2,2.7,4.3,2.0,4.4,10.9
NLE1,17.6,5.5,5.6,25.0,8.8,13.4
NLGN1,0.5,0.2,7.4,0.6,10.1,26.9
NLGN3,14.8,6.0,21.1,1.4,4.2,45.9
NLGN4X,1.9,0.4,14.6,1.4,20.9,19.0
NLGN4Y,2.9,6.3,4.3,15.2,28.7,4.1
NLK,41.1,33.8,19.7,47.9,35.8,57.3
NLRP1,4.2,2.0,92.5,53.6,76.7,237.3
NLRP2,33.7,107.0,48.1,174.5,266.6,100.2
NLRP3,1.1,1.3,17.7,1.3,1.7,3.1
NLRX1,181.9,116.1,176.7,59.1,164.3,112.9
NMB,218.2,146.3,10.3,47.8,93.7,123.3
NMBR,22.9,13.2,6.2,14.8,35.2,67.4
NMD3,205.8,90.0,33.1,72.5,75.0,148.8
NME1,154.8,269.0,64.3,172.5,108.1,207.9
NME1-NME2,640.7,1030.1,3.9,724.9,391.8,369.8
NME2,640.7,1030.1,3.9,724.9,391.8,369.8
NME3,84.3,74.1,5.9,170.7,127.1,136.1
NME4,49.3,114.7,62.0,65.3,69.0,19.0
NME5,10.7,6.0,26.5,16.3,29.6,83.3
NME6,69.2,83.9,95.0,42.6,56.9,138.8
NME7,52.4,78.4,27.7,76.1,82.2,147.4
NME8,33.0,0.8,60.9,0.6,244.5,3.7
NMI,403.1,217.5,1633.0,701.6,704.9,345.8
NMNAT2,3.5,4.5,7.6,6.3,42.8,43.7
NMRK1,220.8,111.2,147.1,135.4,216.5,386.1
NMRK2,15.1,21.9,34.9,5.6,8.9,70.9
NMT1,17.6,53.6,8.4,8.2,50.5,41.0
NMT2,4.7,20.2,9.6,13.3,35.4,99.7
NMU,0.8,0.7,1.2,0.9,1.0,6.7
NMUR1,0.9,0.9,4.4,2.8,4.9,2.3
NNAT,14.1,20.1,9.6,6.9,19.9,89.3
NNMT,4.8,5.3,2.6,1.5,6.7,14.6
NNT,158.7,206.8,5.2,128.5,103.0,111.1
NOC2L,36.2,36.4,5.5,45.8,62.7,97.6
NOC3L,202.6,161.4,12.5,766.3,207.0,173.1
NOC4L,43.4,34.3,9.3,46.2,56.4,60.7
NOD1,169.0,124.8,85.1,183.5,184.9,203.1
NOD2,33.3,74.1,160.4,32.4,69.3,153.6
NOL10,8.3,17.8,10.3,19.5,22.1,9.8
NOL11,386.1,296.8,26.1,939.7,597.7,641.5
NOL12,8.9,2.1,5.7,14.8,7.2,11.4
NOL3,1.9,2.0,5.5,0.8,2.5,4.6
NOL4,1.6,6.1,25.5,7.7,14.7,10.4
NOL6,57.4,52.5,12.1,102.5,122.2,213.3
NOL7,276.9,205.6,39.5,184.8,193.7,82.9
NOL8,412.9,180.8,5.3,853.6,602.8,304.8
NOL9,158.7,122.4,82.7,518.2,466.7,449.8
NOLC1,28.1,49.6,28.3,40.3,60.2,220.2
NOMO1,184.7,480.5,113.1,226.2,208.5,275.2
NOMO2,184.7,480.5,113.1,226.2,208.5,275.2
NOMO3,184.7,480.5,113.1,226.2,208.5,275.2
NONO,150.6,357.1,50.1,142.5,147.3,628.8
NOP10,445.8,1808.4,1675.1,567.6,704.7,338.9
NOP14,128.0,92.8,25.0,211.1,172.5,122.8
NOP14-AS1,5.6,0.7,3.0,1.9,1.2,11.4
NOP16,3.7,2.5,20.7,33.1,26.4,2.3
NOP2,179.8,154.8,328.9,218.3,274.2,328.7
NOP56,35.5,47.6,58.9,45.1,61.1,235.0
NOS1,1.9,5.3,38.6,20.9,24.4,62.8
NOS1AP,4.3,3.8,5.7,2.7,9.3,7.8
NOS2,3.8,12.9,23.9,4.8,17.4,26.7
NOS3,3.1,1.0,7.5,8.2,4.7,46.6
NOSIP,78.7,142.9,237.8,199.9,291.9,1006.0
NOTCH1,38.8,33.0,637.8,53.8,119.2,115.5
NOTCH2,68.3,72.4,278.4,95.7,57.8,113.3
NOTCH2NL,249.7,216.7,2898.1,722.1,1049.6,1046.1
NOTCH3,6.3,13.4,6.1,7.4,7.2,19.3
NOTCH4,11.1,15.1,36.3,32.3,33.4,65.5
NOV,30.0,32.3,107.6,7.7,28.8,14.8
NOVA1,4.4,1.0,3.4,0.3,0.4,5.2
NOVA2,1.5,0.4,1.2,2.5,11.8,4.1
NOX1,0.3,0.8,3.4,0.3,4.3,7.8
NOX3,0.6,1.5,2.9,2.2,1.2,7.6
NOX4,2.5,14.9,25.7,8.9,20.5,60.4
NOX5,5.5,11.7,10.3,22.9,59.3,107.3
NPAP1,22.7,37.8,55.3,22.6,31.6,73.8
NPAS1,2.0,3.9,3.5,1.9,2.4,2.2
NPAS2,0.9,0.8,1.1,0.5,1.8,4.1
NPAS3,7.8,11.7,29.7,5.4,16.7,61.5
NPAT,10.4,13.5,17.4,25.9,18.6,90.5
NPBWR2,1.7,1.9,3.2,3.4,2.0,7.2
NPC1,7.1,17.0,6.8,1.2,14.4,56.8
NPC1L1,13.1,2.9,5.9,2.4,3.2,14.6
NPC2,3753.7,2923.8,816.7,542.0,375.7,360.0
NPDC1,1.2,1.4,5.4,5.1,8.7,58.8
NPEPL1,20.6,37.8,59.2,46.6,51.0,93.2
NPEPPS,139.6,77.8,89.7,87.4,102.2,30.6
NPFF,2.9,2.4,3.6,6.4,8.6,23.8
NPFFR1,20.8,27.5,60.7,18.5,20.4,26.6
NPHP1,5.5,2.2,31.0,7.0,3.6,30.8
NPHP4,27.0,21.6,8.0,18.6,19.0,77.7
NPHS1,1.3,3.7,10.9,3.1,17.4,23.6
NPHS2,3.3,2.2,23.0,2.7,12.7,8.1
NPIPA1,7.9,15.1,12.2,2.3,28.3,212.1
NPIPA2,286.6,119.4,12.2,1353.1,1768.7,1031.9
NPIPA3,286.6,119.4,12.2,1353.1,1768.7,1031.9
NPIPA5,1.4,0.6,5.7,1.5,20.9,13.6
NPIPA7,286.6,119.4,12.2,1353.1,1768.7,1031.9
NPIPA8,286.6,119.4,12.2,1353.1,1768.7,1031.9
NPIPB11,1.4,0.6,15.5,1.5,21.3,13.6
NPIPB15,7.9,15.1,35.3,2.3,28.3,105.3
NPIPB3,1.4,0.6,5.7,1.5,20.9,13.6
NPIPB4,1.4,0.6,15.5,1.5,21.3,13.6
NPIPB5,1.4,0.6,15.5,1.5,21.3,13.6
NPIPB6,7.2,13.5,5.7,2.0,20.9,85.6
NPIPB8,1.4,0.6,5.7,1.5,20.9,13.6
NPL,608.3,780.7,983.3,22.3,44.5,6.9
NPLOC4,126.5,211.0,193.6,177.7,299.5,348.7
NPM1,629.9,647.8,12.7,850.2,379.4,816.5
NPM1P22,51.7,68.9,9.5,68.3,109.7,408.9
NPM3,82.4,88.3,51.6,29.9,50.4,112.7
NPPA,34.3,21.3,127.1,49.0,69.9,136.4
NPPB,10.1,13.1,55.8,9.8,17.7,19.2
NPPC,9.5,2.9,7.9,7.1,2.8,6.8
NPR1,48.4,12.8,4.4,3.5,8.6,18.7
NPR2,1.5,1.6,3.6,6.2,23.1,17.6
NPR3,2.7,1.7,1.9,1.6,4.7,8.8
NPRL2,1.9,1.7,10.3,21.5,28.7,14.0
NPRL3,24.5,21.6,5.7,10.1,11.9,16.0
NPTN,3296.0,2798.4,2427.5,1111.6,1226.4,475.0
NPTX1,20.3,25.4,38.5,3.0,32.4,51.9
NPTX2,1.6,15.5,3.3,2.1,12.5,6.2
NPTXR,1.2,2.0,2.2,2.0,4.8,3.1
NPVF,10.4,1.3,8.3,8.7,1.7,6.7
NPY,14.3,26.2,71.7,40.4,70.6,114.6
NPY1R,1.1,0.9,26.2,7.9,18.2,13.5
NPY2R,5.2,1.7,0.5,0.8,1.6,10.1
NPY4R,2.6,11.0,37.4,3.1,44.4,47.3
NPY5R,28.8,27.9,90.5,27.8,55.0,104.7
NPY6R,27.8,27.7,90.3,36.8,63.9,103.8
NQO1,15.1,33.1,4.0,2.4,1.7,12.5
NQO2,150.0,273.5,743.6,39.6,80.6,96.2
NR0B1,8.4,8.6,1.3,2.2,1.1,53.0
NR0B2,28.5,37.9,28.6,8.2,21.8,65.1
NR1D1,0.8,1.5,6.4,3.6,6.4,13.5
NR1D2,22.4,50.1,8.2,22.5,54.7,106.8
NR1H2,39.6,71.7,207.3,29.3,35.4,60.1
NR1H3,125.3,1180.6,30.0,29.8,67.7,67.1
NR1H4,6.0,8.5,22.9,10.1,22.9,55.8
NR1I2,8.6,5.3,10.7,3.3,7.4,10.2
NR1I3,15.3,23.9,16.5,17.8,6.4,28.0
NR2C1,22.0,14.0,6.9,33.9,53.7,53.7
NR2C2,8.7,6.1,44.6,15.8,22.2,69.2
NR2E1,0.8,2.8,5.5,3.6,5.7,8.6
NR2E3,3.5,2.0,2.7,1.1,2.6,8.9
NR2F1,1.2,1.1,2.9,0.4,0.9,36.7
NR2F2,0.9,2.9,3.6,0.7,1.4,1.8
NR2F6,1.4,0.7,1.0,0.7,2.2,6.2
NR3C1,150.2,197.5,403.2,153.4,329.6,300.6
NR3C2,4.4,1.8,22.9,111.0,57.5,146.6
NR4A1,2.5,3.4,6.0,9.0,10.5,11.1
NR4A2,1.6,1.1,1393.4,13.1,3.6,11.9
NR4A3,12.1,8.3,32.8,4.1,16.7,18.0
NR5A1,1.4,5.9,25.2,1.5,25.3,11.5
NR5A2,0.2,0.3,1.1,3.4,2.1,13.6
NR6A1,1.2,2.8,9.3,4.0,5.2,11.7
NRAP,4.0,15.5,21.0,1.7,2.1,76.3
NRAS,348.6,398.8,80.4,112.2,85.5,159.0
NRBF2,322.8,341.9,1523.9,170.7,102.4,51.3
NRBP1,50.9,157.3,76.2,34.4,49.7,34.7
NRCAM,26.0,24.0,56.5,23.8,33.0,43.7
NRD1,436.5,323.2,1549.1,518.5,659.4,465.8
NRDE2,1.1,6.9,2.7,1.2,6.2,4.7
NREP,23.5,32.6,25.5,31.4,57.8,34.5
NRF1,10.2,7.9,20.7,13.6,16.7,38.9
NRG1,1.3,0.9,3.8,1.8,3.7,6.3
NRG2,1.0,1.2,5.5,0.9,1.2,4.1
NRGN,75.4,91.2,11.0,6.2,9.8,17.6
NRIP1,14.3,12.3,29.1,13.2,17.2,37.3
NRIP2,3.7,3.1,5.4,1.2,28.7,10.8
NRIP3,102.6,100.2,69.8,34.7,54.0,82.4
NRL,4.1,1.9,2.6,1.9,4.5,7.0
NRN1,15.9,34.6,93.0,44.2,46.4,60.6
NRP1,9.5,27.3,1.9,0.9,1.2,3.9
NRP2,9.2,28.8,3.9,0.8,1.7,5.1
NRSN2,15.4,28.5,67.1,10.4,13.9,71.4
NRTN,0.7,0.3,1.6,0.2,0.9,1.2
NRXN1,0.6,1.6,8.4,4.1,18.6,13.0
NRXN2,6.6,1.7,13.1,6.3,2.0,7.6
NRXN3,1.1,0.8,3.3,1.8,1.7,4.0
NSA2,1362.5,1141.7,132.1,1774.1,1277.7,1286.8
NSD1,35.1,51.0,80.0,87.7,88.5,148.7
NSDHL,50.7,64.3,13.9,28.1,27.3,70.4
NSF,1308.7,837.1,152.5,491.1,531.7,163.3
NSFL1C,44.6,93.5,115.4,45.2,33.1,46.8
NSG1,6.5,20.1,6.7,7.5,19.1,209.6
NSL1,8.0,13.8,20.4,12.4,15.5,3.8
NSMAF,740.9,579.8,575.4,618.1,333.6,443.6
NSMCE4A,71.2,58.0,2.1,236.5,203.6,192.3
NSMF,34.7,34.9,43.8,31.7,110.7,81.2
NSUN3,185.0,176.9,203.9,197.3,283.5,224.0
NSUN5,76.6,51.2,71.0,531.5,363.6,471.4
NSUN5P1,14.0,27.2,5.8,459.8,225.0,462.2
NSUN5P2,74.5,60.2,23.2,765.8,407.4,572.4
NSUN6,5.4,8.5,8.9,43.3,67.2,158.3
NSUN7,14.1,20.1,28.5,22.9,26.4,19.5
NT5C,18.6,34.0,39.4,74.9,67.1,31.1
NT5C1B-RDH14,324.4,203.6,0.7,313.0,255.3,85.6
NT5C2,398.9,297.6,721.4,339.6,304.7,184.4
NT5DC2,12.0,18.4,4.5,32.1,4.3,43.0
NT5DC3,49.5,38.6,90.8,79.4,58.4,38.6
NT5E,2.4,16.4,20.9,283.2,12.9,68.4
NT5M,24.8,13.9,7.3,14.1,30.6,7.8
NTAN1,292.1,261.6,57.7,180.5,134.5,104.8
NTF3,5.4,7.2,10.6,6.1,11.1,24.4
NTHL1,22.8,27.7,10.3,49.2,53.2,62.3
NTM,12.1,5.5,2.8,6.1,1.7,36.9
NTN1,16.5,20.5,24.8,16.6,16.0,20.4
NTN3,7.5,1.4,5.2,0.6,2.8,14.0
NTNG1,31.7,49.4,91.2,48.7,62.0,84.8
NTRK1,1.7,1.0,3.0,2.7,1.2,3.3
NTRK2,1.7,2.3,5.6,2.4,2.1,7.7
NTRK3,2.3,2.3,4.0,3.3,3.4,17.8
NTS,0.7,0.7,4.3,13.0,29.2,54.2
NTSR1,4.3,5.6,6.5,2.4,3.0,8.9
NTSR2,1.6,1.2,2.3,1.1,2.1,5.0
NUAK1,10.1,26.2,13.2,19.9,121.4,51.1
NUAK2,129.1,55.8,1745.7,871.7,506.1,325.4
NUBP1,195.8,115.5,58.9,173.1,141.0,143.8
NUBP2,100.3,89.4,32.0,140.3,152.8,146.1
NUBPL,28.4,33.1,4.9,7.6,25.1,52.6
NUCB1,32.0,99.3,54.3,3.3,25.6,82.9
NUCB2,63.6,51.9,79.7,69.6,199.3,63.1
NUCKS1,44.7,55.5,7.4,26.6,36.1,10.5
NUDC,0.5,1.3,4.7,0.8,12.9,3.7
NUDCD3,18.6,24.5,41.7,27.7,16.3,92.1
NUDT1,21.3,15.6,2.9,29.4,6.1,10.8
NUDT11,2.6,4.5,7.6,4.3,140.0,20.5
NUDT13,74.5,27.3,12.7,62.2,28.3,7.4
NUDT15,57.2,50.6,11.5,41.3,53.2,43.9
NUDT18,114.5,69.7,38.8,54.9,80.9,85.6
NUDT2,22.4,60.0,4.5,86.5,44.3,8.5
NUDT21,53.0,49.9,26.3,45.7,68.6,102.7
NUDT3,32.4,61.4,48.7,26.1,34.6,120.0
NUDT4,1.0,0.7,3.4,66.0,23.0,33.2
NUDT4P1,65.5,50.5,8.0,89.7,57.0,91.5
NUDT4P2,65.5,111.7,71.2,89.7,57.0,136.1
NUDT6,29.7,17.3,4.9,17.6,4.1,27.1
NUDT7,24.4,4.4,42.2,16.1,36.0,91.3
NUDT9,444.4,281.9,43.9,263.0,177.2,224.5
NUFIP1,17.5,28.4,9.7,17.8,27.6,27.8
NUMA1,1.5,1.3,2.8,0.7,2.2,5.3
NUMB,78.7,160.8,239.6,36.5,39.2,29.9
NUP107,596.2,381.3,111.9,955.8,729.0,615.9
NUP133,306.2,188.5,37.2,343.6,346.0,231.6
NUP153,464.6,493.8,525.1,624.3,480.6,414.3
NUP155,92.3,60.6,13.3,115.6,124.0,140.7
NUP160,13.5,28.1,11.2,31.2,34.7,19.9
NUP188,3.5,6.3,13.0,5.8,14.7,14.0
NUP205,19.7,20.0,2.6,26.5,37.6,45.1
NUP210,17.1,33.4,8.1,37.9,78.1,133.6
NUP214,29.2,39.7,56.6,45.9,69.9,92.0
NUP37,288.4,280.1,40.5,328.3,173.4,243.1
NUP43,513.6,345.3,3.3,836.2,498.8,466.0
NUP50,3.0,0.9,4.8,3.1,11.2,36.1
NUP54,10.6,8.9,5.1,5.4,4.3,6.1
NUP62,10.4,4.8,3.9,1.0,10.1,3.5
NUP62CL,0.4,3.6,8.0,9.6,23.6,23.4
NUP85,158.2,115.5,47.9,337.5,305.5,301.6
NUP88,2.3,2.7,3.9,3.9,3.7,8.1
NUP93,134.6,125.7,4.3,121.9,91.4,13.7
NUP98,57.2,64.9,120.0,46.9,57.7,145.0
NUPL1,197.0,129.9,118.4,166.7,105.4,61.3
NUPL2,94.6,87.9,37.3,314.1,191.6,85.9
NUPR1,23.3,293.0,44.4,4.0,6.6,43.1
NUS1,73.5,129.4,20.5,38.4,24.0,70.9
NUS1P3,28.4,45.2,2.5,19.1,12.5,5.5
NUSAP1,7.4,76.4,7.2,1.1,6.0,4.2
NUTF2,267.3,346.5,78.0,93.5,90.8,165.9
NUTF2P4,267.3,346.5,78.0,93.5,90.8,165.9
NVL,44.4,40.2,3.0,224.7,133.2,38.1
NXF1,171.1,207.1,540.7,604.5,879.2,764.5
NXF2,25.7,23.2,44.9,26.6,33.8,11.7
NXF2B,25.7,23.2,44.9,26.6,33.8,11.7
NXF3,13.5,1.2,2.1,1.8,2.7,8.3
NXN,21.6,15.1,48.3,15.6,54.1,71.2
NXPE3,52.5,24.4,18.9,91.8,61.4,52.6
NXPE4,3.0,7.6,5.0,6.2,5.7,14.8
NXPH3,50.0,57.7,47.4,6.1,17.4,139.2
NXPH4,3.8,24.6,60.7,50.2,55.0,118.3
NXT1,86.7,89.8,264.8,214.2,213.2,233.3
NXT2,34.3,93.9,56.9,35.8,43.3,106.0
NYNRIN,2.5,4.4,2.6,2.4,3.7,5.7
NYX,17.8,21.3,19.5,19.5,44.1,87.1
OARD1,211.4,177.0,90.0,274.0,200.8,174.3
OAS1,67.2,83.2,133.6,144.8,106.7,30.9
OAS2,22.9,44.3,80.2,85.3,94.0,204.9
OAS3,73.0,105.7,706.7,68.5,127.3,182.5
OASL,26.3,81.6,360.9,44.0,174.7,197.3
OAT,1345.7,1400.8,845.1,715.7,838.4,301.8
OAZ1,1829.7,3074.8,2599.9,1048.6,482.8,1435.4
OAZ2,206.6,290.1,1501.1,126.8,134.7,187.2
OAZ3,4.3,9.4,1.7,8.4,3.8,12.3
OBFC1,89.0,93.0,233.0,120.4,248.6,420.1
OBP2A,1.9,2.8,3.2,4.2,3.4,7.7
OBP2B,2.0,8.5,3.2,8.4,3.4,15.6
OBSCN,4.2,5.1,5.1,4.8,4.3,13.7
OBSL1,4.4,4.0,1.8,0.8,0.6,3.5
OCA2,18.5,10.8,29.4,14.3,43.4,66.1
OCEL1,62.5,68.9,105.8,93.3,166.9,144.8
OCLM,34.4,37.6,78.7,28.8,39.2,125.1
OCLN,3.3,7.9,4.0,10.3,16.8,8.9
OCM2,2.0,2.5,3.0,21.1,15.6,46.3
OCRL,19.0,67.2,24.0,28.5,18.4,22.1
ODAM,14.7,6.7,24.8,2.6,26.9,7.4
ODC1,362.2,230.7,83.5,2259.4,428.8,424.2
ODF1,16.9,21.0,54.8,20.6,54.9,64.5
ODF2,11.6,2.7,4.3,33.6,29.1,46.8
OFD1,349.6,233.6,298.4,1373.0,1428.5,1486.8
OGDH,44.3,131.8,16.7,17.1,21.0,170.9
OGDHL,1.8,1.2,3.6,4.6,6.2,13.5
OGFOD1,88.5,97.8,48.3,83.1,123.2,232.5
OGFOD2,31.5,23.1,7.2,41.2,38.1,68.7
OGFOD3,19.8,25.2,6.7,7.7,14.7,3.6
OGFR,10.0,19.9,19.9,3.6,18.0,45.0
OGFRL1,208.4,116.5,595.5,134.0,91.0,8.3
OGG1,15.7,5.1,8.1,18.1,24.3,26.7
OGN,0.2,0.5,1.5,0.7,1.4,11.5
OGT,18.4,16.1,7.5,11.7,31.8,62.0
OIP5,36.3,71.7,15.6,46.8,48.2,60.1
OLA1,1692.2,841.9,46.2,756.0,846.8,482.4
OLAH,14.0,10.0,20.9,10.8,16.8,33.5
OLFM1,5.5,1.6,2.0,2.2,2.4,1.4
OLFM4,0.4,0.6,3.7,1.3,0.9,1.9
OLFML1,5.9,8.8,48.2,4.4,20.5,4.2
OLFML2A,21.4,16.3,46.1,50.1,31.2,98.5
OLFML2B,12.1,47.7,37.3,19.4,42.1,38.0
OLFML3,52.7,2.6,19.0,23.9,28.8,80.7
OLIG2,2.8,1.6,20.4,10.0,4.5,42.7
OLR1,195.9,777.1,9.7,10.5,21.1,26.0
OMD,1.1,1.7,19.4,2.5,11.3,6.0
OMG,36.5,34.4,275.3,73.6,103.2,86.2
OMP,2.4,1.3,9.3,13.8,4.9,4.5
ONECUT1,19.2,7.1,24.1,1.7,13.9,46.1
ONECUT2,16.8,8.0,31.1,3.9,12.3,8.3
OPA1,143.2,105.4,13.6,147.6,117.4,116.2
OPA3,12.1,13.1,4.8,16.6,16.8,1.9
OPCML,4.7,7.0,16.5,2.8,4.4,36.8
OPHN1,204.5,333.8,1874.8,1945.5,1960.8,5562.2
OPLAH,23.9,15.1,79.3,10.6,33.0,8.9
OPN1LW,1.6,1.3,6.7,2.0,2.7,4.1
OPN1MW,1.6,1.3,6.7,2.0,2.7,4.1
OPN1MW2,1.6,1.3,6.7,2.0,2.7,4.1
OPN1SW,3.4,7.4,22.6,16.6,33.5,14.8
OPN3,1111.3,729.3,27.8,963.5,233.0,98.9
OPRD1,11.2,6.1,39.7,3.0,17.0,31.5
OPRK1,3.1,26.0,50.5,15.2,24.5,57.0
OPRL1,17.4,4.6,20.0,13.4,19.8,13.0
OPRM1,3.2,0.8,2.3,1.6,3.6,1.8
OPTN,118.0,237.6,40.5,187.1,560.1,258.3
OR10C1,15.7,18.2,32.1,14.1,43.0,9.1
OR10H1,24.8,20.7,41.5,26.2,50.8,83.6
OR10H2,2.0,1.5,6.5,2.3,3.4,24.6
OR10H3,28.5,41.3,69.2,58.1,70.1,117.6
OR10J1,6.2,8.7,15.1,14.1,33.6,38.5
OR11A1,1.2,1.9,6.1,2.1,6.3,7.8
OR12D2,18.7,37.5,68.1,19.1,39.7,77.8
OR12D3,5.5,3.0,7.9,16.3,33.2,25.7
OR1A1,4.3,5.6,16.0,10.2,11.2,17.8
OR1A2,0.9,12.2,23.2,3.4,6.4,4.4
OR1D2,20.1,38.6,65.7,49.6,69.3,93.9
OR1D5,5.7,11.0,1.6,2.3,1.8,15.3
OR1E1,20.6,11.9,40.2,16.4,18.4,62.4
OR1E2,23.3,21.2,40.2,20.1,48.8,95.5
OR1E3,18.6,28.0,38.5,20.2,55.2,42.3
OR1F1,36.1,69.8,55.2,54.2,64.9,159.8
OR1F2P,0.6,1.0,8.7,0.8,4.6,4.9
OR1G1,5.0,4.8,34.5,7.2,40.6,61.1
OR2A20P,6.6,37.8,13.8,81.2,35.2,114.5
OR2A9P,6.6,37.8,13.8,81.2,35.2,114.5
OR2B2,12.8,17.1,27.2,7.9,37.4,49.1
OR2B6,14.9,27.6,36.4,27.2,41.9,55.5
OR2C1,22.9,33.9,57.9,25.3,66.7,106.7
OR2F1,9.7,9.8,5.8,4.4,3.8,4.9
OR2F2,9.7,5.9,5.8,3.4,26.7,4.9
OR2H1,11.5,7.5,24.9,8.7,46.4,17.5
OR2H2,8.9,13.2,6.1,6.1,12.5,30.2
OR2J2,1.9,2.4,2.6,1.8,6.2,8.2
OR2J3,2.2,1.5,2.5,2.1,2.8,6.5
OR2N1P,15.4,53.4,81.4,34.6,67.8,112.7
OR2S2,24.6,41.1,31.7,28.8,66.6,109.9
OR2W1,7.8,9.2,29.6,13.9,37.9,8.7
OR3A1,1.3,1.9,5.9,2.0,3.6,7.5
