Gene Name,tumor-mcf7,cafs-hs,normal_breast,lymphocytes
RRM2P3,3,0,1,1
AL022163.1,0,0,0,0
FDPSP5,1,0,0,1
FUNDC1,516,161,499,418
CHTF8P1,0,0,1,0
RPL19P20,1,0,0,1
RPSAP61,2,4,0,0
RN7SL291P,0,0,0,0
DUSP21,0,0,0,0
KDM6A,1068,609,1282,926
CXorf36,0,0,0,0
AC136489.1,0,0,0,0
AL020989.1,0,0,0,0
LINC01204,1,15,0,1
KRT8P14,3,1,7,3
AC234772.1,0,0,0,0
MIR222HG,0,95,13,11
MIR221,0,2,0,3
MIR222,0,0,0,0
AC234772.3,0,0,0,0
AC234772.2,1,7,1,0
AL031584.1,0,0,0,0
AL031584.2,0,0,0,0
MED28P4,0,0,0,0
KRT18P68,3,0,1,1
PCNAP3,0,0,0,0
ACTBP1,0,0,0,0
LINC01186,0,6,0,1
AL139811.2,0,0,0,0
GAPDHP65,19,14,16,10
KRBOX4,179,178,219,137
AL139811.1,1,0,0,1
ZNF674,62,49,68,56
RNU6-50P,0,0,1,0
ZNF674-AS1,53,43,74,51
MKI67P1,0,0,0,0
CHST7,143,207,170,131
SLC9A7,1410,674,1797,1256
PGAM1P7,24,0,20,14
YBX1P8,0,0,0,0
AL512633.1,2,0,3,0
RP2,419,478,535,375
LINC01545,4,1,3,1
JADE3,627,260,771,494
RGN,0,0,3,0
RNU6-1189P,0,0,0,0
RNU12-2P,0,0,1,0
NDUFB11,1637,670,1765,1343
RBM10,2214,1020,2487,1799
AL513366.1,3,0,1,0
UBA1,13341,9080,14887,11244
INE1,57,28,50,39
CDK16,3696,2619,4256,3311
USP11,2312,828,2716,2019
AL591503.3,0,0,0,0
RN7SL785P,0,0,0,0
AL591503.1,0,0,0,0
ZNF157,1,0,2,2
SNORA11C,0,0,0,0
AL591503.2,0,0,0,0
NPM1P49,1,0,0,0
ZNF41,440,248,522,349
LINC01560,53,34,55,42
NUS1P1,9,10,17,10
ARAF,1457,765,1723,1210
SYN1,30,12,37,27
TIMP1,1595,2923,7524,4150
MIR4769,0,0,0,0
AL009172.2,0,0,0,0
CFP,8,3,5,8
ELK1,1128,867,1285,947
UXT,567,393,618,470
UXT-AS1,8,8,10,6
CXXC1P1,0,0,0,0
AL009172.1,0,0,0,0
AL022578.1,0,0,0,0
WASF4P,3,3,4,3
ZNF81,167,81,187,124
RPL7P57,0,0,3,1
ZNF182,179,145,185,174
ZNF630,137,0,154,131
SPACA5,0,0,0,0
ZNF630-AS1,0,0,0,0
SSX6,0,0,4,1
SPACA5B,0,0,0,0
AC244636.1,0,0,0,0
AC244636.2,0,0,0,0
RNU6-707P,0,0,0,0
SSXP3,0,0,0,0
AC245047.7,0,0,0,0
SSX5,0,0,2,0
AC245047.5,0,0,0,0
RNA5SP503,0,0,0,0
AC245047.1,0,0,0,1
AC245047.3,0,0,0,0
AC245047.2,0,0,0,0
SSX1,0,0,0,1
AC245047.4,0,0,0,0
AC245047.8,0,0,1,0
AC245047.6,0,0,0,0
SSX9,0,0,0,0
AL606490.6,0,0,0,0
SSXP9,1,0,0,0
AL606490.3,0,0,0,0
AL606490.9,0,0,0,0
SSX3,0,0,0,0
AL606490.1,0,0,0,0
AL606490.7,0,0,0,0
SSX4,0,0,0,0
SSX4B,0,0,0,0
AL606490.5,0,0,0,0
AL606490.4,0,0,0,0
AL606490.8,2,0,1,1
AL606490.2,0,0,1,0
SLC38A5,3,2,205,115
FTSJ1,613,1610,935,748
AF196972.1,1,7,1,0
PORCN,101,1566,284,294
EBP,1662,843,1686,1328
TBC1D25,319,431,415,293
AC115618.1,11,8,23,8
RBM3,3717,4200,4259,3357
AC115618.2,18,25,27,25
AC115618.3,12,24,18,11
MRPL32P1,0,0,0,0
WDR13,990,911,1108,812
VN1R110P,0,0,0,0
WAS,40,1,152,79
SUV39H1,450,305,494,370
AC231533.1,0,0,0,0
RNU6-1056P,0,2,0,0
GLOD5,9,0,7,16
AC231533.2,2,0,2,0
RNU6-29P,0,0,0,0
GATA1,4,0,1,0
HDAC6,1017,780,1209,895
ERAS,2,0,1,0
PCSK1N,950,7,1133,759
TIMM17B,993,272,1009,783
PQBP1,936,478,1022,734
SLC35A2,824,396,910,705
PIM2,390,193,584,364
OTUD5,1059,804,1299,951
AC233300.1,6,1,3,2
RNU6-722P,0,0,0,5
KCND1,31,106,49,45
GRIPAP1,1522,459,1684,1125
TFE3,1318,1237,1619,1177
CCDC120,645,70,642,499
PRAF2,150,101,180,129
WDR45,493,296,548,400
RNU4-52P,3,0,2,2
GPKOW,549,301,612,489
RN7SL262P,0,0,1,0
AC231657.2,0,0,0,0
MAGIX,77,5,86,38
AC231657.1,2,0,4,0
PLP2,1462,3734,1929,1515
PRICKLE3,278,386,358,304
SYP,26,14,37,18
SYP-AS1,0,0,0,0
CACNA1F,0,0,1,1
HSPB1P2,8,0,11,3
CCDC22,833,245,889,624
FOXP3,27,3,17,27
PPP1R3F,284,44,325,238
AC232271.1,55,13,41,36
GAGE10,0,0,0,0
GAGE12J,0,0,0,0
GAGE13,0,0,0,0
GAGE2E,0,0,0,0
GAGE12B,0,0,0,0
GAGE12C,0,0,0,0
GAGE12D,0,0,0,0
GAGE12F,0,0,0,0
GAGE12E,0,0,0,0
GAGE12G,0,0,0,0
GAGE12H,0,0,0,0
GAGE1,0,0,0,0
GAGE2A,0,0,0,0
VDAC1P2,3,0,4,2
SALL1P1,0,0,0,0
PAGE1,0,0,0,0
PAGE4,1,0,0,0
USP27X-AS1,34,14,40,26
USP27X,103,67,113,82
AC236430.1,0,0,0,0
CLCN5,227,175,329,232
RNU6-421P,0,0,0,0
MIR532,0,0,0,0
MIR188,0,0,0,0
MIR500A,0,0,0,0
MIR362,0,0,0,0
MIR501,0,0,0,0
MIR500B,0,0,0,0
MIR660,0,0,0,0
MIR502,0,0,0,0
PYY3,0,0,0,0
AKAP4,0,0,0,0
CCNB3,5,4,6,2
DGKK,0,0,0,0
SHROOM4,1,70,11,8
RNU6-935P,0,0,0,0
H3F3AP5,0,1,0,0
BMP15,0,0,0,0
HMGB1P15,0,0,1,0
AC239367.1,0,0,0,0
AC239367.2,0,0,0,0
LINC01284,0,0,1,0
AC239367.3,0,0,0,1
NUDT10,0,6,0,0
AC233976.1,0,0,2,2
AL158055.1,0,0,4,3
CXorf67,0,0,1,1
NUDT11,3,273,53,58
LINC01496,0,0,0,0
CENPVL3,0,0,0,0
CENPVL2,0,0,0,0
CENPVL1,0,0,0,0
GSPT2,0,145,72,42
MAGED1,4251,2847,5132,3704
AC241520.1,0,0,0,0
RNU6-504P,0,0,0,0
AL929410.1,0,0,0,0
IPO7P1,1,0,2,1
AL929410.2,0,0,0,0
TPMTP3,0,0,0,0
AC239585.1,0,0,0,0
AC239585.2,0,0,0,0
MAGED4B,0,1,0,0
SNORA11E,0,0,0,0
MAGED4,0,0,0,0
SNORA11D,0,0,0,0
AC245177.1,0,0,0,0
AC231759.1,0,0,0,0
MIR8088,0,0,0,0
XAGE2,0,0,1,2
AC231532.1,0,0,0,0
AC231532.2,0,0,0,0
BX510359.1,0,0,0,0
BX510359.5,0,0,0,0
BX510359.8,0,0,0,0
BX510359.7,0,0,0,0
RBM22P6,0,0,0,0
XAGE1A,0,0,0,0
RBM22P7,0,0,0,0
XAGE1B,0,0,0,0
BX510359.6,0,0,0,0
BX510359.2,0,0,0,0
BX510359.4,0,0,0,0
BX510359.3,0,0,0,0
SSXP4,0,0,0,0
SSXP1,0,0,0,0
AL450023.2,0,0,0,0
SSX8,0,0,0,0
SSX7,0,0,0,0
AL450023.1,0,0,0,0
RNA5SP504,0,0,0,0
SSXP5,0,0,0,0
AL450023.3,0,0,0,0
SSX2,0,0,0,0
AC244505.2,0,0,0,0
AC244505.3,0,0,0,0
AC244505.5,0,0,0,0
SSX2B,0,0,0,0
AC244505.7,0,0,0,0
AC244505.4,0,0,0,0
SPANXN5,0,0,0,0
AC244505.6,0,0,0,0
XAGE5,0,0,0,0
AC244505.1,0,0,0,0
EIF4A2P4,1,2,0,2
XAGE3,0,0,0,0
FAM156B,0,0,0,0
FAM156A,5,3,5,1
GPR173,30,92,48,25
BX322635.1,1,2,0,1
TSPYL2,440,370,616,443
AL591212.1,0,0,0,0
KANTR,143,113,186,151
AL591212.2,0,0,0,0
ACTG1P10,7,6,3,3
AL139396.1,3,2,6,4
KDM5C,4591,2469,5137,3756
MIR6895,0,0,0,0
MIR6894,0,0,2,0
KDM5C-IT1,2,0,1,2
IQSEC2,408,345,426,385
RPSAP62,0,0,0,0
AC245102.2,0,0,0,0
AC245102.1,0,0,0,0
SMC1A,5772,2410,6600,4733
MIR6857,0,0,0,0
RIBC1,38,6,25,25
HSD17B10,1859,529,1833,1433
AC233728.1,5,3,4,4
AC233728.2,0,0,0,0
VTRNA3-1P,0,0,0,0
HUWE1,10011,5243,12210,8569
MIR98,0,0,0,0
MIRLET7F2,0,0,0,0
BX323845.1,0,0,0,0
BX323845.2,0,0,0,0
BX323845.3,1,0,0,0
AC233279.1,0,1,1,1
RNA5SP505,0,0,0,0
PHF8,1169,419,1310,940
FAM120C,697,264,760,557
AL589872.1,0,0,0,0
WNK3,2,0,3,2
RPL7AP71,0,0,0,0
RNU6-434P,0,0,0,0
TSR2,1122,320,1251,892
FGD1,147,431,211,200
GNL3L,695,251,773,573
PGAM4P1,0,0,0,0
ITIH6,31,0,39,24
MAGED2,4891,1881,5099,3843
AL049732.1,0,0,0,0
TRO,4,0,15,6
PFKFB1,8,0,14,10
APEX2,1058,517,1212,883
ALAS2,0,2,1,1
AL020991.1,0,0,0,0
AL590240.2,0,0,0,0
PAGE2B,0,2,0,1
PAGE2,0,0,1,0
AL590240.4,0,0,0,0
AL590240.3,0,0,0,0
FAM104B,136,87,160,111
AL590240.1,0,0,0,0
MTCO1P52,0,0,0,0
MTND2P24,0,0,0,0
MTND1P30,0,0,0,0
MTRNR2L10,0,0,0,0
PAGE5,1,0,0,0
PAGE3,0,0,0,0
AL158819.1,0,0,0,0
hsa-mir-4536-1,0,0,0,0
MIR4536-1,0,0,0,0
MAGEH1,210,129,224,178
USP51,112,6,119,99
AL590410.1,0,0,0,0
AL627224.1,0,0,0,0
FOXR2,0,0,0,0
AL159987.2,0,0,0,0
AL159987.1,0,0,0,0
RRAGB,221,173,303,168
AL445472.1,4,0,9,10
AL391419.1,0,0,0,0
KLF8,75,15,83,48
RPL23AP83,0,0,0,1
UBQLN2,1142,934,1241,945
AL354793.1,0,0,0,1
NBDY,782,393,836,643
UQCRBP1,4,0,1,0
SPIN3,452,194,444,328
AL139397.1,0,0,0,0
AL139397.2,0,0,1,0
SPIN2B,90,25,79,71
AL022157.1,8,0,5,5
SPIN2A,0,0,0,0
PPP1R11P2,0,0,0,0
FAAH2,115,0,103,61
MTHFD1P1,9,2,2,7
ZXDB,310,319,396,252
NLRP2B,0,0,0,0
Z93019.1,0,0,0,0
ZXDA,60,67,72,51
MYCLP2,0,0,0,0
KRT8P17,5,0,1,3
BX322784.1,1,0,1,0
MTND1P31,0,0,0,0
MTND2P25,0,0,0,0
ZFRP1,0,0,0,0
AL359854.1,0,0,0,0
CBX1P1,6,0,2,3
LINC01278,389,262,497,342
SPIN4,679,304,780,533
SPIN4-AS1,0,0,0,0
ARHGEF9,411,287,519,390
ARHGEF9-IT1,0,0,0,0
BTF3P8,1,0,1,0
MIR1468,0,0,0,0
HNRNPDP1,1,0,1,1
AL355852.1,1,0,0,0
AMER1,269,176,368,228
RN7SL799P,0,0,0,0
ASB12,0,0,0,0
MTMR8,0,0,5,3
AL356317.1,0,0,0,0
AL034408.1,0,0,0,0
SHC1P1,0,0,0,0
YWHAZP7,0,0,0,0
KRT8P27,0,0,0,0
GRPEL2P2,0,0,0,0
BLOC1S2P1,0,0,0,0
ZC4H2,3,142,60,45
AL445523.1,0,0,1,0
CCT4P2,0,0,0,0
MORF4L1P5,0,0,0,0
AL441964.1,0,0,0,0
ZC3H12B,2,5,9,10
TLE1P1,23,4,20,12
Z83841.1,0,0,1,0
LAS1L,1063,875,1264,927
FRMD8P1,0,1,0,0
MSN,4,15149,2546,2472
NANOGP9,0,0,0,0
AL450487.2,0,0,0,0
ETF1P3,0,1,0,0
AL450487.1,1,0,0,1
AL034397.1,2,0,5,1
AL034397.2,0,0,0,0
AL034397.3,0,0,0,1
MIR223,0,0,0,0
VSIG4,0,0,0,0
AL139276.1,0,0,0,0
EIF4BP9,0,0,0,0
HEPH,1,1,15,2
AL157698.1,0,0,0,0
AL592049.1,0,0,0,0
PKMP2,0,0,0,0
EDA2R,227,67,235,187
RNU6-394P,0,0,0,0
AL049641.1,0,0,0,0
AL049564.1,0,0,0,0
AR,643,3,711,452
BMI1P1,0,0,0,0
AL157700.1,2,0,2,0
OPHN1,355,145,375,257
AL158201.1,1,0,2,3
RNU6-1225P,0,0,0,0
AKIRIN1P2,0,1,0,0
AL672138.1,0,0,0,0
YIPF6,1501,665,1658,1250
RNU6-245P,0,0,0,0
RPL31P63,1,2,2,3
COX6CP12,1,0,0,0
STARD8,42,2,51,25
ACTR3P2,0,0,1,0
SERBP1P1,3,6,1,4
EFNB1,181,3678,525,626
PJA1,295,350,393,276
HMGN1P35,8,2,4,5
LINC00269,0,0,0,0
CYCSP43,0,0,0,0
FAM155B,271,0,268,186
AL158069.1,0,0,0,0
EDA,52,21,44,36
RNA5SP506,0,0,0,0
CNOT7P1,2,0,2,2
MIR676,0,0,0,0
AWAT2,0,0,0,0
OTUD6A,0,0,0,0
MTCYBP31,0,0,0,0
MTND4P31,0,0,0,0
IGBP1,908,732,1002,726
IGBP1-AS2,0,0,0,0
IGBP1-AS1,1,1,0,0
DGAT2L6,0,0,1,0
RN7SL581P,0,0,0,0
AWAT1,0,0,0,0
RNA5SP507,0,0,0,0
P2RY4,0,0,0,1
ARR3,2,4,5,3
RAB41,4,1,3,5
PDZD11,762,483,810,657
KIF4A,1486,1307,1770,1204
AL357752.1,0,0,0,0
RNY4P23,0,0,0,0
GDPD2,8,1,12,4
AL139398.1,0,0,0,1
DLG3,1534,157,1532,1165
RNU4-81P,0,0,0,0
DLG3-AS1,1,0,0,0
TEX11,4,0,7,5
AL139109.1,0,0,0,0
SNORD3E,0,0,0,0
AL627390.1,0,0,0,0
SLC7A3,0,0,57,22
RPS23P8,30,36,28,26
NUTF2P7,0,0,0,0
RNU1-56P,0,0,0,0
SOCS5P4,1,0,3,3
SNX12,1460,804,1613,1117
FOXO4,85,122,137,78
CXorf65,1,0,1,1
IL2RG,1,2,115,63
MED12,1130,666,1376,973
NLGN3,2,1,9,4
AL590764.1,0,0,0,0
GJB1,0,0,0,0
ZMYM3,1757,856,1962,1432
NONO,9328,6480,10767,7832
ITGB1BP2,19,12,22,24
AL590762.3,4,3,2,4
AL590762.2,0,0,0,0
TAF1,1278,863,1487,1079
AL590762.4,0,0,0,0
AL590762.1,3,0,1,0
INGX,0,0,0,0
AL590763.1,0,0,1,0
OGT,3659,3653,5035,3558
GCNA,18,14,26,16
CXCR3,1,0,0,0
BX276092.7,0,0,0,0
BX276092.9,1,0,1,0
BX276092.4,0,0,0,0
LINC00891,0,0,0,0
CXorf49,0,0,0,0
BX276092.2,0,0,0,0
BX276092.6,0,0,0,0
BX276092.8,0,0,0,0
BX276092.5,0,0,0,0
CXorf49B,0,0,0,0
BX276092.1,0,0,0,0
BX276092.3,0,0,0,0
BX119927.1,0,0,0,0
NHSL2,14,0,17,17
RNU6-1078P,0,0,0,0
RPS26P11,0,0,0,0
RTL5,113,1,124,91
BX119917.1,0,0,0,0
PIN4,323,188,360,278
RN7SL388P,1,0,0,0
ERCC6L,603,443,667,541
RPS4X,19571,23267,22810,17610
CITED1,7,6,12,10
HDAC8,313,335,369,291
RNU2-68P,0,0,0,0
PHKA1,627,348,702,512
BX295541.1,0,0,0,1
PHKA1-AS1,0,0,0,0
AC240504.1,0,0,0,0
RNU1-112P,0,0,0,0
DMRTC1B,0,0,0,0
FAM226B,0,0,0,0
FAM236B,0,0,0,0
FAM236D,0,0,0,0
DMRTC1,0,0,0,0
FAM236C,0,0,0,0
FAM236A,0,0,0,0
PABPC1L2B-AS1,0,0,0,1
PABPC1L2B,5,0,15,5
PABPC1L2A,3,0,5,0
AL662864.1,0,0,0,0
NAP1L6,49,0,41,27
NAP1L2,166,38,182,104
TOMM20P4,0,2,1,1
AC004074.1,0,0,0,0
YWHAZP8,0,0,0,0
RNU6-1044P,0,0,0,0
CDX4,0,0,0,0
MORF4L1P6,0,0,0,0
MAP2K4P1,9,1,3,6
RPL7P53,0,0,0,0
CHIC1,244,157,327,233
SEPHS1P4,1,2,3,2
TSIX,9,3,8,4
XIST,5448,3147,5991,4431
XIST_intron,0,0,0,0
Xist_exon4,0,0,0,0
Xist_exon1,0,0,0,0
FXYD6P3,0,0,0,0
JPX,33,7,30,25
JPX_1,0,0,0,0
JPX_2,0,0,0,0
FTX,429,211,459,290
AL353804.1,8,3,6,4
AL353804.2,0,2,1,0
RPSAP14,0,0,0,0
AL139400.1,0,0,0,0
AL627389.1,7,1,2,6
UHRF2P1,0,0,0,0
DDX3P1,0,0,0,0
AL359740.1,0,0,1,0
DDX3P2,0,0,0,0
MKRN5P,1,0,0,0
USMG5P1,1,1,2,0
BMP2KL,0,0,0,0
RAB11FIP1P1,16,6,35,20
Z83843.1,72,25,68,41
MIR421,0,1,0,0
MIR374B,0,0,0,0
MIR374C,0,0,0,0
RN7SL648P,0,0,1,0
FTX_1,0,0,0,0
FTX_2,0,0,0,0
FTX_3,0,0,0,0
FTX_4,0,0,0,0
MIR545,1,0,0,0
MIR374A,0,0,0,0
FTX_5,0,0,0,0
ZCCHC13,0,0,0,0
AC004386.2,0,0,0,0
AC004386.1,2,7,4,2
RN7SL790P,0,0,0,0
THAP12P1,3,1,6,2
RPS7P14,1,0,0,1
SLC16A2,469,1272,705,574
HNRNPA1P25,0,1,1,1
PABPC1P3,4,1,5,8
RLIM,1302,1338,1570,1100
RNU6-330P,0,0,0,0
NEXMIF,23,0,10,14
AL139395.1,0,0,0,0
ABCB7,258,422,397,309
BUD31P2,0,0,1,0
RNU6-562P,0,0,0,0
UPRT,201,157,205,145
AL137013.1,2,0,0,0
ZDHHC15,3,0,6,3
RPL21P134,0,1,0,0
PCNPP4,0,0,0,0
BRAFP1,0,0,1,0
TTC3P1,173,6,179,118
MAGEE2,0,0,0,0
SAR1AP4,0,0,0,0
AL451105.1,0,0,0,0
AL451105.2,0,0,0,0
AC233982.1,0,0,0,0
PBDC1,737,365,765,544
AC233981.1,0,0,0,1
RNU6-867P,0,0,0,0
AC233981.2,0,0,0,0
LDHBP2,0,2,1,0
MAGEE1,42,56,54,51
RNA5SP508,0,0,0,0
TRAPPC13P1,0,0,0,0
MIR325HG,0,0,0,0
MIR384,0,0,0,0
MIR325,0,0,0,0
RNA5SP509,0,0,0,0
SPRYD7P1,0,0,0,0
FGF16,0,0,0,0
ATRX,2626,1305,3110,2134
FABP5P15,0,0,0,0
MAGT1,2035,1823,2501,1698
RNU6-854P,0,0,0,0
RN7SL460P,0,0,0,0
COX7B,1576,911,1748,1253
ATP7A,324,176,461,312
AL356235.1,7,5,9,12
PGAM4,1,1,0,1
PGK1,9829,9948,11769,8910
TAF9B,1234,802,1369,1001
FNDC3CP,0,0,0,0
CYSLTR1,0,0,4,0
HMGN1P34,0,0,0,0
UBE2V1P7,0,0,0,0
RTL3,0,1,1,0
PPATP2,0,0,0,0
LPAR4,1,0,0,1
RPL7P54,0,0,0,0
MIR4328,0,0,0,0
P2RY10,0,0,12,7
P2RY10P2,0,0,0,0
GPR174,0,0,2,2
CTHRC1P1,0,0,0,0
KIF4CP,0,0,0,0
ITM2A,1,0,0,2
AL009028.1,0,0,0,0
TBX22,0,0,0,0
CHMP1B2P,0,0,0,1
FAM46D,0,0,0,0
HNRNPH3P1,0,0,0,0
AL512504.2,0,1,1,0
HK2P1,2,4,2,0
BRWD3,225,781,444,302
AL512504.1,0,0,0,0
RNU6-493P,0,0,0,0
VDAC1P1,9,3,10,10
RNU6-995P,0,0,0,0
AL391294.1,0,2,0,0
HMGN5,82,68,150,84
SH3BGRL,3185,1042,3588,2493
AL359885.1,1,0,0,1
AL445213.1,0,0,0,0
AL691517.1,0,0,0,0
RNU6-974P,0,0,0,0
AL031313.1,0,0,0,0
RPL22P22,0,0,0,1
AL008987.1,0,0,0,0
ATG4AP1,0,0,0,0
Z82170.1,0,0,1,0
POU3F4,0,0,0,0
AL121882.1,0,0,0,0
TERF1P4,0,0,1,0
CYLC1,0,0,0,0
RPS6KA6,90,48,125,66
MIR548I4,0,0,0,0
HDX,4,33,10,10
AL450471.1,0,0,0,0
SETP4,0,0,4,1
UBE2DNL,0,0,0,0
Z83820.1,0,0,0,0
APOOL,525,454,728,510
SATL1,0,0,1,0
Z99571.1,0,0,0,0
AC003001.2,0,0,0,0
AC003001.1,0,0,0,0
ZNF711,195,1,283,162
POF1B,809,1,781,606
MIR1321,0,0,0,0
SFR1P2,0,0,0,0
AL022401.1,0,0,0,0
CHM,760,1015,971,724
MIR361,0,0,0,0
NDUFA5P7,0,0,0,0
STIP1P3,5,0,5,4
TPMTP4,0,0,0,0
DACH2,1,0,7,2
EEF1A1P29,4,1,2,1
GEMIN8P3,0,0,0,0
FCF1P9,0,0,0,0
AL390058.1,0,0,0,0
Z82210.1,0,0,0,0
AL590229.1,0,0,0,0
Z96811.1,0,0,0,0
KLHL4,124,14,128,74
RPSAP15,3,3,2,6
Z83818.2,0,0,0,0
Z83818.1,0,0,0,0
AL136363.1,0,0,0,0
AL136363.2,0,0,0,0
AL035246.1,0,0,0,0
AL024493.1,3,2,1,0
AL929325.1,0,0,0,0
CPXCR1,0,0,0,0
AL022154.1,0,0,0,0
AL645638.1,0,0,0,0
AL731768.1,0,0,0,0
SRIP2,0,0,0,0
AL121872.1,0,0,0,0
TGIF2LX,0,0,1,0
AL121877.1,0,0,0,0
USP12PX,1,0,0,1
AL121873.1,0,0,0,0
RNF19BPX,0,0,0,0
UBE2V1P9,0,0,0,0
RNU6-555P,0,0,0,0
AL121823.1,0,0,0,0
PABPC5-AS1,0,0,0,0
AL662874.1,0,0,0,0
PABPC5,0,0,0,3
SERBP1P4,0,0,0,0
PCDH11X,2,0,3,1
RNU2-26P,0,0,0,0
VDAC1P3,0,0,1,0
EIF4A1P10,19,15,20,14
KRT18P11,8,0,9,5
SNX3P1X,0,0,0,0
AL121871.1,0,0,0,0
AL158053.1,0,0,0,0
AL359263.1,2,1,2,0
ST13P18,1,0,0,0
AL023280.1,0,0,0,0
RPL7P55,0,0,0,0
NAP1L3,2,8,10,10
FAM133A,4,0,1,2
Z94722.1,0,0,0,0
RNU6-332P,0,0,0,0
AL390840.1,0,0,0,0
PAICSP7,0,0,0,0
CCNB1IP1P3,2,0,0,0
MIR548M,0,0,0,0
AL022161.1,0,0,0,0
CALM1P1,0,0,0,0
RNA5SP510,0,0,0,0
AL365400.1,0,0,0,0
HNRNPDLP3,0,0,0,0
HNRNPDLP1,0,0,0,0
RPS7P13,0,0,0,0
AL365400.2,0,0,0,0
AL137845.2,1,5,4,2
RN7SL379P,0,0,0,0
AL137845.1,0,1,0,0
RPS29P28,0,0,0,0
BRDTP1,0,0,0,0
RN7SKP194,0,0,0,0
AL606530.1,0,0,0,0
DIAPH2,479,605,627,433
RPA4,5,1,5,3
NDUFB5P2,0,0,0,0
RN7SL74P,0,0,0,0
DIAPH2-AS1,1,0,1,0
AL354685.1,0,0,0,0
AL354685.2,0,0,0,0
AL391666.1,0,0,0,0
RPL6P29,0,0,0,0
AL357312.1,0,0,0,0
EEF1A1P15,0,0,0,0
HMGB1P32,0,0,0,0
AL157778.1,0,0,0,0
AL137843.1,0,0,0,0
XRCC6P5,0,0,0,0
B3GNT2P1,0,0,0,0
AL359641.1,0,0,1,0
RPSAP8,0,0,1,0
PCDH19,34,0,48,41
TNMD,0,0,0,0
TSPAN6,728,444,825,588
SRPX2,4,100,138,74
SYTL4,663,13,688,443
Z95327.1,0,0,0,0
Z95327.2,1,1,3,0
Z95327.3,0,0,0,0
CSTF2,1143,612,1238,947
NOX1,5,8,4,10
HNRNPA1P26,1,1,1,0
HNRNPA1P27,1,0,2,1
Z73417.1,2,0,1,0
XKRX,92,5,74,48
Z97985.1,0,0,0,0
ARL13A,0,1,2,2
TRMT2B,1641,239,1716,1213
TRMT2B-AS1,0,0,0,0
TMEM35A,0,0,2,1
CENPI,894,480,938,722
Z70280.1,0,0,0,0
DRP2,29,12,37,23
TAF7L,6,0,9,4
RNU6-934P,0,0,0,0
AL035422.2,1,1,1,0
RPL21P132,0,0,1,0
TIMM8A,502,174,489,384
BTK,3,0,140,78
RPL36A,249,116,254,206
RPL36A-HNRNPH2,0,0,0,0
GLA,2665,381,2501,1873
HNRNPH2,3691,965,3797,2788
ARMCX4,96,0,106,71
AL035422.1,0,0,1,0
AC234775.2,10,0,5,10
ARMCX1,747,0,755,582
ARMCX7P,0,0,0,1
ARMCX6,886,72,914,633
ARMCX3,2857,596,3092,2183
ARMCX3-AS1,0,0,0,0
AC234775.3,19,5,17,22
RNU6-30P,2,0,2,3
ARMCX2,720,15,766,577
AC234775.1,0,0,0,0
RNU6-587P,0,0,0,0
FO082842.1,0,0,0,0
AL672207.1,0,1,1,0
NXF5,0,0,0,1
ZMAT1,233,6,241,143
Z68868.1,0,0,0,0
RNU6-345P,0,0,0,0
Z80107.2,0,0,0,0
Z80107.1,0,0,0,0
MTND6P13,0,0,0,0
TCEAL2,0,0,4,1
TCEAL6,1,0,0,0
BEX5,34,7,37,26
TCP11X3P,0,0,0,0
TCP11X1,0,0,0,0
NXF2,0,0,0,0
AC234791.1,0,0,0,0
NXF2B,0,0,0,0
TCP11X2,0,0,0,0
AC235565.1,0,0,0,0
TMSB15A,18,0,15,13
FOXN3P1,0,0,0,0
NXF4,0,0,0,0
ARMCX5,252,89,260,224
ARMCX5-GPRASP2,172,20,187,112
AL035427.1,0,0,1,0
AL035551.1,0,0,0,0
GPRASP1,90,13,67,52
RNU6-589P,0,0,0,0
BEND7P1,0,0,0,0
GPRASP2,304,16,350,265
BHLHB9,173,10,158,110
LINC00630,119,43,129,90
MTND1P32,0,0,0,0
MTND2P2,0,0,0,0
MTCO1P19,0,0,0,0
MTCO2P19,0,0,0,0
MTATP6P19,0,0,0,0
MTCO3P19,0,0,0,0
MTND4P32,0,0,0,0
MTND5P26,0,0,0,0
MTND6P32,0,0,0,0
MTCYBP32,0,0,0,0
Z68871.1,21,21,33,31
RAB40AL,0,0,0,2
Z95624.1,0,0,0,0
Z73361.1,0,0,0,0
BEX1,3,5,4,3
NXF3,0,0,1,2
Z75746.1,0,0,0,0
RPSAP59,0,0,0,0
BEX4,178,0,190,142
TCEAL8,6,0,88,41
Z68694.1,0,0,0,0
TCEAL5,0,0,0,0
BEX2,100,5,82,61
TCEAL7,0,1,3,1
Z92846.1,0,1,0,0
TCEAL9,0,1032,190,171
BEX3,4384,1212,4591,3281
AL606763.1,2,5,4,5
Z69733.1,1,0,2,2
RAB40A,3,7,6,2
TCEAL4,5417,1161,5656,4157
Z73965.1,4,3,8,1
TCEAL3,1208,344,1305,886
TCEAL3-AS1,2,0,1,3
TCEAL1,818,108,855,662
AL049610.1,0,0,2,0
MORF4L2,11074,5663,11809,8717
MORF4L2-AS1,33,8,38,35
GLRA4,0,1,0,1
TMEM31,11,1,7,2
PLP1,2,13,7,2
RAB9B,111,9,96,55
RNA5SP511,0,0,0,1
AC234782.3,1,0,0,1
AC234782.5,4,2,2,0
AC234782.4,3,1,4,7
AC234782.2,10,4,10,7
TMSB15B,26,9,23,14
AC234782.1,0,1,6,1
DPPA3P1,0,0,0,0
H2BFWT,3,0,2,2
