"","Cell","Batch","Group","ExpLibSize","sizeFactor"
"Cell1981","Cell1981","Batch1","Group2",169356.668946666,0.87451026793149
"Cell1982","Cell1982","Batch1","Group3",144536.916034866,0.739775152831439
"Cell1983","Cell1983","Batch1","Group3",153751.363577826,0.797649576532072
"Cell1984","Cell1984","Batch1","Group1",138892.362540243,0.714605874085799
"Cell1985","Cell1985","Batch1","Group1",80810.9271832898,0.414493217258315
"Cell1986","Cell1986","Batch1","Group2",172474.798240775,0.888198281571823
"Cell1987","Cell1987","Batch1","Group3",128609.471399204,0.664051271283397
"Cell1988","Cell1988","Batch1","Group2",408028.59319121,2.07461110759485
"Cell1989","Cell1989","Batch1","Group3",54801.8062314692,0.284125303804503
"Cell1990","Cell1990","Batch1","Group2",141387.669454203,0.72153475584962
"Cell1991","Cell1991","Batch1","Group3",281943.883917088,1.43930415056255
"Cell1992","Cell1992","Batch1","Group1",83354.8490005863,0.430151358378635
"Cell1993","Cell1993","Batch1","Group3",159186.094592061,0.820411493239502
"Cell1994","Cell1994","Batch1","Group2",117911.385611277,0.608162406870689
"Cell1995","Cell1995","Batch1","Group2",149758.339089411,0.774820788656913
"Cell1996","Cell1996","Batch1","Group1",194411.566868193,1.00134944130365
"Cell1997","Cell1997","Batch1","Group3",507384.837881936,2.61481697624591
"Cell1998","Cell1998","Batch1","Group3",154787.185397587,0.790149717874573
"Cell1999","Cell1999","Batch1","Group3",201493.418194944,1.03245996610513
"Cell2000","Cell2000","Batch1","Group3",236586.757042583,1.2076161301288
"Cell2001","Cell2001","Batch1","Group3",152048.566953577,0.782655003153053
"Cell2002","Cell2002","Batch1","Group1",250328.86534593,1.29144685477987
"Cell2003","Cell2003","Batch1","Group3",153736.335708844,0.784692001800769
"Cell2004","Cell2004","Batch1","Group3",137511.820565176,0.711694406321639
"Cell2005","Cell2005","Batch1","Group3",240105.802546653,1.23315062832895
"Cell2006","Cell2006","Batch1","Group2",147001.044980602,0.753355143816211
"Cell2007","Cell2007","Batch1","Group1",75060.672844078,0.385568865247946
"Cell2008","Cell2008","Batch1","Group3",126963.148024778,0.654030883996149
"Cell2009","Cell2009","Batch1","Group3",261485.332918648,1.33296356206703
"Cell2010","Cell2010","Batch1","Group2",149512.473990208,0.77774768822901
"Cell2011","Cell2011","Batch1","Group2",405135.523024675,2.09589671467628
"Cell2012","Cell2012","Batch1","Group2",315764.715150007,1.62349306616548
"Cell2013","Cell2013","Batch1","Group1",158193.102149445,0.808194645289187
"Cell2014","Cell2014","Batch1","Group3",103878.502511118,0.536569105913849
"Cell2015","Cell2015","Batch1","Group2",191678.657862277,0.986534905683902
"Cell2016","Cell2016","Batch1","Group1",199535.345052065,1.02498582712753
"Cell2017","Cell2017","Batch1","Group3",96279.0073691266,0.496441261341044
"Cell2018","Cell2018","Batch1","Group2",153274.92863028,0.791271095918012
"Cell2019","Cell2019","Batch1","Group1",104492.035868268,0.531404594190853
"Cell2020","Cell2020","Batch1","Group1",234112.722305703,1.19492089613243
"Cell2021","Cell2021","Batch1","Group2",265783.880741421,1.37121387000747
"Cell2022","Cell2022","Batch1","Group3",370606.254579153,1.93381129197546
"Cell2023","Cell2023","Batch1","Group1",110556.947361802,0.57270011223091
"Cell2024","Cell2024","Batch1","Group2",345846.068417135,1.77514144276475
"Cell2025","Cell2025","Batch1","Group1",378777.699850416,1.96121303893602
"Cell2026","Cell2026","Batch1","Group2",223475.035651703,1.148059639363
"Cell2027","Cell2027","Batch1","Group2",259941.954192976,1.33344709204906
"Cell2028","Cell2028","Batch1","Group2",93679.0865103819,0.481734748376853
"Cell2029","Cell2029","Batch1","Group3",357443.63759879,1.84496522974479
"Cell2030","Cell2030","Batch1","Group2",46650.2665012629,0.239604537905562
"Cell2031","Cell2031","Batch1","Group3",130371.256647556,0.666988458727452
"Cell2032","Cell2032","Batch1","Group3",190221.653911399,0.97681286668344
"Cell2033","Cell2033","Batch1","Group1",77803.0801742237,0.399580946854961
"Cell2034","Cell2034","Batch1","Group3",38448.1871809836,0.19996022331479
"Cell2035","Cell2035","Batch1","Group2",141067.885695153,0.726946176499613
"Cell2036","Cell2036","Batch1","Group1",76571.6781275355,0.393660276543039
"Cell2037","Cell2037","Batch1","Group3",95616.946859037,0.490078212534921
"Cell2038","Cell2038","Batch1","Group1",186413.298494495,0.967816122656029
"Cell2039","Cell2039","Batch1","Group3",151600.342921604,0.778797051168743
"Cell2040","Cell2040","Batch1","Group3",86189.4082117022,0.446683968615399
"Cell2041","Cell2041","Batch1","Group3",206757.867790356,1.06795312436079
"Cell2042","Cell2042","Batch1","Group2",149986.544409273,0.770520458178402
"Cell2043","Cell2043","Batch1","Group2",38550.6118694849,0.1971053388464
"Cell2044","Cell2044","Batch1","Group3",108379.237466021,0.560426680984824
"Cell2045","Cell2045","Batch1","Group1",71665.0336585903,0.370744041756236
"Cell2046","Cell2046","Batch1","Group2",160891.478321205,0.834356703678789
"Cell2047","Cell2047","Batch1","Group3",267119.675318283,1.38012831105921
"Cell2048","Cell2048","Batch1","Group1",545200.741886856,2.81209206497962
"Cell2049","Cell2049","Batch1","Group3",161673.476295151,0.830653069773851
"Cell2050","Cell2050","Batch1","Group2",85491.6779562198,0.434904355223305
"Cell2051","Cell2051","Batch1","Group2",77168.5907148612,0.396170517300831
"Cell2052","Cell2052","Batch1","Group3",160844.017551168,0.822865150701524
"Cell2053","Cell2053","Batch1","Group3",141647.212963294,0.729785629160065
"Cell2054","Cell2054","Batch1","Group1",262307.837549863,1.34423906973317
"Cell2055","Cell2055","Batch1","Group3",281544.391985476,1.45877909217935
"Cell2056","Cell2056","Batch1","Group1",110424.882641507,0.567479017212143
"Cell2057","Cell2057","Batch1","Group3",139529.804018874,0.721509036169725
"Cell2058","Cell2058","Batch1","Group1",192234.813507474,0.992311545788409
"Cell2059","Cell2059","Batch1","Group3",110095.918302619,0.566398790656536
"Cell2060","Cell2060","Batch1","Group1",479939.829098059,2.45681583871248
"Cell2061","Cell2061","Batch1","Group1",700260.760459484,3.60013276910277
"Cell2062","Cell2062","Batch1","Group1",230608.538987814,1.20125308132267
"Cell2063","Cell2063","Batch1","Group1",107418.664077873,0.550689210176425
"Cell2064","Cell2064","Batch1","Group2",54272.3700464854,0.278117186580937
"Cell2065","Cell2065","Batch1","Group2",111441.015171901,0.576506624855429
"Cell2066","Cell2066","Batch1","Group2",186279.793101998,0.958202106311127
"Cell2067","Cell2067","Batch1","Group3",184320.908691365,0.94135057204366
"Cell2068","Cell2068","Batch1","Group3",186986.429936074,0.96400446609553
"Cell2069","Cell2069","Batch1","Group1",274150.047216834,1.41205672168136
"Cell2070","Cell2070","Batch1","Group3",240799.803631777,1.22791924543823
"Cell2071","Cell2071","Batch1","Group2",216666.660542301,1.11303972321742
"Cell2072","Cell2072","Batch1","Group1",610904.853775578,3.13122185312176
"Cell2073","Cell2073","Batch1","Group1",314209.521964877,1.61073610493736
"Cell2074","Cell2074","Batch1","Group2",67935.3687207986,0.357009732692092
"Cell2075","Cell2075","Batch1","Group2",63238.3635546724,0.331063719613611
"Cell2076","Cell2076","Batch1","Group3",303767.88189104,1.56711552783476
"Cell2077","Cell2077","Batch1","Group2",482010.90107853,2.49747865262711
"Cell2078","Cell2078","Batch1","Group2",106753.438117448,0.541707897956951
"Cell2079","Cell2079","Batch1","Group1",114639.513075933,0.58858458653431
"Cell2080","Cell2080","Batch1","Group3",45914.0581039429,0.234604632133896
"Cell2081","Cell2081","Batch1","Group3",178283.268265285,0.924221265233323
"Cell2082","Cell2082","Batch1","Group3",250033.330743209,1.28884402317445
"Cell2083","Cell2083","Batch1","Group3",924419.444064923,4.77013129541655
"Cell2084","Cell2084","Batch1","Group2",349829.51236226,1.80247631855758
"Cell2085","Cell2085","Batch1","Group1",157334.589281704,0.806399411632488
"Cell2086","Cell2086","Batch1","Group3",183763.316260425,0.946628250358197
"Cell2087","Cell2087","Batch1","Group3",109285.765389497,0.558621159456167
"Cell2088","Cell2088","Batch1","Group2",214069.258167978,1.10896058198601
"Cell2089","Cell2089","Batch1","Group1",1059097.36201228,5.45034481354622
"Cell2090","Cell2090","Batch1","Group3",104487.957263775,0.532325358731108
"Cell2091","Cell2091","Batch1","Group2",80695.016333332,0.417620730333596
"Cell2092","Cell2092","Batch1","Group3",209439.077816752,1.0829991370996
"Cell2093","Cell2093","Batch1","Group1",233779.78309351,1.19351660161014
"Cell2094","Cell2094","Batch1","Group3",236864.354300778,1.22033193986908
"Cell2095","Cell2095","Batch1","Group1",81943.4477249967,0.414560088426043
"Cell2096","Cell2096","Batch1","Group1",200170.397160538,1.0162874313869
"Cell2097","Cell2097","Batch1","Group1",265526.832200426,1.36448560174683
"Cell2098","Cell2098","Batch1","Group2",127481.446744701,0.653650232733697
"Cell2099","Cell2099","Batch1","Group1",130020.535249603,0.670013093083151
"Cell2100","Cell2100","Batch1","Group3",122665.551012784,0.625147683473613
"Cell2101","Cell2101","Batch1","Group1",442982.137448498,2.28573367198424
"Cell2102","Cell2102","Batch1","Group3",337157.238563747,1.74400519828338
"Cell2103","Cell2103","Batch1","Group3",195739.251336414,1.01166303294171
"Cell2104","Cell2104","Batch1","Group2",60684.7995117184,0.310992081423239
"Cell2105","Cell2105","Batch1","Group3",98838.9363693601,0.508606669931569
"Cell2106","Cell2106","Batch1","Group1",143600.027387763,0.730948158691337
"Cell2107","Cell2107","Batch1","Group1",87286.6042712219,0.450125261785404
"Cell2108","Cell2108","Batch1","Group2",178337.279666373,0.913614469244459
"Cell2109","Cell2109","Batch1","Group1",345948.394658348,1.78032653023166
"Cell2110","Cell2110","Batch1","Group3",330451.089208313,1.69354833026458
"Cell2111","Cell2111","Batch1","Group2",84663.5506367181,0.435053529366699
"Cell2112","Cell2112","Batch1","Group2",195195.181026319,1.00024349506815
"Cell2113","Cell2113","Batch1","Group1",56195.6659567187,0.293615865685906
"Cell2114","Cell2114","Batch1","Group3",64294.1496936712,0.331521529915749
"Cell2115","Cell2115","Batch1","Group2",37533.5070252346,0.191447009269412
"Cell2116","Cell2116","Batch1","Group3",189709.162962017,0.98072740196352
"Cell2117","Cell2117","Batch1","Group3",93899.5645985098,0.483123611091205
"Cell2118","Cell2118","Batch1","Group3",331050.464353596,1.69604313921443
"Cell2119","Cell2119","Batch1","Group1",337598.008364223,1.73336753867864
"Cell2120","Cell2120","Batch1","Group3",224043.712363882,1.15025610002607
"Cell2121","Cell2121","Batch1","Group3",99007.7182429771,0.512901856474101
"Cell2122","Cell2122","Batch1","Group2",324196.78779513,1.67068353483757
"Cell2123","Cell2123","Batch1","Group1",304671.216842331,1.56806201205491
"Cell2124","Cell2124","Batch1","Group2",142877.377887569,0.733268073817902
"Cell2125","Cell2125","Batch1","Group3",243122.464416138,1.24822236074766
"Cell2126","Cell2126","Batch1","Group3",291289.816853778,1.50161264707715
"Cell2127","Cell2127","Batch1","Group1",237964.110199118,1.22263642318771
"Cell2128","Cell2128","Batch1","Group3",157349.6226128,0.813672937106907
"Cell2129","Cell2129","Batch1","Group2",157238.514322474,0.803462224188433
"Cell2130","Cell2130","Batch1","Group3",151607.329827043,0.775088273327826
"Cell2131","Cell2131","Batch1","Group1",245437.192128663,1.25682816564066
"Cell2132","Cell2132","Batch1","Group1",168605.946224585,0.866501159612062
"Cell2133","Cell2133","Batch1","Group2",267745.350736559,1.36996903750053
"Cell2134","Cell2134","Batch1","Group3",62898.2225567137,0.325775753427116
"Cell2135","Cell2135","Batch1","Group1",78019.6372296447,0.402183778460375
"Cell2136","Cell2136","Batch1","Group3",109992.798155181,0.565663207811528
"Cell2137","Cell2137","Batch1","Group3",51780.4859477592,0.263318082769123
"Cell2138","Cell2138","Batch1","Group3",64788.0179970434,0.336572875047206
"Cell2139","Cell2139","Batch1","Group3",203534.636723354,1.03715123571805
"Cell2140","Cell2140","Batch1","Group1",114834.541644484,0.594140037391717
"Cell2141","Cell2141","Batch1","Group2",34318.2844606166,0.172728226241539
"Cell2142","Cell2142","Batch1","Group3",72752.5965186445,0.375358152329471
"Cell2143","Cell2143","Batch1","Group1",242748.001956621,1.25075317724936
"Cell2144","Cell2144","Batch1","Group1",104344.001357596,0.531630927373932
"Cell2145","Cell2145","Batch1","Group1",221969.154649717,1.14739092768572
"Cell2146","Cell2146","Batch1","Group2",144668.109079542,0.746014747174063
"Cell2147","Cell2147","Batch1","Group2",202711.856702778,1.0393271206372
"Cell2148","Cell2148","Batch1","Group3",129749.084905119,0.674961559495027
"Cell2149","Cell2149","Batch1","Group2",109675.949930042,0.566779441918988
"Cell2150","Cell2150","Batch1","Group3",354144.457525326,1.82524337920099
"Cell2151","Cell2151","Batch1","Group3",135609.542773536,0.706889970117178
"Cell2152","Cell2152","Batch1","Group3",104528.331393933,0.540751125864842
"Cell2153","Cell2153","Batch1","Group2",96149.2610724711,0.490566886452934
"Cell2154","Cell2154","Batch1","Group2",51394.8124210615,0.264156544333713
"Cell2155","Cell2155","Batch1","Group3",96208.4465953527,0.490350841141812
"Cell2156","Cell2156","Batch1","Group3",94253.4155012626,0.480726536924953
"Cell2157","Cell2157","Batch1","Group2",212652.768071995,1.09747417294473
"Cell2158","Cell2158","Batch1","Group3",88833.0293653283,0.458211529144519
"Cell2159","Cell2159","Batch1","Group3",256710.642299986,1.33470735636393
"Cell2160","Cell2160","Batch1","Group2",228243.329594922,1.16969503409102
"Cell2161","Cell2161","Batch1","Group1",227968.387487157,1.1777401499623
"Cell2162","Cell2162","Batch1","Group1",84025.8486982445,0.432034038946979
"Cell2163","Cell2163","Batch1","Group1",470079.727099756,2.40484150957985
"Cell2164","Cell2164","Batch1","Group1",109372.065229807,0.556013183914773
"Cell2165","Cell2165","Batch1","Group1",218054.936900398,1.13026162087539
"Cell2166","Cell2166","Batch1","Group3",60550.8382988041,0.312514686473047
"Cell2167","Cell2167","Batch1","Group3",163110.689090383,0.841265009698694
"Cell2168","Cell2168","Batch1","Group1",106404.493916748,0.544994873047583
"Cell2169","Cell2169","Batch1","Group1",204102.127977984,1.04861706901542
"Cell2170","Cell2170","Batch1","Group3",57916.4470825305,0.296470750154295
"Cell2171","Cell2171","Batch1","Group2",533879.015856009,2.73693401638928
"Cell2172","Cell2172","Batch1","Group3",313366.152444653,1.61621439675508
"Cell2173","Cell2173","Batch1","Group2",369090.377721759,1.89470709066249
"Cell2174","Cell2174","Batch1","Group3",145300.975328344,0.749564062999629
"Cell2175","Cell2175","Batch1","Group2",655914.582053439,3.36472053902016
"Cell2176","Cell2176","Batch1","Group2",260433.504757048,1.33753652115243
"Cell2177","Cell2177","Batch1","Group1",319383.799175951,1.65276720582243
"Cell2178","Cell2178","Batch1","Group1",153685.493909583,0.792958306919151
"Cell2179","Cell2179","Batch1","Group3",460732.597769747,2.35852551002421
"Cell2180","Cell2180","Batch1","Group2",202091.702178535,1.03571607757989
"Cell2181","Cell2181","Batch1","Group2",87123.6905588239,0.45064994325527
"Cell2182","Cell2182","Batch1","Group1",174919.248980611,0.897426502718293
"Cell2183","Cell2183","Batch1","Group2",119089.889281301,0.616706484531942
"Cell2184","Cell2184","Batch1","Group3",167268.289138455,0.85426373591783
"Cell2185","Cell2185","Batch1","Group1",271004.49827056,1.40629036944882
"Cell2186","Cell2186","Batch1","Group3",150214.187094978,0.765896059733209
"Cell2187","Cell2187","Batch1","Group3",404285.229196674,2.07717278771243
"Cell2188","Cell2188","Batch1","Group2",127858.944279164,0.652786051489211
"Cell2189","Cell2189","Batch1","Group1",139449.046252757,0.712666610221686
"Cell2190","Cell2190","Batch1","Group2",289124.264381965,1.48404610570859
"Cell2191","Cell2191","Batch1","Group2",188684.305936404,0.969950856087347
"Cell2192","Cell2192","Batch1","Group3",132246.00620248,0.677934754490935
"Cell2193","Cell2193","Batch1","Group3",187642.685532045,0.959035423939739
"Cell2194","Cell2194","Batch1","Group1",122999.590300062,0.637719463006485
"Cell2195","Cell2195","Batch1","Group3",99616.1436413247,0.516672361546767
"Cell2196","Cell2196","Batch1","Group3",214688.164417464,1.10339484325665
"Cell2197","Cell2197","Batch1","Group1",166798.543097811,0.856300734565546
"Cell2198","Cell2198","Batch1","Group2",234756.965341923,1.20138682365813
"Cell2199","Cell2199","Batch1","Group2",45803.7324112262,0.235556260290026
"Cell2200","Cell2200","Batch1","Group2",125370.942294576,0.639694734422452
"Cell2201","Cell2201","Batch1","Group2",159991.614401832,0.821327113843779
"Cell2202","Cell2202","Batch1","Group1",82978.8393205696,0.421741023052839
"Cell2203","Cell2203","Batch1","Group2",123296.696920428,0.634005541229589
"Cell2204","Cell2204","Batch1","Group2",59703.2290278764,0.303235025966786
"Cell2205","Cell2205","Batch1","Group1",137416.269053799,0.707136879044174
"Cell2206","Cell2206","Batch1","Group2",145320.57279292,0.748031170077863
"Cell2207","Cell2207","Batch1","Group1",161506.400566244,0.832983272772375
"Cell2208","Cell2208","Batch1","Group2",292476.248013854,1.50542944757363
"Cell2209","Cell2209","Batch1","Group3",337365.881335664,1.73928820899056
"Cell2210","Cell2210","Batch1","Group1",127159.209233881,0.651695537061646
